都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1340838,3964610,17346,4,717238,4557,601697
青森県,279713,415661,4153,0,151129,646,123785
岩手県,234702,718708,3152,0,103563,617,127370
宮城県,537701,1318000,21152,3,204624,955,310970
秋田県,200275,81563,8354,1,89825,597,101499
山形県,227150,375000,6502,0,90443,360,129845
福島県,404998,1156057,3568,1,180682,849,219899
茨城県,637019,2491785,19577,2,301424,1292,314726
栃木県,422611,1282229,5243,0,215803,1072,200493
群馬県,440363,1273766,7739,1,225131,1093,206400
埼玉県,1797844,5279894,17400,1,1160893,3964,615587
千葉県,1462714,3873590,15899,3,904076,3918,538821
東京都,4339521,12233329,47123,5,3093983,8061,1190354
神奈川県,2215999,7213103,2950,5,1450734,4304,758011
新潟県,457506,1339052,6340,1,223993,445,226728
富山県,236842,506917,3076,0,123822,313,109631
石川県,278630,763788,3833,0,155716,509,118572
福井県,200065,611698,1813,0,110918,196,87138
山梨県,190610,822767,1154,0,93672,412,95372
長野県,459375,1501973,1517,2,457676,871,689
岐阜県,541705,1865524,66,1,284881,1114,255644
静岡県,866328,2577706,8078,0,478956,1398,377896
愛知県,2108518,5867557,2706,1,2100686,4317,809
三重県,460221,1186034,10047,0,226621,1043,222510
滋賀県,373559,1387131,5219,1,225722,676,141942
京都府,677024,1588118,12801,14,459222,1656,203345
大阪府,2827703,12955440,14861,5,2032077,8480,772285
兵庫県,1466879,2465506,12823,4,986750,3873,463433
奈良県,345943,1030486,29830,0,195268,869,119976
和歌山県,239096,319456,32,1,129448,522,109094
鳥取県,142190,1164589,9155,0,44778,264,87993
島根県,168527,548079,386,0,167779,299,63
岡山県,490922,1247165,593,2,488643,855,831
広島県,801824,3355782,15817,2,409656,1359,374992
山口県,314288,1224096,2880,0,158495,749,152164
徳島県,166796,466220,1305,0,90741,420,74330
香川県,252668,575053,2585,1,138120,618,111345
愛媛県,316413,997106,3710,2,156705,695,155303
高知県,169303,494109,4977,0,94023,597,69706
福岡県,1585360,3918607,26426,2,1029285,3184,526465
佐賀県,260938,377021,12710,0,125171,492,122565
長崎県,336558,1176085,21236,0,177499,645,137178
熊本県,534784,540288,6761,1,320699,1306,206018
大分県,303336,1009928,2098,0,172076,774,128388
宮崎県,320054,238860,3746,0,189320,776,126212
鹿児島県,442095,944983,458,1,286186,885,154566
沖縄県,577724,1437536,712,0,494076,1011,81925
