都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1363114,3964610,17464,4,717238,4609,623803
青森県,283617,415661,4154,2,151129,667,127667
岩手県,238133,742761,3177,1,103563,624,130769
宮城県,544388,1362233,21146,3,204624,970,317648
秋田県,203743,81563,8393,0,89825,603,104922
山形県,231254,380397,6488,0,90443,370,133953
福島県,410462,1156057,3568,0,180682,856,225356
茨城県,642582,2491785,19583,2,301424,1300,320275
栃木県,427988,1317702,5275,2,215803,1088,205822
群馬県,444814,1307378,7765,0,225131,1106,210812
埼玉県,1814924,5408789,17431,7,1160893,4009,632591
千葉県,1478335,3972124,15781,2,904076,3944,554534
東京都,4388368,12606877,47511,9,3093983,8124,1238750
神奈川県,2239921,7505263,5291,10,1450734,4335,779561
新潟県,466369,1391520,6434,1,223993,456,235486
富山県,240842,519420,3098,1,123822,324,113598
石川県,283158,763788,3860,0,155716,523,123059
福井県,202716,625522,1801,0,110918,200,89797
山梨県,193918,833099,1124,0,93672,421,98701
長野県,467686,1547150,1671,1,465784,899,668
岐阜県,548252,1919178,80,0,284881,1126,262165
静岡県,872961,2652954,8045,2,478956,1408,384552
愛知県,2124990,6040367,2786,3,2116392,4363,1449
三重県,464383,1222295,10039,0,226621,1070,226653
滋賀県,376556,1418942,5211,0,225722,679,144944
京都府,684638,1624692,12817,12,459222,1674,210925
大阪府,2852151,13358903,17322,7,2032077,8557,794195
兵庫県,1478382,2465506,12856,1,986750,3908,474868
奈良県,349613,1057577,29839,1,195268,880,123626
和歌山県,241476,319456,20,0,129448,530,111478
鳥取県,144182,1194148,9151,0,44778,267,89986
島根県,169939,560152,352,0,169229,304,54
岡山県,494204,1283416,667,1,492222,857,458
広島県,812114,3366184,15823,2,409656,1373,385262
山口県,317028,1253825,2876,0,158495,757,154900
徳島県,168197,478692,1286,0,90741,423,75747
香川県,255506,588997,2569,1,138120,626,114191
愛媛県,319202,1035863,3730,1,156705,701,158066
高知県,170198,494109,4973,0,94023,602,70600
福岡県,1596875,3918607,26443,1,1029285,3205,537942
佐賀県,262447,377021,12725,0,125171,496,124055
長崎県,338746,1211415,21269,0,177499,647,139331
熊本県,537732,540288,6763,1,320699,1316,208954
大分県,305980,1009928,2100,0,172076,785,131019
宮崎県,321876,238860,3757,0,189320,778,128021
鹿児島県,444973,952045,330,1,286186,893,157564
沖縄県,583657,1464386,1732,1,494076,1016,86833
