都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,898487,3449173,18452,6,717238,2814,159983
青森県,174618,415661,4360,1,151129,339,18790
岩手県,128471,508360,3308,1,103563,211,21389
宮城県,299701,983290,21831,5,204624,439,72807
秋田県,121017,77052,8645,3,89825,275,22272
山形県,134913,305862,6787,0,90443,224,37459
福島県,220404,1156057,3568,2,180682,315,35839
茨城県,396103,1985898,20134,4,301424,731,73814
栃木県,248788,1005997,5437,4,215803,534,27014
群馬県,264051,961258,8251,0,225131,528,30141
埼玉県,1268014,4169151,18351,12,1160893,2510,86260
千葉県,1007176,3035555,16355,3,904076,2668,84077
東京都,3327823,9871115,49976,18,3093983,6030,177834
神奈川県,1582877,5145281,25090,22,1450734,3082,103971
新潟県,266969,1030122,6550,2,223993,186,36240
富山県,146673,384256,3224,1,123822,187,19440
石川県,180321,763788,3943,1,155716,298,20364
福井県,124933,480936,2006,0,110918,104,11905
山梨県,107904,585964,1402,0,93672,172,12658
長野県,254308,1120844,14108,1,236745,382,3073
岐阜県,323947,1381245,427,0,284881,637,38002
静岡県,532848,1956453,8397,2,478956,779,44716
愛知県,1447700,4364774,23495,7,1410531,2992,10682
三重県,275637,887867,10142,1,226621,556,38318
滋賀県,252476,1015064,5393,3,225722,369,20992
京都府,500130,1262925,13054,18,459222,1132,26722
大阪府,2197699,10272053,37826,23,2032077,6640,121156
兵庫県,1059302,2465506,13168,10,986750,2932,56452
奈良県,241591,784848,29905,2,195268,563,15855
和歌山県,146812,319456,234,3,129448,272,16858
鳥取県,71898,788956,9227,0,44778,89,17804
島根県,93525,388970,2766,0,90048,99,612
岡山県,301114,919348,4511,4,289740,425,6438
広島県,476331,2864497,16215,1,409656,789,49671
山口県,181494,873058,3039,2,158495,405,19555
徳島県,100232,353746,1377,1,90741,189,7925
香川県,156181,434066,2730,2,138120,310,15021
愛媛県,177694,683409,3838,2,156705,291,16860
高知県,106243,494109,5032,0,94023,310,6878
福岡県,1123518,3918607,26857,5,1029285,2041,65335
佐賀県,166319,377021,12811,0,125171,242,28095
長崎県,224936,825537,21482,0,177499,339,25616
熊本県,349720,540288,7029,1,320699,663,21329
大分県,187347,961351,2167,0,172076,397,12707
宮崎県,206139,238860,3812,1,189320,393,12614
鹿児島県,311237,764941,1229,0,286186,552,23270
沖縄県,511890,1237934,2148,3,494076,801,14865
