都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,982605,3579935,18753,11,717238,2995,243619
青森県,184783,415661,4394,1,151129,361,28899
岩手県,139267,529715,3363,2,103563,233,32108
宮城県,325807,1015296,22217,7,204624,461,98505
秋田県,131152,77609,8772,2,89825,295,32260
山形県,148332,316099,6744,0,90443,238,50907
福島県,239912,1156057,3568,1,180682,324,55338
茨城県,414036,1985898,20425,7,301424,746,91441
栃木県,262866,1026119,5569,4,215803,561,40933
群馬県,278751,988653,8282,5,225131,556,44782
埼玉県,1310169,4249685,18741,14,1160893,2543,127992
千葉県,1037956,3103835,16744,6,904076,2704,114432
東京都,3411425,10027869,51222,19,3093983,6095,260125
神奈川県,1635494,5298346,36124,24,1450734,3112,145524
新潟県,286524,1059862,6647,5,223993,191,55693
富山県,154904,398349,3353,0,123822,192,27537
石川県,189153,763788,4029,1,155716,305,29103
福井県,130908,486909,2019,1,110918,105,17866
山梨県,115813,614030,1574,0,93672,176,20391
長野県,279737,1161533,18208,0,259206,395,1928
岐阜県,340387,1415511,644,0,284881,659,54203
静岡県,551403,1994357,8360,1,478956,795,63292
愛知県,1496579,4440883,33666,22,1448843,3030,11040
三重県,285919,897859,10221,1,226621,564,48513
滋賀県,260383,1036623,5447,4,225722,375,28839
京都府,510701,1286452,13219,35,459222,1142,37118
大阪府,2236186,10458473,41862,27,2032077,6688,155559
兵庫県,1080701,2465506,13312,8,986750,2956,77683
奈良県,247705,799920,29948,10,195268,570,21919
和歌山県,152049,319456,233,1,129448,278,22090
鳥取県,75820,814693,9255,0,44778,97,21690
島根県,99033,403929,3634,2,94661,108,630
岡山県,313267,951038,8253,5,300660,443,3911
広島県,500805,2919519,16285,6,409656,822,74042
山口県,187816,891635,3029,0,158495,411,25881
徳島県,103746,363045,1423,0,90741,192,11390
香川県,161707,444912,2760,1,138120,316,20511
愛媛県,184826,706626,3886,2,156705,310,23925
高知県,109122,494109,5039,2,94023,312,9748
福岡県,1144435,3918607,27154,6,1029285,2067,85929
佐賀県,170813,377021,12872,1,125171,253,32517
長崎県,230178,847570,21589,1,177499,342,30748
熊本県,357779,540288,7153,7,320699,676,29251
大分県,192487,984167,2196,0,172076,400,17815
宮崎県,210093,238860,3832,2,189320,397,16544
鹿児島県,315377,771887,1742,2,286186,556,26893
沖縄県,515003,1249813,2292,5,494076,812,17823
