"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1044820,18841,717238,3182,16,305559,3676369,"JP-01"
"Aomori","青森県",194892,4558,151129,386,4,38819,415661,"JP-02"
"Iwate","岩手県",150340,3382,103563,258,1,43137,546139,"JP-03"
"Miyagi","宮城県",351996,22301,204624,506,12,124565,1039305,"JP-04"
"Akita","秋田県",139977,8794,89825,317,1,41041,78366,"JP-05"
"Yamagata","山形県",159731,6901,90443,254,1,62133,320332,"JP-06"
"Fukushima","福島県",258860,3568,180682,340,2,74270,1156057,"JP-07"
"Ibaraki","茨城県",431256,20525,301424,769,8,108538,1985898,"JP-08"
"Tochigi","栃木県",277583,5605,215803,578,2,55597,1042079,"JP-09"
"Gunma","群馬県",293809,8314,225131,587,6,59777,1008015,"JP-10"
"Saitama","埼玉県",1350861,18988,1160893,2591,14,168389,4315913,"JP-11"
"Chiba","千葉県",1071000,16888,904076,2725,12,147311,3146212,"JP-12"
"Tokyo","東京都",3491920,51759,3093983,6156,17,340022,10145118,"JP-13"
"Kanagawa","神奈川県",1685081,40948,1450734,3150,32,190249,5392417,"JP-14"
"Niigata","新潟県",305620,6684,223993,199,2,74744,1078217,"JP-15"
"Toyama","富山県",163135,3426,123822,201,2,35686,404171,"JP-16"
"Ishikawa","石川県",197452,4087,155716,317,1,37332,763788,"JP-17"
"Fukui","福井県",137213,2045,110918,116,0,24134,493162,"JP-18"
"Yamanashi","山梨県",122819,1484,93672,185,0,27478,625587,"JP-19"
"Nagano","長野県",302895,19580,279903,450,1,2962,1186889,"JP-20"
"Gifu","岐阜県",355748,672,284881,684,0,69511,1445276,"JP-21"
"Shizuoka","静岡県",568710,8415,478956,802,1,80537,2021666,"JP-22"
"Aichi","愛知県",1546937,41159,1487687,3064,24,15027,4531998,"JP-23"
"Mie","三重県",296568,10274,226621,573,3,59100,911828,"JP-24"
"Shiga","滋賀県",269186,5539,225722,378,5,37547,1073897,"JP-25"
"Kyoto","京都府",521625,13288,459222,1158,47,47957,1303871,"JP-26"
"Osaka","大阪府",2273440,48455,2032077,6728,22,186180,10593280,"JP-27"
"Hyogo","兵庫県",1101896,13390,986750,2982,17,98774,2465506,"JP-28"
"Nara","奈良県",254097,29956,195268,584,6,28289,810242,"JP-29"
"Wakayama","和歌山県",156962,201,129448,288,3,27025,319456,"JP-30"
"Tottori","鳥取県",79936,9289,44778,103,0,25766,831864,"JP-31"
"Shimane","島根県",103910,4045,99145,113,2,607,412406,"JP-32"
"Okayama","岡山県",325782,9986,308906,455,7,6435,964408,"JP-33"
"Hiroshima","広島県",523367,16351,409656,856,11,96504,2976836,"JP-34"
"Yamaguchi","山口県",193508,3059,158495,416,1,31538,901613,"JP-35"
"Tokushima","徳島県",106617,1410,90741,202,1,14264,367800,"JP-36"
"Kagawa","香川県",166810,2836,138120,322,2,25532,450877,"JP-37"
"Ehime","愛媛県",191228,3922,156705,318,1,30283,720959,"JP-38"
"Kochi","高知県",112143,5061,94023,324,0,12735,494109,"JP-39"
"Fukuoka","福岡県",1164725,27468,1029285,2083,2,105889,3918607,"JP-40"
"Saga","佐賀県",175706,12915,125171,260,1,37360,377021,"JP-41"
"Nagasaki","長崎県",234875,21700,177499,349,2,35327,862032,"JP-42"
"Kumamoto","熊本県",365676,7145,320699,688,3,37144,540288,"JP-43"
"Oita","大分県",198099,2237,172076,404,3,23382,1001330,"JP-44"
"Miyazaki","宮崎県",214150,3856,189320,401,1,20573,238860,"JP-45"
"Kagoshima","鹿児島県",319358,1978,286186,561,1,30633,778109,"JP-46"
"Okinawa","沖縄県",518089,2898,494076,815,8,20300,1259229,"JP-47"
