都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1355621,3964610,17421,2,717238,4593,616369
青森県,282354,415661,4167,0,151129,658,126400
岩手県,236913,736402,3174,1,103563,623,129553
宮城県,542104,1351448,21146,1,204624,964,315370
秋田県,202605,81563,8354,0,89825,603,103823
山形県,230069,379777,6487,0,90443,367,132772
福島県,408801,1156057,3568,0,180682,854,223697
茨城県,640966,2491785,19613,2,301424,1298,318631
栃木県,426258,1310178,5270,0,215803,1082,204103
群馬県,443421,1300085,7774,0,225131,1105,209411
埼玉県,1809392,5376172,17364,2,1160893,4000,627135
千葉県,1473375,3961871,15804,0,904076,3937,549558
東京都,4371588,12512721,47379,4,3093983,8099,1222127
神奈川県,2231947,7456416,4650,5,1450734,4326,772237
新潟県,463431,1380390,6375,1,223993,453,232610
富山県,239371,517460,3089,0,123822,321,112139
石川県,281674,763788,3870,0,155716,519,121569
福井県,202096,622609,1822,0,110918,200,89156
山梨県,192862,830928,1136,0,93672,418,97636
長野県,465079,1537918,1745,0,463067,886,619
岐阜県,546066,1905553,114,1,284881,1122,259949
静岡県,870989,2639860,8044,0,478956,1406,382583
愛知県,2119822,6007328,3173,2,2111035,4352,1262
三重県,462836,1214729,10040,0,226621,1061,225114
滋賀県,375734,1411862,5215,0,225722,678,144119
京都府,682372,1616208,12820,13,459222,1669,208661
大阪府,2843918,13252798,17338,6,2032077,8544,785959
兵庫県,1474625,2465506,12809,0,986750,3905,471161
奈良県,348483,1052751,29835,0,195268,880,122500
和歌山県,240826,319456,13,1,129448,529,110836
鳥取県,143487,1187109,9153,0,44778,267,89289
島根県,169542,557509,270,0,168918,302,52
岡山県,493186,1272633,616,1,490984,856,730
広島県,809004,3364373,15839,0,409656,1371,382138
山口県,316258,1247910,2878,0,158495,756,154129
徳島県,167841,476317,1287,0,90741,421,75392
香川県,254612,586644,2563,1,138120,625,113304
愛媛県,318416,1022786,3745,2,156705,696,157270
高知県,169935,494109,4972,0,94023,602,70338
福岡県,1592933,3918607,26460,0,1029285,3200,533988
佐賀県,261969,377021,12712,0,125171,496,123590
長崎県,337981,1204774,21238,0,177499,647,138597
熊本県,536816,540288,6763,1,320699,1314,208040
大分県,304974,1009928,2097,0,172076,777,130024
宮崎県,321292,238860,3752,0,189320,778,127442
鹿児島県,444122,950272,300,0,286186,893,156743
沖縄県,581427,1455925,1553,2,494076,1014,84784
