"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1344082,17365,717238,4565,4,604914,3964610,"JP-01"
"Aomori","青森県",280259,4158,151129,648,0,124324,415661,"JP-02"
"Iwate","岩手県",235238,3163,103563,617,1,127895,723134,"JP-03"
"Miyagi","宮城県",538715,21129,204624,958,3,312004,1326773,"JP-04"
"Akita","秋田県",200815,8345,89825,600,0,102045,81563,"JP-05"
"Yamagata","山形県",227877,6491,90443,363,1,130580,376073,"JP-06"
"Fukushima","福島県",405950,3568,180682,850,1,220850,1156057,"JP-07"
"Ibaraki","茨城県",637702,19588,301424,1293,1,315397,2491785,"JP-08"
"Tochigi","栃木県",423544,5251,215803,1076,0,201414,1288403,"JP-09"
"Gunma","群馬県",441092,7729,225131,1095,1,207137,1279876,"JP-10"
"Saitama","埼玉県",1800194,17405,1160893,3977,2,617919,5305024,"JP-11"
"Chiba","千葉県",1465155,15862,904076,3923,2,541294,3896640,"JP-12"
"Tokyo","東京都",4346526,47153,3093983,8067,3,1197323,12309001,"JP-13"
"Kanagawa","神奈川県",2219574,3255,1450734,4311,7,761274,7278606,"JP-14"
"Niigata","新潟県",458855,6347,223993,445,1,228070,1347957,"JP-15"
"Toyama","富山県",237248,3070,123822,315,0,110041,509578,"JP-16"
"Ishikawa","石川県",279214,3844,155716,509,0,119145,763788,"JP-17"
"Fukui","福井県",200547,1809,110918,196,0,87624,613941,"JP-18"
"Yamanashi","山梨県",191150,1155,93672,415,0,95908,824620,"JP-19"
"Nagano","長野県",460750,1344,459193,877,0,664,1510486,"JP-20"
"Gifu","岐阜県",542726,44,284881,1116,0,256685,1875418,"JP-21"
"Shizuoka","静岡県",867375,8059,478956,1403,0,378957,2593494,"JP-22"
"Aichi","愛知県",2111304,2568,2103387,4322,2,1027,5909870,"JP-23"
"Mie","三重県",460920,10052,226621,1047,0,223200,1191912,"JP-24"
"Shiga","滋賀県",374048,5222,225722,676,0,142428,1393711,"JP-25"
"Kyoto","京都府",678068,12788,459222,1658,5,204400,1595092,"JP-26"
"Osaka","大阪府",2831052,14964,2032077,8500,6,775511,13026849,"JP-27"
"Hyogo","兵庫県",1468763,12824,986750,3885,3,465304,2465506,"JP-28"
"Nara","奈良県",346426,29824,195268,873,1,120461,1035869,"JP-29"
"Wakayama","和歌山県",239636,40,129448,523,1,109625,319456,"JP-30"
"Tottori","鳥取県",142575,9163,44778,265,0,88369,1169750,"JP-31"
"Shimane","島根県",168859,362,168116,300,0,81,548079,"JP-32"
"Okayama","岡山県",491512,659,489229,855,1,769,1254240,"JP-33"
"Hiroshima","広島県",803576,15808,409656,1365,2,376747,3357572,"JP-34"
"Yamaguchi","山口県",314819,2882,158495,751,1,152691,1229898,"JP-35"
"Tokushima","徳島県",167066,1300,90741,421,0,74604,468903,"JP-36"
"Kagawa","香川県",253138,2596,138120,619,1,111803,577503,"JP-37"
"Ehime","愛媛県",316787,3703,156705,695,2,155684,1003995,"JP-38"
"Kochi","高知県",169444,4975,94023,600,0,69846,494109,"JP-39"
"Fukuoka","福岡県",1587116,26403,1029285,3189,1,528239,3918607,"JP-40"
"Saga","佐賀県",261191,12726,125171,493,1,122801,377021,"JP-41"
"Nagasaki","長崎県",336915,21230,177499,646,0,137540,1184008,"JP-42"
"Kumamoto","熊本県",535301,6763,320699,1310,0,206529,540288,"JP-43"
"Oita","大分県",303724,2094,172076,774,0,128780,1009928,"JP-44"
"Miyazaki","宮崎県",320412,3745,189320,776,0,126571,238860,"JP-45"
"Kagoshima","鹿児島県",442717,385,286186,886,1,155260,946645,"JP-46"
"Okinawa","沖縄県",578274,733,494076,1012,0,82453,1442542,"JP-47"
