"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",197290,18042,178040,1878,4,670,1751347,"JP-01"
"Aomori","青森県",28091,3711,24303,77,0,0,179686,"JP-02"
"Iwate","岩手県",14587,2590,11930,67,2,0,202053,"JP-03"
"Miyagi","宮城県",49654,6091,42829,165,9,569,424355,"JP-04"
"Akita","秋田県",12701,1712,10946,43,1,0,47445,"JP-05"
"Yamagata","山形県",14846,2211,12559,76,1,0,162731,"JP-06"
"Fukushima","福島県",29763,3587,25987,189,3,0,643114,"JP-07"
"Ibaraki","茨城県",93883,9246,84288,349,8,0,44484,"JP-08"
"Tochigi","栃木県",53751,5644,47881,226,1,0,642129,"JP-09"
"Gunma","群馬県",60849,4993,55585,271,4,0,513473,"JP-10"
"Saitama","埼玉県",372642,27971,343404,1267,46,0,2325456,"JP-11"
"Chiba","千葉県",317308,23014,290062,1541,17,2691,1721323,"JP-12"
"Tokyo","東京都",1135030,119007,1012045,3978,61,0,5731492,"JP-13"
"Kanagawa","神奈川県",538440,41537,495012,1891,69,0,2180686,"JP-14"
"Niigata","新潟県",35065,3307,31673,85,3,0,490598,"JP-15"
"Toyama","富山県",23846,5260,18515,71,1,0,200588,"JP-16"
"Ishikawa","石川県",30450,3142,27106,179,6,23,320233,"JP-17"
"Fukui","福井県",18321,2330,15950,41,1,0,246693,"JP-18"
"Yamanashi","山梨県",19878,1662,18161,60,1,5,217151,"JP-19"
"Nagano","長野県",36432,3337,32628,158,1,309,539376,"JP-20"
"Gifu","岐阜県",61512,4345,56252,300,5,615,691942,"JP-21"
"Shizuoka","静岡県",106370,10042,95278,369,6,681,1009683,"JP-22"
"Aichi","愛知県",370073,25921,342306,1846,36,0,2205242,"JP-23"
"Mie","三重県",48684,4059,45731,260,7,1366,395473,"JP-24"
"Shiga","滋賀県",60388,7368,52848,172,2,0,490001,"JP-25"
"Kyoto","京都府",141834,9687,130807,551,41,789,688869,"JP-26"
"Osaka","大阪府",737142,62161,670578,4350,683,53,5913038,"JP-27"
"Hyogo","兵庫県",301692,23761,275928,2015,24,12,1296893,"JP-28"
"Nara","奈良県",67789,12027,55440,322,17,0,426842,"JP-29"
"Wakayama","和歌山県",25772,949,24558,107,1,158,127964,"JP-30"
"Tottori","鳥取県",7985,698,7182,11,0,94,279927,"JP-31"
"Shimane","島根県",7878,953,6917,8,1,0,122915,"JP-32"
"Okayama","岡山県",56405,4173,49083,218,5,2931,449702,"JP-33"
"Hiroshima","広島県",83708,8813,74467,428,5,0,1447855,"JP-34"
"Yamaguchi","山口県",25376,2831,22392,153,2,0,440054,"JP-35"
"Tokushima","徳島県",14175,1482,12617,78,3,2,168570,"JP-36"
"Kagawa","香川県",24469,3307,21067,95,6,0,211349,"JP-37"
"Ehime","愛媛県",21039,2396,18519,124,4,0,274685,"JP-38"
"Kochi","高知県",14799,1755,12949,95,3,0,198778,"JP-39"
"Fukuoka","福岡県",270571,30590,233339,1062,12,5580,2122801,"JP-40"
"Saga","佐賀県",27983,2544,22560,73,2,2806,203178,"JP-41"
"Nagasaki","長崎県",29464,3259,27420,114,2,1329,292607,"JP-42"
"Kumamoto","熊本県",57957,5936,51762,259,14,0,215029,"JP-43"
"Oita","大分県",28065,2099,25847,119,3,0,452069,"JP-44"
"Miyazaki","宮崎県",21853,1884,19931,111,1,73,141847,"JP-45"
"Kagoshima","鹿児島県",36656,2718,33373,149,3,416,284143,"JP-46"
"Okinawa","沖縄県",110139,4968,104738,433,13,0,627710,"JP-47"
