都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,888941,3434650,18397,6,717238,2800,150506
青森県,173603,415661,4356,1,151129,337,17781
岩手県,127424,507093,3297,1,103563,210,20354
宮城県,296992,978715,21831,4,204624,436,70101
秋田県,119964,77052,8632,2,89825,269,21238
山形県,133310,305862,6804,1,90443,220,35843
福島県,218371,1156057,3568,2,180682,310,33811
茨城県,394125,1815549,20174,7,301424,731,71796
栃木県,247499,1005641,5445,5,215803,532,25719
群馬県,262737,956933,8238,0,225131,526,28842
埼玉県,1263862,4160484,18341,15,1160893,2505,82123
千葉県,1004392,3035555,16354,3,904076,2666,81296
東京都,3318811,9851026,49901,20,3093983,6025,168902
神奈川県,1578133,5109371,24372,22,1450734,3077,99950
新潟県,264912,1027071,6548,1,223993,186,34185
富山県,145851,383707,3221,1,123822,185,18623
石川県,179447,763788,3946,1,155716,298,19487
福井県,124251,476717,1975,0,110918,104,11254
山梨県,107149,585964,1398,0,93672,172,11907
長野県,250967,1116624,13640,1,235212,382,1733
岐阜県,322497,1375635,429,0,284881,633,36554
静岡県,530464,1950810,8360,2,478956,779,42369
愛知県,1442764,4357188,23083,7,1409849,2990,6842
三重県,274340,887867,10148,0,226621,554,37017
滋賀県,251586,1014586,5384,2,225722,368,20112
京都府,498948,1261112,13026,15,459222,1129,25571
大阪府,2193455,10260256,34672,24,2032077,6636,120070
兵庫県,1056547,2465506,13159,9,986750,2925,53713
奈良県,240958,783167,29907,2,195268,561,15222
和歌山県,146077,319456,221,3,129448,270,16138
鳥取県,71483,782625,9230,0,44778,87,17388
島根県,92923,388970,2436,0,89715,99,673
岡山県,299848,919348,4511,4,289740,424,5173
広島県,473415,2862669,16216,1,409656,788,46755
山口県,180656,873058,3034,1,158495,404,18723
徳島県,99796,352604,1378,2,90741,189,7488
香川県,155561,433776,2726,1,138120,309,14406
愛媛県,177051,682374,3826,2,156705,290,16230
高知県,105965,494109,5029,0,94023,310,6603
福岡県,1121084,3918607,26865,4,1029285,2038,62896
佐賀県,165777,377021,12801,0,125171,242,27563
長崎県,224376,822514,21474,0,177499,339,25064
熊本県,348947,540288,7026,1,320699,663,20559
大分県,186807,957873,2175,0,172076,397,12159
宮崎県,205711,238860,3820,1,189320,391,12180
鹿児島県,310813,764122,1219,0,286186,552,22856
沖縄県,511511,1236687,2120,2,494076,801,14514
