都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1323472,3964610,17649,6,717238,4469,584116
青森県,276222,415661,4192,1,151129,637,120264
岩手県,230379,675458,3194,0,103563,596,123026
宮城県,527574,1253717,21365,5,204624,918,300667
秋田県,197118,81563,8427,1,89825,578,98288
山形県,222104,364472,6493,1,90443,351,124817
福島県,395750,1156057,3568,0,180682,799,210701
茨城県,629276,1985898,19876,10,301424,1261,306715
栃木県,414976,1226789,5453,5,215803,1027,192693
群馬県,433760,1216046,7894,4,225131,1046,199689
埼玉県,1780126,5087612,17943,21,1160893,3760,597530
千葉県,1447929,3698650,16588,10,904076,3746,523519
東京都,4304831,11747607,48180,16,3093983,7852,1154816
神奈川県,2194966,6765275,9614,13,1450734,4152,730466
新潟県,446588,1272273,6372,0,223993,414,215809
富山県,232706,482642,3205,1,123822,305,105374
石川県,274273,763788,3900,3,155716,485,114172
福井県,196875,585429,1895,0,110918,193,83869
山梨県,186740,779327,1209,0,93672,381,91478
長野県,448190,1433099,3714,1,443964,834,322
岐阜県,532264,1775577,293,3,284881,1078,246012
静岡県,853250,2447995,8604,3,478956,1331,364359
愛知県,2085846,5564963,11877,17,2066613,4185,3171
三重県,452290,1127045,10134,7,226621,1014,214521
滋賀県,368782,1326496,5346,2,225722,642,137072
京都府,669958,1531438,12985,27,459222,1603,196148
大阪府,2803055,12359176,25783,44,2032077,8275,736920
兵庫県,1450448,2465506,13115,7,986750,3748,446835
奈良県,341767,980949,29912,6,195268,823,115764
和歌山県,234937,319456,116,3,129448,505,104868
鳥取県,138356,1111027,9200,0,44778,252,84126
島根県,164027,516504,1261,0,162256,287,223
岡山県,484372,1172792,5335,5,474425,813,3799
広島県,788069,3318588,15987,4,409656,1306,361120
山口県,307563,1172735,3078,0,158495,721,145269
徳島県,162782,438967,1385,2,90741,397,70259
香川県,248696,547347,2759,3,138120,593,107224
愛媛県,310040,945218,3806,5,156705,663,148866
高知県,166432,494109,5073,4,94023,571,66765
福岡県,1568978,3918607,27303,4,1029285,3099,509291
佐賀県,258254,377021,12797,0,125171,470,119816
長崎県,332344,1105639,22102,1,177499,615,132128
熊本県,528830,540288,6965,7,320699,1255,199911
大分県,298938,1009928,2216,0,172076,740,123906
宮崎県,316807,238860,3821,1,189320,757,122909
鹿児島県,435483,930162,1717,1,286186,855,146725
沖縄県,574391,1396007,1289,0,494076,906,78120
