"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",365420,11969,352053,2072,2,674,2286203,"JP-01"
"Aomori","青森県",57785,1333,56348,104,0,0,251277,"JP-02"
"Iwate","岩手県",35782,1821,33869,92,0,0,284100,"JP-03"
"Miyagi","宮城県",88631,2102,86070,198,0,261,593512,"JP-04"
"Akita","秋田県",30919,894,29957,68,0,0,62834,"JP-05"
"Yamagata","山形県",28959,792,28073,94,0,0,196073,"JP-06"
"Fukushima","福島県",64324,1245,62856,223,1,0,838864,"JP-07"
"Ibaraki","茨城県",160380,1431,158510,439,0,0,1343469,"JP-08"
"Tochigi","栃木県",91845,1342,90229,274,1,0,755097,"JP-09"
"Gunma","群馬県",95377,1565,93491,321,1,0,653410,"JP-10"
"Saitama","埼玉県",554890,5382,547882,1626,0,0,2865969,"JP-11"
"Chiba","千葉県",452959,5217,442606,1780,1,3356,2102896,"JP-12"
"Tokyo","東京都",1553637,23043,1526070,4524,2,0,6957656,"JP-13"
"Kanagawa","神奈川県",760350,7070,751073,2207,8,0,2180686,"JP-14"
"Niigata","新潟県",73081,1435,71555,91,1,0,661280,"JP-15"
"Toyama","富山県",37915,1472,36350,93,0,0,252512,"JP-16"
"Ishikawa","石川県",57042,1642,55181,196,0,23,465403,"JP-17"
"Fukui","福井県",36263,1018,35200,45,0,0,331098,"JP-18"
"Yamanashi","山梨県",33141,692,32382,68,0,1,336886,"JP-19"
"Nagano","長野県",74725,1374,73096,203,1,52,739058,"JP-20"
"Gifu","岐阜県",103839,3077,99950,341,0,471,903221,"JP-21"
"Shizuoka","静岡県",172911,3961,168347,416,2,187,1265288,"JP-22"
"Aichi","愛知県",547484,10553,534858,2073,8,0,2763214,"JP-23"
"Mie","三重県",83526,1642,83565,305,1,1986,528933,"JP-24"
"Shiga","滋賀県",91892,1761,89912,219,0,0,651070,"JP-25"
"Kyoto","京都府",205375,3579,200777,721,4,298,841254,"JP-26"
"Osaka","大阪府",983890,16422,962383,5085,15,0,7172999,"JP-27"
"Hyogo","兵庫県",429029,6418,420377,2234,4,0,1578075,"JP-28"
"Nara","奈良県",93543,1571,91585,387,0,0,523058,"JP-29"
"Wakayama","和歌山県",42752,610,41816,117,1,209,174724,"JP-30"
"Tottori","鳥取県",15420,525,14677,20,0,198,405862,"JP-31"
"Shimane","島根県",17266,479,16772,15,0,0,216324,"JP-32"
"Okayama","岡山県",100190,3285,94797,248,2,1860,588609,"JP-33"
"Hiroshima","広島県",160186,6336,153362,488,2,0,1897602,"JP-34"
"Yamaguchi","山口県",46073,1796,44099,178,0,0,578248,"JP-35"
"Tokushima","徳島県",22764,695,21988,85,0,4,217672,"JP-36"
"Kagawa","香川県",49047,1085,47835,127,0,0,279755,"JP-37"
"Ehime","愛媛県",40793,1501,39153,139,1,0,366634,"JP-38"
"Kochi","高知県",28268,909,27246,113,1,0,298252,"JP-39"
"Fukuoka","福岡県",431559,8321,415871,1262,4,6105,2717318,"JP-40"
"Saga","佐賀県",53168,996,49600,106,0,2466,281922,"JP-41"
"Nagasaki","長崎県",60611,2767,57725,124,0,5,396395,"JP-42"
"Kumamoto","熊本県",100717,3546,96877,294,2,0,285891,"JP-43"
"Oita","大分県",55337,1422,53753,162,1,0,596395,"JP-44"
"Miyazaki","宮崎県",54536,1973,52494,144,0,75,192261,"JP-45"
"Kagoshima","鹿児島県",85519,2954,81908,202,2,455,422279,"JP-46"
"Okinawa","沖縄県",223910,10284,213081,466,11,79,865541,"JP-47"
