都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1292672,3964610,18182,8,717238,4292,552960
青森県,269436,415661,4479,2,151129,590,113238
岩手県,221311,646900,3334,2,103563,530,113884
宮城県,508030,1200449,21907,13,204624,842,280657
秋田県,190628,81563,8688,2,89825,532,91583
山形県,214779,354246,6694,0,90443,336,117306
福島県,378929,1156057,3568,2,180682,542,194137
茨城県,599597,1985898,20918,24,301424,1124,276131
栃木県,394697,1174106,5778,14,215803,920,172196
群馬県,416081,1163491,8303,6,225131,945,181702
埼玉県,1729770,4904967,19243,33,1160893,3342,546292
千葉県,1398898,3538123,18498,35,904076,3327,472997
東京都,4217644,11305607,52064,49,3093983,7335,1064262
神奈川県,2131177,6364273,47908,61,1450734,3869,628666
新潟県,430300,1224151,6612,1,223993,339,199356
富山県,222254,461799,3324,4,123822,286,94822
石川県,263761,763788,4139,2,155716,448,103458
福井県,188750,557007,2132,1,110918,172,75528
山梨県,177478,728368,1465,0,93672,321,82020
長野県,425336,1368534,12759,2,411776,770,31
岐阜県,507350,1680133,762,7,284881,976,220731
静岡県,805236,2323769,9169,18,478956,1117,315994
愛知県,2012164,5227377,58059,39,1938080,3822,12203
三重県,427167,1058026,10401,6,226621,870,189275
滋賀県,352728,1223640,5660,5,225722,580,120766
京都府,649323,1473738,13455,67,459222,1442,175204
大阪府,2726230,11793543,74725,90,2032077,7693,611735
兵庫県,1396951,2465506,13912,23,986750,3485,392804
奈良県,328834,931393,30125,12,195268,735,102706
和歌山県,223319,319456,272,13,129448,446,93153
鳥取県,130574,1054871,9302,0,44778,221,76273
島根県,155301,495088,3835,1,150707,250,509
岡山県,461738,1113228,26705,14,412307,734,21992
広島県,752914,3307341,16588,14,409656,1161,325509
山口県,290073,1114017,3201,1,158495,650,127727
徳島県,152938,415031,1521,3,90741,348,60328
香川県,235531,520322,3002,1,138120,527,93882
愛媛県,293790,891073,4033,1,156705,570,132482
高知県,155613,494109,5168,10,94023,514,55908
福岡県,1517470,3918607,30386,20,1029285,2768,455031
佐賀県,249423,377021,13060,4,125171,417,110775
長崎県,319092,1016323,23582,4,177499,519,117492
熊本県,510614,540288,7767,33,320699,1107,181041
大分県,286116,1009928,2409,3,172076,580,111051
宮崎県,305376,238860,4062,5,189320,667,111327
鹿児島県,417916,902621,8525,8,286186,733,122472
沖縄県,566466,1351105,6311,10,494076,851,65228
