都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,761617,3164121,17815,3,717238,2607,23957
青森県,158837,415661,4272,0,151129,305,3131
岩手県,110507,466029,3243,1,103563,196,3505
宮城県,264143,921367,21400,4,204624,399,37720
秋田県,103067,75365,8431,0,89825,231,4580
山形県,109088,290498,6533,0,90443,195,11917
福島県,190819,1156057,3568,0,180682,260,6309
茨城県,369052,1815549,20000,1,301424,692,46936
栃木県,227469,965596,5385,2,215803,501,5780
群馬県,240383,908662,8053,2,225131,473,6726
埼玉県,1202038,3989027,17942,4,1160893,2419,20784
千葉県,956685,2912854,16312,2,904076,2591,33706
東京都,3192456,9473884,48781,10,3093983,5891,43801
神奈川県,1502586,4805210,16286,17,1450734,2994,32572
新潟県,237652,967708,6477,2,223993,163,7019
富山県,131563,369511,3206,0,123822,178,4357
石川県,164340,763788,3943,1,155716,284,4397
福井県,115778,460154,1907,0,110918,99,2854
山梨県,97118,532573,1218,0,93672,156,2072
長野県,213215,1044183,5043,2,207334,351,487
岐阜県,297535,1312421,4981,1,284881,594,7079
静岡県,498749,1846547,8248,3,478956,753,10792
愛知県,1373964,4163956,13312,8,1356244,2881,1527
三重県,257364,834194,10157,2,226621,536,20050
滋賀県,236489,975348,5311,0,225722,331,5125
京都府,480903,1217132,12892,18,459222,1078,7711
大阪府,2112527,9814460,31581,24,2032077,6487,42382
兵庫県,1014280,2465506,13018,5,986750,2876,11636
奈良県,229389,747310,29873,2,195268,534,3714
和歌山県,134945,319456,69,0,129448,252,5176
鳥取県,64217,726437,9203,0,44778,78,10158
島根県,83990,368464,1383,1,82296,95,216
岡山県,278690,861681,6642,5,266592,411,5045
広島県,435452,2749321,16006,5,409656,764,9026
山口県,166497,842776,2967,1,158495,389,4646
徳島県,94226,334040,1360,1,90741,175,1950
香川県,144032,409982,2654,4,138120,295,2963
愛媛県,164233,634929,3751,0,156705,289,3488
高知県,101267,494109,5049,1,94023,297,1898
福岡県,1086227,3918607,26917,2,1029285,1976,28049
佐賀県,158796,377021,12810,0,125171,226,20589
長崎県,214316,767549,21476,3,177499,330,15011
熊本県,333452,540288,6990,2,320699,645,5118
大分県,177699,908889,2168,1,172076,383,3072
宮崎県,197365,238860,3829,3,189320,371,3845
鹿児島県,301720,748086,1671,0,286186,547,13316
沖縄県,502852,1195470,2972,7,494076,743,5061
