都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,821264,3325885,17996,3,717238,2702,83328
青森県,165910,415661,4308,0,151129,324,10149
岩手県,117724,490478,3244,0,103563,202,10715
宮城県,278613,956570,21443,0,204624,408,52138
秋田県,111667,76389,8634,1,89825,254,12954
山形県,121423,299672,6571,0,90443,206,24203
福島県,203836,1156057,3568,0,180682,299,19287
茨城県,382135,1815549,19952,2,301424,718,60041
栃木県,236953,989905,5377,2,215803,517,15256
群馬県,251480,939615,8014,1,225131,506,17829
埼玉県,1232324,4092598,17873,10,1160893,2478,51080
千葉県,981525,3002063,16192,2,904076,2639,58618
東京都,3256388,9697577,48659,17,3093983,5986,107760
神奈川県,1539596,5001754,13222,17,1450734,3054,72586
新潟県,250300,1003798,6401,0,223993,179,19727
富山県,139089,381701,3223,0,123822,181,11863
石川県,172446,763788,3906,1,155716,294,12530
福井県,120174,473082,1898,0,110918,104,7254
山梨県,101840,565403,1253,0,93672,168,6747
長野県,230674,1089206,6471,1,222803,365,1035
岐阜県,310230,1351072,272,0,284881,615,24462
静岡県,515864,1914757,8213,1,478956,763,27932
愛知県,1405198,4285003,11270,9,1387835,2959,3134
三重県,266777,864875,10108,1,226621,548,29500
滋賀県,244528,999668,5304,2,225722,363,13139
京都府,490048,1243893,12858,7,459222,1119,16849
大阪府,2158349,10092161,30978,12,2032077,6595,88699
兵庫県,1037515,2465506,13056,6,986750,2910,34799
奈良県,235892,769755,29894,3,195268,552,10178
和歌山県,141189,319456,152,0,129448,261,11328
鳥取県,67884,760505,9195,0,44778,85,13826
島根県,88536,377993,1521,0,86663,98,254
岡山県,290840,899165,4904,3,280578,420,4938
広島県,454820,2828092,15970,0,409656,781,28413
山口県,173760,865151,2948,2,158495,396,11921
徳島県,97062,346434,1335,0,90741,181,4805
香川県,149638,423514,2642,1,138120,303,8573
愛媛県,170814,661204,3736,2,156705,289,10084
高知県,103998,494109,5012,1,94023,307,4656
福岡県,1105693,3918607,26654,3,1029285,2018,47736
佐賀県,162570,377021,12790,0,125171,237,24372
長崎県,219391,802586,21338,0,177499,336,20218
熊本県,342077,540288,6968,1,320699,656,13754
大分県,182938,940894,2163,1,172076,393,8306
宮崎県,202124,238860,3799,1,189320,383,8622
鹿児島県,307282,758342,1016,0,286186,549,19531
沖縄県,508336,1225909,1921,7,494076,784,11555
