都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1137355,3865354,18736,15,717238,3585,397796
青森県,222715,415661,4790,4,151129,446,66350
岩手県,171323,576766,3437,1,103563,312,64011
宮城県,401092,1089920,22372,18,204624,581,173515
秋田県,158341,79652,8919,1,89825,372,59225
山形県,179088,330410,6880,1,90443,273,81492
福島県,295248,1156057,3568,3,180682,373,110625
茨城県,470978,1985898,20728,9,301424,850,147976
栃木県,308013,1081658,5749,10,215803,626,85835
群馬県,324998,1048180,8440,2,225131,659,90768
埼玉県,1444167,4460087,19460,21,1160893,2703,261111
千葉県,1146092,3228518,17391,8,904076,2800,221825
東京都,3671377,10447874,52979,15,3093983,6388,518027
神奈川県,1794212,5624345,52892,46,1450734,3289,287297
新潟県,344935,1120174,6829,5,223993,226,113887
富山県,180084,419292,3515,0,123822,213,52534
石川県,214161,763788,4128,3,155716,336,53981
福井県,149284,506862,2086,0,110918,131,36149
山梨県,135596,658915,1462,1,93672,211,40251
長野県,338426,1237854,16794,6,320524,537,571
岐阜県,388958,1504847,784,4,284881,730,102563
静岡県,608985,2084568,8554,2,478956,837,120638
愛知県,1649165,4684839,50893,23,1585804,3206,9262
三重県,320345,939363,10313,5,226621,606,82805
滋賀県,287444,1110052,5581,5,225722,416,55725
京都府,547994,1343087,13371,77,459222,1202,74199
大阪府,2359461,10870216,62036,37,2032077,6843,258505
兵庫県,1155375,2465506,13752,20,986750,3045,151828
奈良県,269987,836321,30047,9,195268,619,44053
和歌山県,167847,319456,250,2,129448,312,37837
鳥取県,90279,892920,9327,0,44778,125,36049
島根県,114183,429825,5252,1,108374,135,422
岡山県,351851,996914,11798,7,330078,494,9481
広島県,570946,3079491,16498,8,409656,909,143883
山口県,207012,964156,3100,1,158495,444,44973
徳島県,114308,380689,1477,2,90741,227,21863
香川県,178262,465754,2909,2,138120,352,36881
愛媛県,208226,755506,3929,5,156705,342,47250
高知県,120133,494109,5148,1,94023,344,20618
福岡県,1218848,3918607,28176,4,1029285,2132,159255
佐賀県,187863,377021,12990,1,125171,276,49426
長崎県,247094,897148,21882,1,177499,364,47349
熊本県,387289,540288,7420,10,320699,727,58443
大分県,211461,1009928,2285,1,172076,423,36677
宮崎県,225281,238860,3961,4,189320,417,31583
鹿児島県,329527,793202,3040,3,286186,567,39734
沖縄県,526401,1278886,4472,5,494076,824,27029
