"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",708575,27636,679290,2523,3,874,2992435,"JP-01"
"Aomori","青森県",150839,7836,142735,268,6,0,406397,"JP-02"
"Iwate","岩手県",101919,3824,97914,181,2,0,438557,"JP-03"
"Miyagi","宮城県",246590,21531,204624,362,5,20073,849311,"JP-04"
"Akita","秋田県",92456,13350,78908,198,2,0,74027,"JP-05"
"Yamagata","山形県",97364,6753,90443,178,0,10,252160,"JP-06"
"Fukushima","福島県",174736,9427,165054,255,0,0,1129405,"JP-07"
"Ibaraki","茨城県",344570,20331,301424,634,9,22181,1654084,"JP-08"
"Tochigi","栃木県",212799,9413,202915,471,4,0,933936,"JP-09"
"Gunma","群馬県",223217,9350,213410,457,3,0,870694,"JP-10"
"Saitama","埼玉県",1137345,27384,1107657,2304,21,0,3843775,"JP-11"
"Chiba","千葉県",905947,20584,878513,2450,11,4400,2807095,"JP-12"
"Tokyo","東京都",3067749,80242,2981816,5691,26,0,9169083,"JP-13"
"Kanagawa","神奈川県",1431430,33239,1395281,2910,26,0,4551113,"JP-14"
"Niigata","新潟県",219154,8288,210727,139,2,0,926666,"JP-15"
"Toyama","富山県",121703,7641,113894,168,0,0,352280,"JP-16"
"Ishikawa","石川県",152907,6916,145697,271,1,23,741042,"JP-17"
"Fukui","福井県",107556,3244,104217,95,0,0,444287,"JP-18"
"Yamanashi","山梨県",91734,3407,88194,145,0,12,499562,"JP-19"
"Nagano","長野県",194491,6504,186428,327,2,1232,1000978,"JP-20"
"Gifu","岐阜県",280127,10288,267763,543,4,1533,1256414,"JP-21"
"Shizuoka","静岡県",468240,14870,450382,723,5,2265,1767535,"JP-22"
"Aichi","愛知県",1301363,55565,1243020,2778,16,0,3973620,"JP-23"
"Mie","三重県",238752,10301,226621,500,3,1330,784998,"JP-24"
"Shiga","滋賀県",221557,9027,212227,303,2,0,927219,"JP-25"
"Kyoto","京都府",459930,29435,426940,987,45,2568,1178397,"JP-26"
"Osaka","大阪府",2029299,81089,1941929,6281,52,0,9464176,"JP-27"
"Hyogo","兵庫県",968768,25602,940387,2786,19,7,2402562,"JP-28"
"Nara","奈良県",217387,51522,165352,513,3,0,719670,"JP-29"
"Wakayama","和歌山県",126827,3167,123115,236,3,309,309828,"JP-30"
"Tottori","鳥取県",59346,9331,44778,67,3,5170,682572,"JP-31"
"Shimane","島根県",78149,4072,73989,88,2,0,345574,"JP-32"
"Okayama","岡山県",259197,17566,228698,387,4,12546,802467,"JP-33"
"Hiroshima","広島県",402608,38394,363504,710,7,0,2647378,"JP-34"
"Yamaguchi","山口県",154916,5136,149412,368,3,0,815518,"JP-35"
"Tokushima","徳島県",88916,3076,85686,162,5,8,282177,"JP-36"
"Kagawa","香川県",134845,5134,129437,274,4,0,393023,"JP-37"
"Ehime","愛媛県",153944,6275,147387,282,5,0,602012,"JP-38"
"Kochi","高知県",95265,7765,87215,285,6,0,477533,"JP-39"
"Fukuoka","福岡県",1047215,45236,983346,1872,15,16761,3837767,"JP-40"
"Saga","佐賀県",151777,12978,125171,214,2,13414,377021,"JP-41"
"Nagasaki","長崎県",204466,22480,177499,313,2,4174,724393,"JP-42"
"Kumamoto","熊本県",317684,10736,306343,605,7,0,522511,"JP-43"
"Oita","大分県",168676,4074,164271,331,3,0,869800,"JP-44"
"Miyazaki","宮崎県",186856,6290,179544,337,6,685,237341,"JP-45"
"Kagoshima","鹿児島県",286994,6937,277697,507,2,1853,725952,"JP-46"
"Okinawa","沖縄県",491699,7754,482851,690,13,404,1165021,"JP-47"
