都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1295823,3964610,18133,6,717238,4312,556140
青森県,270286,415661,4447,4,151129,594,114116
岩手県,222201,649790,3307,3,103563,541,114790
宮城県,510299,1204929,21812,11,204624,850,283013
秋田県,191316,81563,8691,2,89825,540,92260
山形県,215595,354593,6688,0,90443,336,118128
福島県,380968,1156057,3568,2,180682,547,196171
茨城県,603625,1985898,20783,23,301424,1137,280281
栃木県,397128,1178014,5722,12,215803,931,174672
群馬県,418537,1168112,8261,11,225131,954,184191
埼玉県,1736632,4922363,19110,40,1160893,3383,553246
千葉県,1405806,3538123,18471,35,904076,3364,479895
東京都,4229361,11343761,51776,41,3093983,7401,1076201
神奈川県,2139267,6377780,40814,58,1450734,3905,643814
新潟県,432138,1226847,6621,0,223993,343,201181
富山県,223231,462523,3309,6,123822,287,95813
石川県,264995,763788,4089,2,155716,456,104734
福井県,189763,557007,2097,1,110918,177,76571
山梨県,178654,743108,1428,0,93672,324,83230
長野県,428092,1368929,11526,3,415839,775,48
岐阜県,510216,1688320,727,6,284881,985,223623
静岡県,810969,2329743,9098,19,478956,1156,321759
愛知県,2021658,5243696,49105,43,1958993,3861,9699
三重県,430402,1058026,10405,4,226621,883,192493
滋賀県,354630,1227774,5639,5,225722,586,122683
京都府,651961,1479171,13430,70,459222,1461,177848
大阪府,2735958,11843597,65536,83,2032077,7754,630591
兵庫県,1403943,2465506,13801,19,986750,3516,399876
奈良県,330510,933196,30113,12,195268,744,104385
和歌山県,224861,319456,254,16,129448,452,94707
鳥取県,131615,1061428,9289,0,44778,224,77324
島根県,156210,495088,3372,0,152193,255,390
岡山県,464547,1132746,18149,18,438959,744,6695
広島県,757902,3327739,16496,19,409656,1179,330571
山口県,291970,1114017,3199,1,158495,658,129618
徳島県,154199,418757,1491,4,90741,354,61613
香川県,237104,521785,2948,1,138120,530,95506
愛媛県,295612,907051,4029,1,156705,583,134295
高知県,156446,494109,5159,7,94023,517,56747
福岡県,1524277,3918607,30003,24,1029285,2806,462183
佐賀県,250597,377021,13048,5,125171,428,111950
長崎県,320727,1017816,23384,3,177499,541,119303
熊本県,512998,540288,7711,31,320699,1121,183467
大分県,287666,1009928,2396,3,172076,597,112597
宮崎県,306953,238860,4038,5,189320,672,112923
鹿児島県,420171,906324,7156,5,286186,747,126082
沖縄県,567360,1354474,4784,7,494076,858,67642
