都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1362560,3964610,17460,4,717238,4607,623255
青森県,283530,415661,4164,1,151129,667,127570
岩手県,238042,742761,3177,1,103563,624,130678
宮城県,544180,1361791,21152,1,204624,969,317435
秋田県,203686,81563,8389,0,89825,603,104869
山形県,231147,380397,6484,0,90443,370,133850
福島県,410319,1156057,3568,0,180682,856,225213
茨城県,642346,2491785,19591,2,301424,1300,320031
栃木県,427875,1317491,5277,3,215803,1088,205707
群馬県,444705,1307378,7766,0,225131,1106,210702
埼玉県,1814574,5406853,17422,6,1160893,4007,632252
千葉県,1477981,3972124,15781,2,904076,3944,554180
東京都,4387037,12606877,47562,7,3093983,8120,1237372
神奈川県,2239354,7505263,5291,10,1450734,4335,778994
新潟県,466037,1391498,6431,1,223993,456,235157
富山県,240731,519420,3095,1,123822,324,113490
石川県,283061,763788,3863,0,155716,523,122959
福井県,202653,625522,1807,0,110918,200,89728
山梨県,193716,833099,1126,0,93672,420,98498
長野県,467466,1547150,1612,0,465565,897,608
岐阜県,548104,1919178,83,0,284881,1124,262016
静岡県,872701,2649706,8045,2,478956,1408,384292
愛知県,2124565,6040367,3074,3,2115824,4363,1304
三重県,464153,1222295,10038,0,226621,1070,226424
滋賀県,376507,1418934,5212,0,225722,679,144894
京都府,684527,1624081,12813,13,459222,1674,210818
大阪府,2851599,13355511,17203,7,2032077,8557,793762
兵庫県,1477986,2465506,12863,0,986750,3908,474465
奈良県,349537,1057577,29839,1,195268,880,123550
和歌山県,241411,319456,21,0,129448,530,111412
鳥取県,144135,1193913,9150,0,44778,267,89940
島根県,169911,560152,330,0,169185,304,92
岡山県,494074,1283416,667,1,492222,857,328
広島県,811680,3366184,15828,2,409656,1373,384823
山口県,316956,1253825,2879,0,158495,757,154825
徳島県,168170,478609,1286,0,90741,423,75720
香川県,255442,588997,2566,1,138120,626,114130
愛媛県,319158,1035758,3731,1,156705,701,158021
高知県,170183,494109,4974,0,94023,602,70584
福岡県,1596586,3918607,26439,1,1029285,3205,537657
佐賀県,262417,377021,12726,0,125171,496,124024
長崎県,338719,1211415,21261,0,177499,647,139312
熊本県,537660,540288,6763,1,320699,1316,208882
大分県,305873,1009928,2099,0,172076,784,130914
宮崎県,321829,238860,3758,0,189320,778,127973
鹿児島県,444887,951786,314,1,286186,893,157494
沖縄県,583510,1463888,1542,1,494076,1016,86876
