都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1094147,3762882,18860,9,717238,3387,354662
青森県,212359,415661,4631,4,151129,408,56191
岩手県,160383,561661,3370,0,103563,282,53168
宮城県,375232,1068499,22405,16,204624,545,147658
秋田県,148844,78993,8926,1,89825,331,49762
山形県,169230,324675,6853,1,90443,260,71674
福島県,275696,1156057,3568,2,180682,351,91095
茨城県,448697,1985898,20670,7,301424,805,125798
栃木県,291652,1062414,5671,5,215803,603,69575
群馬県,308071,1026048,8335,4,225131,622,73983
埼玉県,1393255,4384589,19353,24,1160893,2627,210382
千葉県,1103860,3188882,17111,8,904076,2756,179917
東京都,3574118,10302424,52179,20,3093983,6244,421712
神奈川県,1735453,5509369,50117,30,1450734,3218,231384
新潟県,323042,1099535,6758,5,223993,209,92082
富山県,171006,411375,3433,1,123822,208,43543
石川県,205033,763788,4125,2,155716,325,44867
福井県,142594,499868,2065,0,110918,123,29488
山梨県,128766,641504,1486,2,93672,197,33411
長野県,320656,1212938,18815,4,299483,496,1862
岐阜県,370690,1472195,723,1,284881,706,84380
静岡県,586542,2051926,8455,2,478956,824,98307
愛知県,1594227,4609487,50189,20,1528801,3109,12128
三重県,307001,925795,10267,3,226621,584,69529
滋賀県,277281,1092281,5604,3,225722,398,45557
京都府,532932,1322047,13345,71,459222,1182,59183
大阪府,2310093,10717930,53877,33,2032077,6779,217360
兵庫県,1123970,2465506,13549,18,986750,3008,120663
奈良県,260955,822895,29999,3,195268,599,35089
和歌山県,161444,319456,250,2,129448,302,31444
鳥取県,84230,866202,9309,0,44778,114,30029
島根県,108298,421075,4155,0,103488,125,530
岡山県,336914,981045,11209,7,318885,471,6349
広島県,543652,3048140,16387,10,409656,881,116728
山口県,198850,910816,3063,1,158495,430,36862
徳島県,109681,375366,1464,2,90741,218,17258
香川県,171717,458693,2869,3,138120,331,30397
愛媛県,197812,736562,3908,1,156705,325,36874
高知県,115605,494109,5084,3,94023,337,16161
福岡県,1185791,3918607,27685,4,1029285,2102,126719
佐賀県,180527,377021,12943,0,125171,267,42146
長崎県,239672,880718,21712,2,177499,353,40108
熊本県,373837,540288,7214,6,320699,700,45224
大分県,203262,1009928,2273,2,172076,410,28503
宮崎県,218073,238860,3850,2,189320,409,24494
鹿児島県,323372,784525,2266,2,286186,563,34357
沖縄県,521781,1268553,3820,7,494076,820,23065
