都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1335880,3964610,17355,3,717238,4543,596744
青森県,278543,415661,4179,0,151129,640,122595
岩手県,233980,708308,3155,0,103563,613,126649
宮城県,535413,1297789,21181,3,204624,945,308663
秋田県,199588,81563,8401,1,89825,592,100770
山形県,225812,372096,6499,0,90443,357,128513
福島県,402456,1156057,3568,3,180682,835,217371
茨城県,635310,1985898,19611,0,301424,1281,312994
栃木県,420902,1266719,5284,3,215803,1063,198752
群馬県,438748,1255004,7782,0,225131,1086,204749
埼玉県,1793308,5221164,17498,6,1160893,3926,610991
千葉県,1458650,3824278,15910,4,904076,3891,534773
東京都,4328695,12084527,47183,7,3093983,8018,1179511
神奈川県,2210308,7072299,2913,9,1450734,4267,752394
新潟県,454255,1316931,6371,2,223993,437,223454
富山県,236006,499932,3091,0,123822,313,108780
石川県,277600,763788,3849,0,155716,504,117531
福井県,199229,606129,1808,0,110918,196,86307
山梨県,189694,818639,1149,0,93672,406,94467
長野県,456321,1482361,1607,0,454466,865,617
岐阜県,539644,1834964,86,2,284881,1104,253573
静岡県,864055,2535021,8104,0,478956,1383,375612
愛知県,2103262,5776907,3298,3,2094519,4296,1149
三重県,458685,1169270,10048,0,226621,1041,220975
滋賀県,372605,1371720,5244,0,225722,671,140968
京都府,675293,1571854,12810,17,459222,1651,201610
大阪府,2821930,12781427,15253,17,2032077,8431,766169
兵庫県,1463515,2465506,12840,6,986750,3824,460101
奈良県,344921,1017228,29825,0,195268,860,118968
和歌山県,238053,319456,42,1,129448,517,108046
鳥取県,141257,1148570,9169,1,44778,260,87050
島根県,167477,536252,492,1,166597,296,92
岡山県,489587,1230729,986,4,486837,845,919
広島県,797876,3343118,15812,0,409656,1350,371058
山口県,312819,1211226,2909,1,158495,746,150669
徳島県,166021,458749,1314,0,90741,416,73550
香川県,251762,567084,2586,2,138120,614,110442
愛媛県,315380,981728,3733,1,156705,689,154253
高知県,168779,494109,4988,1,94023,590,69178
福岡県,1581915,3918607,26575,1,1029285,3174,522881
佐賀県,260469,377021,12741,1,125171,491,122066
長崎県,335775,1156870,21322,1,177499,640,136314
熊本県,533301,540288,6832,2,320699,1297,204473
大分県,302460,1009928,2140,1,172076,766,127478
宮崎県,319420,238860,3763,0,189320,775,125562
鹿児島県,440475,940876,547,0,286186,882,152860
沖縄県,576661,1424794,794,1,494076,1004,80787
