都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1112736,3788539,18852,12,717238,3476,373170
青森県,216456,415661,4685,2,151129,423,60219
岩手県,164860,565129,3399,1,103563,291,57607
宮城県,385005,1078668,22421,14,204624,554,157406
秋田県,152926,79652,8885,3,89825,337,53879
山形県,173282,328823,6785,1,90443,268,75786
福島県,283091,1156057,3568,2,180682,365,98476
茨城県,455281,1985898,20697,7,301424,817,132343
栃木県,297843,1066781,5685,9,215803,611,75744
群馬県,314558,1033941,8364,6,225131,634,80429
埼玉県,1412220,4410135,19508,22,1160893,2648,229171
千葉県,1119316,3188882,17115,8,904076,2765,195360
東京都,3609952,10354890,52097,19,3093983,6287,457585
神奈川県,1756171,5561242,50260,34,1450734,3229,251948
新潟県,331551,1108633,6775,6,223993,220,100563
富山県,174684,415572,3422,1,123822,211,47229
石川県,208621,763788,4106,2,155716,332,48467
福井県,145039,506862,2066,0,110918,128,31927
山梨県,131414,641504,1450,0,93672,203,36089
長野県,327356,1229921,17515,4,306287,504,3050
岐阜県,377900,1482025,653,2,284881,709,91657
静岡県,594176,2067451,8456,3,478956,828,105936
愛知県,1615769,4647763,47375,11,1545562,3128,19704
三重県,311208,939363,10303,4,226621,591,73693
滋賀県,281053,1097836,5581,3,225722,409,49341
京都府,538402,1327273,13332,58,459222,1190,64658
大阪府,2328167,10759586,56250,36,2032077,6793,233047
兵庫県,1134306,2465506,13602,19,986750,3018,130936
奈良県,264044,829629,30011,4,195268,609,38156
和歌山県,163535,319456,213,2,129448,304,33570
鳥取県,86371,871401,9306,0,44778,120,32167
島根県,110575,421075,4083,1,105446,128,918
岡山県,342364,981045,11209,7,318885,477,11793
広島県,552021,3048140,16406,6,409656,887,125072
山口県,201818,910816,3079,1,158495,434,39810
徳島県,111315,376399,1469,3,90741,224,18881
香川県,174097,461276,2828,3,138120,342,32807
愛媛県,201642,739921,3924,3,156705,329,40684
高知県,117242,494109,5093,2,94023,341,17785
福岡県,1196700,3918607,27720,3,1029285,2116,137579
佐賀県,183198,377021,12946,0,125171,272,44809
長崎県,242352,888080,21714,1,177499,354,42785
熊本県,378425,540288,7312,6,320699,706,49708
大分県,205959,1009928,2266,3,172076,414,31203
宮崎県,220521,238860,3864,3,189320,409,26928
鹿児島県,325497,787031,2371,1,286186,564,36376
沖縄県,523565,1271561,4075,8,494076,820,24594
