都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1348183,3964610,17399,2,717238,4575,608971
青森県,281040,415661,4161,0,151129,651,125099
岩手県,235888,729166,3173,1,103563,618,128534
宮城県,540052,1337465,21142,1,204624,961,313325
秋田県,201489,81563,8350,0,89825,602,102712
山形県,228753,377611,6463,0,90443,363,131484
福島県,407164,1156057,3568,0,180682,851,222063
茨城県,639239,2491785,19622,2,301424,1298,316895
栃木県,424658,1298346,5252,0,215803,1080,202523
群馬県,442048,1288904,7738,0,225131,1100,208079
埼玉県,1803776,5336348,17442,2,1160893,3987,621454
千葉県,1468586,3917683,15799,3,904076,3928,544783
東京都,4356511,12392020,47334,5,3093983,8080,1207114
神奈川県,2224642,7349246,3969,6,1450734,4320,765619
新潟県,460560,1360199,6358,1,223993,447,229762
富山県,237847,512704,3092,1,123822,319,110614
石川県,280127,763788,3864,0,155716,514,120033
福井県,201233,616392,1836,0,110918,199,88280
山梨県,191969,828906,1162,0,93672,417,96718
長野県,462423,1520931,1276,0,460921,880,654
岐阜県,543982,1888917,71,0,284881,1119,257911
静岡県,868804,2610188,8054,0,478956,1406,380388
愛知県,2114881,5951072,2807,3,2106819,4328,927
三重県,461747,1201545,10044,0,226621,1051,224031
滋賀県,374698,1400558,5231,0,225722,678,143067
京都府,679754,1604387,12837,13,459222,1661,206034
大阪府,2836025,13129748,15852,7,2032077,8525,779571
兵庫県,1471193,2465506,12828,0,986750,3898,467717
奈良県,347211,1042258,29824,0,195268,874,121245
和歌山県,240232,319456,39,3,129448,526,110219
鳥取県,143045,1177890,9150,0,44778,267,88850
島根県,169208,551292,343,0,168520,301,44
岡山県,492176,1266338,525,1,490459,856,336
広島県,805923,3360963,15839,2,409656,1367,379061
山口県,315412,1235584,2884,0,158495,753,153280
徳島県,167442,471991,1287,0,90741,421,74993
香川県,253768,581230,2571,1,138120,620,112457
愛媛県,317346,1015851,3701,1,156705,696,156244
高知県,169646,494109,4978,0,94023,600,70045
福岡県,1589474,3918607,26404,1,1029285,3193,530592
佐賀県,261541,377021,12728,0,125171,493,123149
長崎県,337373,1192235,21244,0,177499,646,137984
熊本県,535812,540288,6749,2,320699,1311,207053
大分県,304260,1009928,2093,0,172076,775,129316
宮崎県,320726,238860,3761,0,189320,777,126868
鹿児島県,443335,948125,291,0,286186,890,155968
沖縄県,579372,1448180,1073,0,494076,1013,83210
