都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1215529,3964610,18585,8,717238,3944,475762
青森県,246897,415661,4807,2,151129,512,90449
岩手県,197061,607304,3401,1,103563,387,89710
宮城県,452976,1133978,22313,19,204624,685,225354
秋田県,175424,81161,8846,2,89825,449,76304
山形県,197020,342752,6901,0,90443,296,99380
福島県,334449,1156057,3568,3,180682,440,149759
茨城県,523719,1985898,20994,22,301424,944,200357
栃木県,346746,1120129,5828,8,215803,720,124395
群馬県,365876,1091557,8441,9,225131,764,131540
埼玉県,1575290,4644592,19570,28,1160893,2885,391942
千葉県,1258204,3334035,18298,21,904076,2935,332895
東京都,3925038,10797946,54185,52,3093983,6664,770206
神奈川県,1945492,5897496,71475,58,1450734,3471,419812
新潟県,388373,1167445,6736,5,223993,273,157371
富山県,200114,425616,3486,3,123822,240,72566
石川県,234963,763788,4137,5,155716,370,74740
福井県,166524,524388,2125,2,110918,140,53341
山梨県,151516,689858,1512,0,93672,246,56086
長野県,374845,1287450,17062,4,355716,647,1420
岐阜県,438438,1567667,922,3,284881,830,151805
静岡県,673638,2175869,9009,6,478956,899,184774
愛知県,1802821,4894508,73321,35,1707818,3415,18267
三重県,358163,974646,10388,4,226621,673,120481
滋賀県,315127,1151386,5698,8,225722,469,83238
京都府,589293,1392753,13490,74,459222,1272,115309
大阪府,2503786,11222201,85632,61,2032077,7064,379013
兵庫県,1246360,2465506,14134,20,986750,3161,242315
奈良県,294447,871127,30130,20,195268,662,68387
和歌山県,187285,319456,256,4,129448,355,57226
鳥取県,106982,954639,9310,0,44778,153,52741
島根県,132685,454164,6977,2,123661,173,1874
岡山県,393872,1045577,18510,11,356939,552,17871
広島県,637647,3144451,16595,7,409656,992,210404
山口県,236085,1003938,3268,5,158495,504,73818
徳島県,128552,390830,1570,3,90741,270,35971
香川県,199961,488217,2973,8,138120,400,58468
愛媛県,243230,806654,4069,7,156705,407,82049
高知県,133941,494109,5155,5,94023,383,34380
福岡県,1337563,3918607,30196,13,1029285,2264,275818
佐賀県,212733,377021,13066,1,125171,314,74182
長崎県,272898,948247,22776,3,177499,405,72218
熊本県,439693,540288,8050,13,320699,817,110127
大分県,239727,1009928,2405,4,172076,470,64776
宮崎県,252054,238860,4069,3,189320,469,58196
鹿児島県,356418,824896,7644,4,286186,591,61997
沖縄県,538400,1305590,6159,6,494076,837,37328
