都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1232084,3964610,18512,10,717238,4038,492296
青森県,251445,415661,4617,2,151129,533,95166
岩手県,201855,615807,3376,1,103563,411,94505
宮城県,465059,1148124,22240,16,204624,730,237465
秋田県,178466,81161,8767,2,89825,467,79407
山形県,200593,343532,6918,0,90443,311,102921
福島県,342897,1156057,3568,2,180682,453,158194
茨城県,540401,1985898,20990,23,301424,969,217018
栃木県,356071,1133516,5855,12,215803,762,133651
群馬県,375580,1111426,8437,14,225131,795,141217
埼玉県,1608276,4696870,19621,38,1160893,2950,424812
千葉県,1285738,3392797,18573,18,904076,2993,360096
東京都,3989367,10890854,53912,46,3093983,6755,834717
神奈川県,1984351,5974666,72938,42,1450734,3557,457122
新潟県,397108,1180547,6723,5,223993,285,166107
富山県,204309,427812,3418,6,123822,250,76819
石川県,239831,763788,4105,3,155716,387,79623
福井県,171069,534033,2121,1,110918,145,57885
山梨県,156016,689858,1520,0,93672,261,60563
長野県,384359,1301510,16398,2,366743,662,556
岐阜県,451347,1590207,881,3,284881,857,164728
静岡県,696591,2193960,9095,6,478956,931,207609
愛知県,1842984,4924051,76232,20,1749575,3487,13690
三重県,372082,993801,10396,3,226621,696,134369
滋賀県,321834,1162806,5681,4,225722,486,89945
京都府,600733,1409173,13499,87,459222,1299,126713
大阪府,2545384,11341415,95034,67,2032077,7147,411126
兵庫県,1276901,2465506,14086,29,986750,3224,272841
奈良県,300864,878644,30132,12,195268,670,74794
和歌山県,194148,319456,259,6,129448,375,64066
鳥取県,111531,966807,9314,0,44778,159,57280
島根県,137168,466454,7255,2,128904,179,830
岡山県,406664,1045577,18510,11,356939,581,30634
広島県,662268,3144451,16620,14,409656,1013,234979
山口県,245641,1031617,3243,4,158495,524,83379
徳島県,132928,394895,1576,3,90741,281,40330
香川県,206516,491631,3182,6,138120,425,64789
愛媛県,252861,828624,4092,5,156705,430,91634
高知県,137798,494109,5156,7,94023,406,38213
福岡県,1375125,3918607,30577,18,1029285,2320,312943
佐賀県,220016,377021,13106,1,125171,337,81402
長崎県,281110,958393,23214,3,177499,421,79976
熊本県,453675,540288,8159,17,320699,873,123944
大分県,249432,1009928,2430,1,172076,493,74433
宮崎県,261469,238860,4063,5,189320,497,67589
鹿児島県,367060,839006,9158,6,286186,604,71112
沖縄県,543381,1313005,7584,5,494076,837,40884
