"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",343646,25220,316968,2045,6,587,2196853,"JP-01"
"Aomori","青森県",54414,2814,51496,104,0,0,239219,"JP-02"
"Iwate","岩手県",32824,2832,29906,86,0,0,270667,"JP-03"
"Miyagi","宮城県",83313,3966,78673,195,2,479,562998,"JP-04"
"Akita","秋田県",29255,1766,27423,66,0,0,60988,"JP-05"
"Yamagata","山形県",27176,2163,24921,92,0,0,191348,"JP-06"
"Fukushima","福島県",61068,4362,56488,218,0,0,804765,"JP-07"
"Ibaraki","茨城県",154869,3264,151171,434,2,0,1240444,"JP-08"
"Tochigi","栃木県",88801,3575,84955,271,4,0,738516,"JP-09"
"Gunma","群馬県",91535,3286,88314,315,0,380,628236,"JP-10"
"Saitama","埼玉県",540710,10667,528487,1556,1,0,2780020,"JP-11"
"Chiba","千葉県",442190,8387,427808,1769,3,4226,2045327,"JP-12"
"Tokyo","東京都",1513387,43429,1465519,4439,3,0,6736735,"JP-13"
"Kanagawa","神奈川県",739237,14051,723010,2176,8,0,2180686,"JP-14"
"Niigata","新潟県",68785,3799,64895,91,0,0,631680,"JP-15"
"Toyama","富山県",35987,2470,33424,93,1,0,241445,"JP-16"
"Ishikawa","石川県",52357,4155,47985,194,1,23,430013,"JP-17"
"Fukui","福井県",33119,1796,31278,45,0,0,317643,"JP-18"
"Yamanashi","山梨県",31127,933,30132,68,0,6,318457,"JP-19"
"Nagano","長野県",70338,3294,66634,190,0,220,702324,"JP-20"
"Gifu","岐阜県",96480,4866,90704,328,1,582,859824,"JP-21"
"Shizuoka","静岡県",163382,8460,152846,406,0,1670,1213859,"JP-22"
"Aichi","愛知県",522371,18653,501674,2044,4,0,2642476,"JP-23"
"Mie","三重県",79170,3405,77362,297,0,1894,507221,"JP-24"
"Shiga","滋賀県",87880,3185,84476,219,0,0,619746,"JP-25"
"Kyoto","京都府",197239,8022,187637,711,4,869,814012,"JP-26"
"Osaka","大阪府",952866,31983,915864,5019,19,0,6938880,"JP-27"
"Hyogo","兵庫県",412436,12406,397808,2223,3,1,1531299,"JP-28"
"Nara","奈良県",90419,3303,86732,384,0,0,503258,"JP-29"
"Wakayama","和歌山県",40675,1517,38833,117,0,208,169328,"JP-30"
"Tottori","鳥取県",14252,1063,12983,18,0,188,383708,"JP-31"
"Shimane","島根県",16213,1126,15072,15,0,0,202807,"JP-32"
"Okayama","岡山県",93470,5287,85600,247,0,2336,568423,"JP-33"
"Hiroshima","広島県",147953,11876,135596,481,1,0,1814903,"JP-34"
"Yamaguchi","山口県",42090,2767,39148,175,1,0,555904,"JP-35"
"Tokushima","徳島県",21204,1199,19926,80,1,1,207944,"JP-36"
"Kagawa","香川県",45949,2818,43008,123,1,0,267771,"JP-37"
"Ehime","愛媛県",37790,1912,35739,139,3,0,351375,"JP-38"
"Kochi","高知県",26105,2212,23783,110,0,0,266875,"JP-39"
"Fukuoka","福岡県",410844,16095,386236,1241,4,7272,2616311,"JP-40"
"Saga","佐賀県",50536,2324,45537,105,0,2570,268353,"JP-41"
"Nagasaki","長崎県",52613,4205,51113,124,0,2829,362749,"JP-42"
"Kumamoto","熊本県",93066,5529,87251,286,4,0,274723,"JP-43"
"Oita","大分県",51239,2868,48212,159,1,0,570417,"JP-44"
"Miyazaki","宮崎県",49515,4352,45098,140,1,75,187046,"JP-45"
"Kagoshima","鹿児島県",78042,5012,72142,189,1,699,399840,"JP-46"
"Okinawa","沖縄県",201080,17792,182830,457,12,1,813612,"JP-47"
