都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1281839,3964610,18296,9,717238,4236,542069
青森県,266341,415661,4493,3,151129,571,110148
岩手県,217760,638520,3359,0,103563,501,110337
宮城県,500845,1187550,22040,16,204624,822,273359
秋田県,188406,81563,8755,4,89825,517,89309
山形県,212205,351058,6887,0,90443,334,114541
福島県,372124,1156057,3568,5,180682,519,187355
茨城県,587372,1985898,21003,15,301424,1092,263853
栃木県,387309,1164658,5865,11,215803,893,164748
群馬県,408596,1148662,8339,12,225131,911,174215
埼玉県,1707604,4854277,19414,36,1160893,3221,524076
千葉県,1377222,3484227,18893,37,904076,3226,451027
東京都,4178605,11199022,53007,43,3093983,7184,1024431
神奈川県,2104135,6268869,61205,46,1450734,3774,588422
新潟県,424390,1212023,6667,6,223993,321,193409
富山県,218768,455950,3372,4,123822,277,91297
石川県,259462,763788,4184,2,155716,433,99129
福井県,185368,549642,2172,0,110918,165,72113
山梨県,173526,728368,1528,1,93672,302,78024
長野県,417116,1346846,15269,3,400570,751,526
岐阜県,497143,1658820,847,5,284881,942,210473
静岡県,783404,2286523,9311,15,478956,1061,294076
愛知県,1979622,5123874,71408,38,1887687,3759,16768
三重県,415718,1035452,10450,5,226621,808,177839
滋賀県,346179,1206528,5676,10,225722,541,114240
京都府,640262,1457467,13529,67,459222,1398,166113
大阪府,2693113,11666250,95789,86,2032077,7548,557699
兵庫県,1374699,2465506,14146,28,986750,3401,370402
奈良県,323317,911881,30169,17,195268,704,97176
和歌山県,218000,319456,261,12,129448,430,87861
鳥取県,127274,1031548,9321,0,44778,207,72968
島根県,152299,485658,5036,1,146403,237,623
岡山県,451554,1113228,26705,14,412307,687,11855
広島県,736987,3307341,16729,18,409656,1112,309490
山口県,283063,1086364,3210,5,158495,626,120732
徳島県,149078,407161,1553,3,90741,328,56456
香川県,230278,512044,3186,6,138120,504,88468
愛媛県,286987,883935,4078,2,156705,534,125670
高知県,152614,494109,5160,5,94023,497,52934
福岡県,1494346,3918607,31340,19,1029285,2651,431070
佐賀県,245105,377021,13094,2,125171,405,106435
長崎県,313261,1006381,24005,3,177499,487,111270
熊本県,501435,540288,8007,31,320699,1046,171683
大分県,280030,1009928,2470,2,172076,547,104937
宮崎県,299016,238860,4119,4,189320,626,104951
鹿児島県,409562,890491,11330,11,286186,696,111350
沖縄県,563145,1341495,9285,10,494076,847,58937
