"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",61191,76,59653,1473,1,11,1237491,"JP-01"
"Aomori","青森県",5900,3,5859,38,0,0,101968,"JP-02"
"Iwate","岩手県",3487,0,3434,53,0,0,133264,"JP-03"
"Miyagi","宮城県",16286,3,16165,118,0,0,260510,"JP-04"
"Akita","秋田県",1934,6,1901,27,0,0,27521,"JP-05"
"Yamagata","山形県",3604,23,3525,56,0,0,111791,"JP-06"
"Fukushima","福島県",9493,6,9311,176,0,0,458586,"JP-07"
"Ibaraki","茨城県",24458,8,24230,220,1,0,40561,"JP-08"
"Tochigi","栃木県",15501,18,15366,117,0,0,518288,"JP-09"
"Gunma","群馬県",17002,95,16731,176,2,0,340456,"JP-10"
"Saitama","埼玉県",115915,82,114774,1059,3,0,1608073,"JP-11"
"Chiba","千葉県",100525,43,99448,1028,0,6,1203222,"JP-12"
"Tokyo","東京都",382349,166,379013,3170,3,0,4064717,"JP-13"
"Kanagawa","神奈川県",169389,100,167974,1315,0,0,1783580,"JP-14"
"Niigata","新潟県",8069,45,7963,61,0,0,316266,"JP-15"
"Toyama","富山県",4868,0,4816,52,0,0,128968,"JP-16"
"Ishikawa","石川県",7969,0,7818,129,0,22,210082,"JP-17"
"Fukui","福井県",3115,0,3077,38,0,0,125073,"JP-18"
"Yamanashi","山梨県",5157,1,5127,29,0,0,131552,"JP-19"
"Nagano","長野県",8892,8,8843,97,0,56,357654,"JP-20"
"Gifu","岐阜県",19265,5,19040,218,0,2,460734,"JP-21"
"Shizuoka","静岡県",26846,46,26584,209,0,7,705572,"JP-22"
"Aichi","愛知県",106642,49,105432,1161,0,0,1473693,"JP-23"
"Mie","三重県",14817,1,14980,163,0,327,264874,"JP-24"
"Shiga","滋賀県",12439,8,12327,104,0,0,289315,"JP-25"
"Kyoto","京都府",36003,13,35695,291,1,4,461217,"JP-26"
"Osaka","大阪府",203259,109,200086,3064,9,0,4102545,"JP-27"
"Hyogo","兵庫県",78733,63,77273,1398,2,1,839580,"JP-28"
"Nara","奈良県",15936,3,15784,149,0,0,276255,"JP-29"
"Wakayama","和歌山県",5303,0,5136,62,0,105,67903,"JP-30"
"Tottori","鳥取県",1669,0,1639,5,0,25,165097,"JP-31"
"Shimane","島根県",1733,0,1728,5,0,0,62794,"JP-32"
"Okayama","岡山県",15547,6,15404,136,1,1,305825,"JP-33"
"Hiroshima","広島県",22175,3,21970,202,0,0,969254,"JP-34"
"Yamaguchi","山口県",5793,1,5699,93,0,0,208959,"JP-35"
"Tokushima","徳島県",3291,0,3225,66,0,0,114442,"JP-36"
"Kagawa","香川県",4705,0,4666,38,0,1,142207,"JP-37"
"Ehime","愛媛県",5412,0,5330,82,0,0,170769,"JP-38"
"Kochi","高知県",4167,0,4134,33,0,0,105447,"JP-39"
"Fukuoka","福岡県",74664,48,73988,625,2,3,1395529,"JP-40"
"Saga","佐賀県",5866,0,5891,30,0,55,117513,"JP-41"
"Nagasaki","長崎県",6119,0,6046,73,0,0,199185,"JP-42"
"Kumamoto","熊本県",14395,0,14259,136,0,0,124776,"JP-43"
"Oita","大分県",8187,0,8103,84,0,0,298424,"JP-44"
"Miyazaki","宮崎県",6153,2,6094,41,0,16,73123,"JP-45"
"Kagoshima","鹿児島県",9103,0,9037,66,0,0,175191,"JP-46"
"Okinawa","沖縄県",50344,25,49926,398,0,5,428249,"JP-47"
