"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",501385,55227,443047,2182,8,929,2633821,"JP-01"
"Aomori","青森県",97825,13547,84129,149,0,0,314390,"JP-02"
"Iwate","岩手県",61569,8300,53153,116,1,0,360971,"JP-03"
"Miyagi","宮城県",153778,33078,118027,225,5,2448,728721,"JP-04"
"Akita","秋田県",52004,11224,40601,79,4,100,68387,"JP-05"
"Yamagata","山形県",48696,9298,39300,108,0,10,216698,"JP-06"
"Fukushima","福島県",99640,17322,82083,235,3,0,967258,"JP-07"
"Ibaraki","茨城県",237302,25760,211047,495,7,0,1477266,"JP-08"
"Tochigi","栃木県",145503,27320,117865,318,10,0,845589,"JP-09"
"Gunma","群馬県",145968,38723,111873,357,3,4985,768546,"JP-10"
"Saitama","埼玉県",848688,109426,737525,1737,31,0,3386172,"JP-11"
"Chiba","千葉県",687414,68353,566097,1927,16,51037,2475643,"JP-12"
"Tokyo","東京都",2388862,281566,2102542,4754,36,0,8291148,"JP-13"
"Kanagawa","神奈川県",1122865,105527,1014946,2392,65,0,3867584,"JP-14"
"Niigata","新潟県",128216,21428,106693,95,2,0,790273,"JP-15"
"Toyama","富山県",67544,13368,54069,107,5,0,297211,"JP-16"
"Ishikawa","石川県",93070,14283,78560,204,1,23,603404,"JP-17"
"Fukui","福井県",67259,11915,55289,55,1,0,393264,"JP-18"
"Yamanashi","山梨県",54896,8092,46789,78,0,63,429374,"JP-19"
"Nagano","長野県",119281,14049,101004,219,0,4009,866921,"JP-20"
"Gifu","岐阜県",172645,28017,141222,382,1,3024,1081482,"JP-21"
"Shizuoka","静岡県",299749,43803,240310,491,8,15145,1517829,"JP-22"
"Aichi","愛知県",880861,133965,744668,2228,37,0,3302506,"JP-23"
"Mie","三重県",144861,24430,122913,361,1,2843,644046,"JP-24"
"Shiga","滋賀県",145960,25749,119974,237,2,0,785521,"JP-25"
"Kyoto","京都府",324582,59980,259166,783,89,4653,1014378,"JP-26"
"Osaka","大阪府",1511135,227294,1278365,5476,71,0,8489507,"JP-27"
"Hyogo","兵庫県",664955,84341,578249,2374,33,9,1980305,"JP-28"
"Nara","奈良県",143965,31526,112020,419,12,0,624992,"JP-29"
"Wakayama","和歌山県",76092,9471,66165,147,7,309,237243,"JP-30"
"Tottori","鳥取県",32943,6997,25609,26,1,311,535305,"JP-31"
"Shimane","島根県",48769,8158,40564,47,2,0,297444,"JP-32"
"Okayama","岡山県",156226,15773,124763,280,7,15410,697846,"JP-33"
"Hiroshima","広島県",235670,31053,204085,532,7,0,2098726,"JP-34"
"Yamaguchi","山口県",85066,13099,71757,210,3,0,683889,"JP-35"
"Tokushima","徳島県",40858,6190,34607,94,3,33,262396,"JP-36"
"Kagawa","香川県",79598,11857,67577,164,2,0,334909,"JP-37"
"Ehime","愛媛県",83584,16177,67235,172,4,0,476535,"JP-38"
"Kochi","高知県",50590,9128,41333,129,4,0,370021,"JP-39"
"Fukuoka","福岡県",735490,101189,613440,1404,17,19457,3352483,"JP-40"
"Saga","佐賀県",98424,13084,80214,144,0,4982,352762,"JP-41"
"Nagasaki","長崎県",109496,25218,89186,157,2,5065,550150,"JP-42"
"Kumamoto","熊本県",205812,30445,174968,399,10,0,406426,"JP-43"
"Oita","大分県",105391,14792,90400,199,1,0,739955,"JP-44"
"Miyazaki","宮崎県",109347,19000,89880,192,7,275,213910,"JP-45"
"Kagoshima","鹿児島県",169733,28019,138331,260,3,3123,564321,"JP-46"
"Okinawa","沖縄県",393953,39443,353758,516,23,236,1060323,"JP-47"
