都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1318164,3964610,17747,4,717238,4446,578733
青森県,275302,415661,4245,0,151129,633,119295
岩手県,228808,668421,3189,0,103563,592,121464
宮城県,524246,1240219,21382,8,204624,907,297333
秋田県,196008,81563,8485,3,89825,575,97123
山形県,220701,361816,6492,0,90443,350,123416
福島県,393267,1156057,3568,0,180682,736,208281
茨城県,625804,1985898,20057,13,301424,1243,303080
栃木県,412157,1215550,5555,9,215803,1001,189798
群馬県,431350,1205502,7964,7,225131,1031,197224
埼玉県,1773678,5047434,18302,17,1160893,3697,590786
千葉県,1442005,3668968,17051,14,904076,3667,517211
東京都,4294013,11648479,48907,32,3093983,7768,1143355
神奈川県,2186690,6680428,15251,32,1450734,4085,716620
新潟県,444059,1260257,6414,1,223993,402,213250
富山県,230864,478032,3215,2,123822,303,103524
石川県,272575,763788,3936,1,155716,485,112438
福井県,195679,577665,1950,1,110918,191,82620
山梨県,185532,766831,1248,0,93672,373,90239
長野県,443987,1417655,5101,0,438863,830,807
岐阜県,528318,1754302,347,5,284881,1052,242038
静岡県,846584,2423798,8715,3,478956,1295,357618
愛知県,2075795,5453305,17268,27,2049414,4116,4997
三重県,448633,1114856,10178,5,226621,997,210837
滋賀県,366546,1265566,5403,0,225722,632,134789
京都府,667089,1518224,13108,30,459222,1577,193182
大阪府,2792228,12220374,32405,57,2032077,8194,719552
兵庫県,1442842,2465506,13283,13,986750,3685,439124
奈良県,339966,970345,29939,5,195268,803,113956
和歌山県,232940,319456,152,6,129448,500,102840
鳥取県,137123,1099600,9225,0,44778,249,82871
島根県,162451,510211,1385,1,160474,279,313
岡山県,481207,1160228,6738,6,467704,802,5963
広島県,783183,3309865,16072,4,409656,1280,356175
山口県,304759,1161330,3097,0,158495,710,142457
徳島県,161028,432945,1403,2,90741,391,68493
香川県,246811,541109,2799,4,138120,582,105310
愛媛県,307362,936022,3829,5,156705,650,146178
高知県,165079,494109,5083,3,94023,557,65416
福岡県,1561795,3918607,27804,9,1029285,3033,501673
佐賀県,257005,377021,12841,1,125171,462,118531
長崎県,330447,1089878,22297,4,177499,603,130048
熊本県,526655,540288,7111,15,320699,1236,197609
大分県,296838,1009928,2231,1,172076,723,121808
宮崎県,315444,238860,3862,2,189320,743,121519
鹿児島県,433009,925882,2553,4,286186,833,143437
沖縄県,573450,1386587,2151,3,494076,886,76337
