都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1058031,3685274,18817,16,717238,3224,318752
青森県,205672,415661,4602,4,151129,387,49554
岩手県,153268,549832,3378,1,103563,263,46064
宮城県,357597,1047877,22350,14,204624,511,130112
秋田県,142328,78993,8783,1,89825,321,43399
山形県,162237,323112,6932,0,90443,255,64607
福島県,263134,1156057,3568,3,180682,347,78537
茨城県,434389,1985898,20598,8,301424,779,111588
栃木県,281068,1045916,5655,5,215803,583,59027
群馬県,297267,1008015,8346,7,225131,593,63197
埼玉県,1360571,4327357,18989,20,1160893,2593,178096
千葉県,1077856,3146212,16903,12,904076,2733,154144
東京都,3512368,10170328,52021,20,3093983,6169,360195
神奈川県,1697311,5411504,44477,28,1450734,3154,198946
新潟県,310020,1083313,6708,4,223993,204,79115
富山県,165081,405980,3440,2,123822,202,37617
石川県,199485,763788,4103,1,155716,317,39349
福井県,138381,493162,2049,0,110918,118,25296
山梨県,124325,625587,1434,0,93672,189,29030
長野県,306419,1193121,20138,2,283920,472,1889
岐阜県,360088,1445686,742,0,284881,693,73772
静岡県,571985,2029633,8426,1,478956,804,83799
愛知県,1558612,4562509,45744,23,1498043,3077,11748
三重県,298259,911828,10285,3,226621,577,60776
滋賀県,271263,1077610,5555,4,225722,379,39607
京都府,524206,1307411,13286,59,459222,1164,50534
大阪府,2282189,10621075,47009,24,2032077,6739,196364
兵庫県,1105756,2465506,13401,17,986750,2985,102620
奈良県,255559,813646,29970,5,195268,584,29737
和歌山県,157937,319456,203,2,129448,294,27992
鳥取県,80824,835950,9297,0,44778,104,26645
島根県,105092,412406,3819,3,100202,122,949
岡山県,328515,964408,9986,7,308906,458,9165
広島県,527319,2976836,16362,8,409656,862,100439
山口県,194987,901613,3068,1,158495,421,33003
徳島県,107397,368121,1416,1,90741,207,15033
香川県,168085,453937,2850,2,138120,323,26792
愛媛県,193117,722248,3934,1,156705,320,32158
高知県,113055,494109,5061,3,94023,327,13644
福岡県,1168893,3918607,27592,3,1029285,2090,109926
佐賀県,176935,377021,12915,0,125171,263,38586
長崎県,236176,867480,21708,1,177499,351,36618
熊本県,367790,540288,7124,3,320699,692,39275
大分県,199280,1001495,2249,4,172076,404,24551
宮崎県,215189,238860,3867,1,189320,404,21598
鹿児島県,320350,779209,2003,1,286186,561,31600
沖縄県,518955,1260942,3067,9,494076,815,20997
