都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1082592,3731822,18813,7,717238,3348,343193
青森県,210163,415661,4657,4,151129,401,53976
岩手県,157993,556764,3378,1,103563,274,50778
宮城県,369266,1061936,22357,17,204624,535,141750
秋田県,146688,78993,8880,1,89825,329,47654
山形県,166921,324294,6925,0,90443,257,69296
福島県,271394,1156057,3568,2,180682,351,86793
茨城県,443437,1985898,20591,9,301424,796,120626
栃木県,287786,1052767,5631,6,215803,592,65760
群馬県,304235,1023913,8321,4,225131,614,70169
埼玉県,1381166,4362842,19212,24,1160893,2614,198447
千葉県,1094863,3188882,17075,8,904076,2753,170959
東京都,3550343,10261724,52177,20,3093983,6215,397968
神奈川県,1720926,5489057,46659,30,1450734,3179,220354
新潟県,318700,1094572,6728,4,223993,209,87770
富山県,169044,410312,3395,0,123822,203,41624
石川県,203151,763788,4113,2,155716,320,43002
福井県,141163,499868,2059,0,110918,122,28064
山梨県,127339,625587,1462,1,93672,196,32009
長野県,315958,1210440,19781,3,293361,487,2329
岐阜県,366959,1464267,707,0,284881,697,80674
静岡県,581749,2047073,8427,2,478956,815,93551
愛知県,1582166,4595588,46866,23,1517824,3095,14381
三重県,304073,925795,10271,4,226621,580,66601
滋賀県,275151,1086937,5584,2,225722,389,43456
京都府,529768,1316454,13313,64,459222,1175,56058
大阪府,2300068,10679505,51537,28,2032077,6764,209690
兵庫県,1117506,2465506,13536,20,986750,2998,114222
奈良県,259038,821276,29994,4,195268,596,33180
和歌山県,160068,319456,221,3,129448,298,30101
鳥取県,83065,844424,9308,0,44778,113,28866
島根県,107181,421075,4216,1,102258,124,583
岡山県,333983,964408,9986,7,308906,466,14625
広島県,537832,3048140,16345,9,409656,875,110956
山口県,197572,910816,3079,1,158495,428,35570
徳島県,108913,372996,1430,2,90741,216,16526
香川県,170478,457459,2870,2,138120,329,29159
愛媛県,196104,726334,3895,1,156705,324,35180
高知県,114705,494109,5075,2,94023,332,15275
福岡県,1179957,3918607,27669,5,1029285,2098,120905
佐賀県,179305,377021,12941,1,125171,267,40926
長崎県,238522,877977,21701,2,177499,352,38970
熊本県,371717,540288,7185,7,320699,698,43135
大分県,201975,1009928,2261,3,172076,408,27230
宮崎県,217060,238860,3864,2,189320,405,23471
鹿児島県,322376,782543,2253,1,286186,561,33376
沖縄県,520727,1265596,3697,10,494076,815,22139
