都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1296487,3964610,18109,6,717238,4316,556824
青森県,270485,415661,4453,5,151129,597,114306
岩手県,222422,650909,3295,3,103563,546,115018
宮城県,510882,1205458,21782,10,204624,853,283623
秋田県,191412,81563,8663,2,89825,540,92384
山形県,215749,354593,6684,0,90443,338,118284
福島県,381398,1156057,3568,2,180682,547,196601
茨城県,605446,1985898,20722,23,301424,1143,282157
栃木県,397692,1180857,5723,12,215803,934,175232
群馬県,418976,1168112,8246,11,225131,958,184641
埼玉県,1737954,4925950,19083,36,1160893,3396,554582
千葉県,1407180,3538123,18473,35,904076,3381,481250
東京都,4232038,11343761,51638,37,3093983,7432,1078985
神奈川県,2141461,6377780,37492,52,1450734,3910,649325
新潟県,432553,1226956,6638,0,223993,343,201579
富山県,223403,462523,3316,6,123822,287,95978
石川県,265218,763788,4082,2,155716,456,104964
福井県,189993,557007,2093,1,110918,177,76805
山梨県,178988,743108,1428,0,93672,324,83564
長野県,428625,1368929,10976,4,417792,775,918
岐阜県,510868,1688429,668,4,284881,987,224332
静岡県,813040,2329743,9094,20,478956,1158,323832
愛知県,2022887,5243696,45603,42,1967761,3886,5637
三重県,431603,1058026,10390,4,226621,887,193705
滋賀県,355045,1230428,5632,5,225722,590,123101
京都府,652337,1480985,13395,67,459222,1471,178249
大阪府,2737802,11862004,60785,83,2032077,7788,637152
兵庫県,1405222,2465506,13767,17,986750,3520,401185
奈良県,330750,933196,30100,10,195268,747,104635
和歌山県,225338,319456,262,14,129448,455,95173
鳥取県,131842,1063682,9288,0,44778,226,77550
島根県,156387,495088,3180,0,152766,256,185
岡山県,465336,1132746,18149,18,438959,745,7483
広島県,759811,3327739,16452,16,409656,1187,332516
山口県,292480,1114017,3198,1,158495,659,130128
徳島県,154372,420061,1488,4,90741,356,61787
香川県,237390,521785,2936,1,138120,535,95799
愛媛県,295942,907884,4026,1,156705,588,134623
高知県,156604,494109,5160,6,94023,521,56900
福岡県,1525313,3918607,29905,24,1029285,2809,463314
佐賀県,250826,377021,13037,7,125171,430,112188
長崎県,321012,1017816,23347,3,177499,542,119624
熊本県,513476,540288,7711,31,320699,1133,183933
大分県,288107,1009928,2391,3,172076,606,113034
宮崎県,307300,238860,4025,5,189320,678,113277
鹿児島県,420725,907720,6609,5,286186,751,127179
沖縄県,567573,1355368,4385,6,494076,858,68254
