"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1324095,17628,717238,4477,6,584752,3964610,"JP-01"
"Aomori","青森県",276300,4175,151129,637,1,120359,415661,"JP-02"
"Iwate","岩手県",230630,3201,103563,597,0,123269,676784,"JP-03"
"Miyagi","宮城県",527969,21376,204624,919,5,301050,1255110,"JP-04"
"Akita","秋田県",197232,8422,89825,578,1,98407,81563,"JP-05"
"Yamagata","山形県",222257,6488,90443,352,1,124974,364635,"JP-06"
"Fukushima","福島県",396045,3568,180682,801,0,210994,1156057,"JP-07"
"Ibaraki","茨城県",629779,19861,301424,1261,9,307233,1985898,"JP-08"
"Tochigi","栃木県",415284,5442,215803,1028,5,193011,1229236,"JP-09"
"Gunma","群馬県",434005,7875,225131,1049,3,199950,1219728,"JP-10"
"Saitama","埼玉県",1780848,17885,1160893,3772,17,598298,5093876,"JP-11"
"Chiba","千葉県",1448594,16592,904076,3757,10,524169,3698650,"JP-12"
"Tokyo","東京都",4306103,48125,3093983,7867,16,1156128,11761568,"JP-13"
"Kanagawa","神奈川県",2196019,8997,1450734,4166,12,732122,6779512,"JP-14"
"Niigata","新潟県",446931,6374,223993,420,1,216144,1273995,"JP-15"
"Toyama","富山県",232941,3196,123822,305,1,105618,483639,"JP-16"
"Ishikawa","石川県",274506,3893,155716,485,3,114412,763788,"JP-17"
"Fukui","福井県",197012,1894,110918,193,0,84007,585429,"JP-18"
"Yamanashi","山梨県",186920,1202,93672,382,0,91664,779327,"JP-19"
"Nagano","長野県",448598,3514,444663,834,1,413,1434646,"JP-20"
"Gifu","岐阜県",532725,268,284881,1078,2,246498,1778559,"JP-21"
"Shizuoka","静岡県",853990,8559,478956,1333,2,365142,2453591,"JP-22"
"Aichi","愛知県",2086859,10954,2069340,4195,13,2370,5575297,"JP-23"
"Mie","三重県",452792,10130,226621,1016,7,215025,1127045,"JP-24"
"Shiga","滋賀県",368999,5339,225722,645,1,137293,1332563,"JP-25"
"Kyoto","京都府",670268,12971,459222,1607,28,196468,1533994,"JP-26"
"Osaka","大阪府",2804239,24380,2032077,8283,41,739499,12379255,"JP-27"
"Hyogo","兵庫県",1451374,13106,986750,3751,7,447767,2465506,"JP-28"
"Nara","奈良県",341931,29905,195268,827,5,115931,982736,"JP-29"
"Wakayama","和歌山県",235155,118,129448,505,3,105084,319456,"JP-30"
"Tottori","鳥取県",138503,9197,44778,252,0,84276,1112387,"JP-31"
"Shimane","島根県",164219,1231,162484,288,0,216,522108,"JP-32"
"Okayama","岡山県",484786,5335,474425,814,5,4212,1172792,"JP-33"
"Hiroshima","広島県",788709,15967,409656,1309,3,361777,3318588,"JP-34"
"Yamaguchi","山口県",307853,3064,158495,721,0,145573,1172735,"JP-35"
"Tokushima","徳島県",162952,1380,90741,398,2,70433,444318,"JP-36"
"Kagawa","香川県",248866,2747,138120,593,2,107406,548451,"JP-37"
"Ehime","愛媛県",310331,3806,156705,664,5,149156,945549,"JP-38"
"Kochi","高知県",166576,5069,94023,572,3,66912,494109,"JP-39"
"Fukuoka","福岡県",1569872,27164,1029285,3103,4,510320,3918607,"JP-40"
"Saga","佐賀県",258386,12783,125171,470,0,119962,377021,"JP-41"
"Nagasaki","長崎県",332540,22065,177499,619,0,132357,1108087,"JP-42"
"Kumamoto","熊本県",529091,6941,320699,1258,5,200193,540288,"JP-43"
"Oita","大分県",299182,2203,172076,741,0,124162,1009928,"JP-44"
"Miyazaki","宮崎県",316914,3813,189320,760,1,123021,238860,"JP-45"
"Kagoshima","鹿児島県",435740,1629,286186,856,1,147069,930711,"JP-46"
"Okinawa","沖縄県",574500,1151,494076,911,0,78362,1397520,"JP-47"
