"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",61391,148,59754,1474,0,15,1268054,"JP-01"
"Aomori","青森県",5901,0,5863,38,0,0,104228,"JP-02"
"Iwate","岩手県",3487,0,3434,53,0,0,135686,"JP-03"
"Miyagi","宮城県",16288,2,16168,118,0,0,264222,"JP-04"
"Akita","秋田県",1934,0,1907,27,0,0,27617,"JP-05"
"Yamagata","山形県",3606,0,3550,56,0,0,114600,"JP-06"
"Fukushima","福島県",9512,17,9319,176,0,0,469502,"JP-07"
"Ibaraki","茨城県",24482,13,24249,220,1,0,40574,"JP-08"
"Tochigi","栃木県",15558,47,15394,117,0,0,527323,"JP-09"
"Gunma","群馬県",17289,162,16951,176,1,0,352550,"JP-10"
"Saitama","埼玉県",116030,81,114890,1059,1,0,1644991,"JP-11"
"Chiba","千葉県",100638,51,99556,1028,0,3,1236071,"JP-12"
"Tokyo","東京都",382799,375,379250,3174,2,0,4158125,"JP-13"
"Kanagawa","神奈川県",169723,227,168177,1319,2,0,1826301,"JP-14"
"Niigata","新潟県",8192,72,8058,62,0,0,326721,"JP-15"
"Toyama","富山県",4869,1,4816,52,0,0,131784,"JP-16"
"Ishikawa","石川県",8026,55,7818,131,0,22,213999,"JP-17"
"Fukui","福井県",3115,0,3077,38,0,0,126546,"JP-18"
"Yamanashi","山梨県",5161,3,5129,29,0,0,135182,"JP-19"
"Nagano","長野県",8927,20,8866,97,0,56,366041,"JP-20"
"Gifu","岐阜県",19276,5,19052,219,0,0,471936,"JP-21"
"Shizuoka","静岡県",26883,16,26654,209,0,4,725383,"JP-22"
"Aichi","愛知県",106723,32,105530,1161,0,0,1507682,"JP-23"
"Mie","三重県",14818,0,14982,163,0,327,271132,"JP-24"
"Shiga","滋賀県",12472,28,12340,104,0,0,295674,"JP-25"
"Kyoto","京都府",36095,68,35728,292,6,7,471397,"JP-26"
"Osaka","大阪府",203537,200,200273,3064,19,0,4234220,"JP-27"
"Hyogo","兵庫県",78831,96,77337,1398,2,0,862624,"JP-28"
"Nara","奈良県",15943,6,15788,149,0,0,281590,"JP-29"
"Wakayama","和歌山県",5303,0,5136,62,0,105,68406,"JP-30"
"Tottori","鳥取県",1669,0,1639,5,0,25,168912,"JP-31"
"Shimane","島根県",1733,0,1728,5,0,0,64047,"JP-32"
"Okayama","岡山県",15555,4,15413,136,1,2,310392,"JP-33"
"Hiroshima","広島県",22186,11,21973,202,0,0,983656,"JP-34"
"Yamaguchi","山口県",5806,12,5701,93,0,0,213348,"JP-35"
"Tokushima","徳島県",3291,0,3225,66,0,0,116606,"JP-36"
"Kagawa","香川県",4705,0,4666,38,0,1,145353,"JP-37"
"Ehime","愛媛県",5412,0,5330,82,0,0,173620,"JP-38"
"Kochi","高知県",4167,0,4134,33,0,0,105447,"JP-39"
"Fukuoka","福岡県",74765,83,74052,626,3,4,1431389,"JP-40"
"Saga","佐賀県",5869,3,5891,30,0,55,120514,"JP-41"
"Nagasaki","長崎県",6123,4,6046,73,0,0,203452,"JP-42"
"Kumamoto","熊本県",14396,0,14260,136,0,0,124857,"JP-43"
"Oita","大分県",8187,0,8103,84,0,0,305940,"JP-44"
"Miyazaki","宮崎県",6153,0,6096,41,0,16,73148,"JP-45"
"Kagoshima","鹿児島県",9120,13,9041,66,0,0,176623,"JP-46"
"Okinawa","沖縄県",50507,140,49975,398,6,6,436354,"JP-47"
