都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1325210,3964610,17625,7,717238,4483,585864
青森県,276476,415661,4176,0,151129,638,120533
岩手県,231053,679920,3200,0,103563,597,123693
宮城県,528769,1258599,21394,7,204624,920,301831
秋田県,197397,81563,8419,2,89825,580,98573
山形県,222552,364863,6468,1,90443,353,125288
福島県,396552,1156057,3568,0,180682,801,211501
茨城県,630436,1985898,19821,8,301424,1263,307928
栃木県,415866,1232608,5413,6,215803,1037,193613
群馬県,434460,1222468,7867,3,225131,1052,200410
埼玉県,1782116,5103645,17809,15,1160893,3784,599630
千葉県,1449655,3698650,16588,10,904076,3779,525212
東京都,4308241,11785979,47991,13,3093983,7885,1158382
神奈川県,2197574,6797436,7711,9,1450734,4183,734946
新潟県,447482,1275697,6376,1,223993,420,216693
富山県,233271,484023,3186,1,123822,305,105958
石川県,274855,763788,3891,3,155716,485,114763
福井県,197259,585429,1882,0,110918,194,84265
山梨県,187169,788940,1204,0,93672,384,91909
長野県,449396,1435847,3125,1,445850,838,417
岐阜県,533438,1783406,257,2,284881,1082,247218
静岡県,855174,2456954,8490,3,478956,1347,366381
愛知県,2088587,5586064,9267,13,2073225,4214,1881
三重県,453549,1127045,10115,4,226621,1020,215793
滋賀県,369409,1336739,5323,2,225722,651,137713
京都府,670777,1537905,12928,25,459222,1614,197013
大阪府,2806268,12418473,22572,39,2032077,8297,743322
兵庫県,1452889,2465506,13048,7,986750,3760,449331
奈良県,342320,983830,29895,5,195268,829,116328
和歌山県,235516,319456,117,2,129448,507,105444
鳥取県,138808,1115352,9186,0,44778,252,84592
島根県,164523,522108,1205,0,162888,289,141
岡山県,485424,1172792,3419,9,479753,817,1435
広島県,789715,3322058,15946,2,409656,1318,362795
山口県,308399,1172735,3014,0,158495,722,146168
徳島県,163325,445194,1360,1,90741,399,70825
香川県,249224,549369,2715,2,138120,594,107795
愛媛県,310805,953860,3816,5,156705,667,149617
高知県,166815,494109,5053,4,94023,575,67164
福岡県,1571424,3918607,27080,4,1029285,3113,511946
佐賀県,258590,377021,12777,0,125171,473,120169
長崎県,332926,1110087,22062,1,177499,621,132744
熊本県,529481,540288,6921,2,320699,1268,200593
大分県,299546,1009928,2190,0,172076,742,124538
宮崎県,317141,238860,3796,1,189320,763,123262
鹿児島県,436245,931717,1454,0,286186,860,147745
沖縄県,574676,1399813,1003,0,494076,911,78686
