都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1346402,3964610,17393,2,717238,4573,607198
青森県,280683,415661,4164,0,151129,650,124740
岩手県,235591,726165,3166,2,103563,617,128245
宮城県,539439,1332371,21152,3,204624,960,312703
秋田県,201205,81563,8346,0,89825,602,102432
山形県,228365,377081,6462,0,90443,363,131097
福島県,406599,1156057,3568,0,180682,851,221498
茨城県,638603,2491785,19615,1,301424,1294,316270
栃木県,424135,1293229,5252,0,215803,1079,202001
群馬県,441598,1283621,7743,0,225131,1099,207625
埼玉県,1802116,5320925,17438,1,1160893,3983,619802
千葉県,1467013,3896640,15879,2,904076,3924,543134
東京都,4352027,12349966,47237,5,3093983,8075,1202732
神奈川県,2222360,7318482,3836,7,1450734,4314,763476
新潟県,459774,1354597,6347,2,223993,447,228987
富山県,237551,511125,3094,1,123822,317,110318
石川県,279675,763788,3853,0,155716,512,119594
福井県,200899,616392,1809,0,110918,199,87973
山梨県,191664,826529,1151,1,93672,415,96426
長野県,461614,1517645,1346,0,459997,878,607
岐阜県,543427,1881527,62,0,284881,1119,257365
静岡県,868153,2602894,8056,1,478956,1405,379736
愛知県,2113263,5934182,2895,1,2104845,4323,1200
三重県,461344,1201545,10055,0,226621,1050,223618
滋賀県,374397,1397551,5239,0,225722,678,142758
京都府,678933,1599170,12805,9,459222,1660,205246
大阪府,2833660,13073221,15631,8,2032077,8519,777433
兵庫県,1470015,2465506,12826,2,986750,3893,466546
奈良県,346832,1039329,29827,2,195268,873,120864
和歌山県,239990,319456,38,3,129448,523,109981
鳥取県,142827,1174323,9156,0,44778,265,88628
島根県,169056,551292,338,0,168337,301,80
岡山県,491844,1260400,574,1,489886,856,528
広島県,804877,3359184,15839,3,409656,1367,378015
山口県,315153,1229898,2888,1,158495,752,153018
徳島県,167299,470651,1290,0,90741,421,74847
香川県,253469,579196,2591,1,138120,620,112138
愛媛県,317070,1010198,3703,2,156705,695,155967
高知県,169563,494109,4979,0,94023,600,69961
福岡県,1588363,3918607,26410,0,1029285,3190,529478
佐賀県,261397,377021,12731,0,125171,493,123002
長崎県,337161,1188439,21235,0,177499,646,137781
熊本県,535570,540288,6758,2,320699,1310,206803
大分県,304025,1009928,2095,0,172076,774,129080
宮崎県,320599,238860,3747,0,189320,777,126755
鹿児島県,443038,947492,283,0,286186,889,155680
沖縄県,578764,1445301,824,0,494076,1013,82851
