都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1067690,3700304,18829,15,717238,3282,328341
青森県,207410,415661,4596,5,151129,394,51291
岩手県,154965,551022,3371,1,103563,267,47764
宮城県,362004,1053027,22334,16,204624,518,134528
秋田県,143912,78993,8819,1,89825,327,44941
山形県,164090,323180,6911,0,90443,256,66480
福島県,266124,1156057,3568,3,180682,351,81523
茨城県,437545,1985898,20559,10,301424,785,114777
栃木県,283584,1046613,5658,5,215803,585,61538
群馬県,299750,1012580,8323,7,225131,602,65694
埼玉県,1368090,4340584,19109,19,1160893,2602,185486
千葉県,1083892,3146212,16900,12,904076,2739,160177
東京都,3526767,10211301,51986,18,3093983,6180,374618
神奈川県,1705884,5449296,45106,24,1450734,3158,206886
新潟県,313355,1088091,6713,4,223993,204,82445
富山県,166665,408125,3394,2,123822,203,39246
石川県,200847,763788,4102,1,155716,320,40709
福井県,139544,499868,2053,0,110918,120,26453
山梨県,125500,625587,1433,0,93672,190,30205
長野県,310237,1204573,19809,2,286478,480,3470
岐阜県,362530,1453845,710,0,284881,695,76244
静岡県,575876,2036498,8399,2,478956,807,87714
愛知県,1567853,4572735,45929,23,1499682,3079,19163
三重県,300529,925795,10273,3,226621,579,63056
滋賀県,272757,1081444,5580,4,225722,380,41075
京都府,526250,1309309,13298,62,459222,1166,52564
大阪府,2288853,10635488,51821,32,2032077,6747,198208
兵庫県,1110362,2465506,13471,15,986750,2990,107151
奈良県,256898,817202,29979,4,195268,587,31064
和歌山県,158610,319456,196,1,129448,295,28671
鳥取県,81712,837274,9305,0,44778,111,27518
島根県,105962,412406,4082,1,100878,124,878
岡山県,330575,964408,9986,7,308906,460,11223
広島県,531182,2976836,16363,10,409656,863,104300
山口県,195968,901613,3072,0,158495,425,33976
徳島県,107911,369202,1408,1,90741,211,15551
香川県,169033,454382,2875,2,138120,324,27714
愛媛県,194233,723830,3921,0,156705,322,33285
高知県,113650,494109,5065,3,94023,327,14235
福岡県,1173227,3918607,27560,5,1029285,2095,114287
佐賀県,177784,377021,12902,1,125171,265,39446
長崎県,237035,871864,21695,1,177499,352,37489
熊本県,369314,540288,7161,5,320699,693,40761
大分県,200458,1005874,2253,3,172076,404,25725
宮崎県,215880,238860,3860,1,189320,404,22296
鹿児島県,321106,780222,2071,1,286186,561,32288
沖縄県,519614,1262423,3252,10,494076,815,21471
