都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1361456,3964610,17465,4,717238,4606,622147
青森県,283342,415661,4158,1,151129,667,127388
岩手県,237795,742533,3173,1,103563,624,130435
宮城県,543733,1360893,21164,1,204624,969,316976
秋田県,203515,81563,8386,0,89825,603,104701
山形県,230951,380397,6480,0,90443,369,133659
福島県,410015,1156057,3568,0,180682,856,224909
茨城県,642171,2491785,19589,2,301424,1300,319858
栃木県,427509,1317401,5280,3,215803,1087,205339
群馬県,444457,1307378,7760,0,225131,1106,210460
埼玉県,1813528,5403183,17411,5,1160893,4006,631218
千葉県,1477017,3972124,15791,2,904076,3944,553206
東京都,4383630,12595794,47592,6,3093983,8114,1233941
神奈川県,2238035,7505263,5783,8,1450734,4334,777184
新潟県,465529,1391465,6421,1,223993,455,234660
富山県,240443,519420,3096,1,123822,324,113201
石川県,282783,763788,3864,0,155716,523,122680
福井県,202538,625522,1815,0,110918,200,89605
山梨県,193577,833099,1127,0,93672,420,98358
長野県,467023,1547150,1797,0,465067,897,738
岐阜県,547650,1919178,99,0,284881,1124,261546
静岡県,872437,2649706,8044,2,478956,1408,384029
愛知県,2123420,6040367,3651,3,2114775,4362,632
三重県,463966,1222295,10039,1,226621,1068,226238
滋賀県,376368,1418108,5212,0,225722,679,144755
京都府,684140,1623797,12805,14,459222,1672,210441
大阪府,2850071,13348894,17962,7,2032077,8557,791475
兵庫県,1477410,2465506,12847,1,986750,3908,473905
奈良県,349319,1057577,29835,0,195268,880,123336
和歌山県,241315,319456,18,0,129448,530,111319
鳥取県,143992,1193539,9147,0,44778,267,89800
島根県,169817,560152,342,0,169134,303,38
岡山県,493866,1279100,621,2,491600,857,788
広島県,811283,3366184,15837,1,409656,1373,384417
山口県,316792,1253825,2876,0,158495,757,154664
徳島県,168083,478344,1285,0,90741,423,75634
香川県,255257,588997,2554,1,138120,626,113957
愛媛県,319029,1029939,3729,1,156705,700,157895
高知県,170134,494109,4973,0,94023,602,70536
福岡県,1595697,3918607,26445,2,1029285,3204,536763
佐賀県,262297,377021,12721,0,125171,496,123909
長崎県,338557,1211415,21259,0,177499,647,139152
熊本県,537459,540288,6763,1,320699,1316,208681
大分県,305682,1009928,2102,0,172076,783,130721
宮崎県,321696,238860,3753,0,189320,778,127845
鹿児島県,444690,951610,328,1,286186,893,157283
沖縄県,583141,1463324,1731,1,494076,1016,86318
