都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1337487,3964610,17354,3,717238,4548,598347
青森県,278918,415661,4158,0,151129,642,122989
岩手県,234279,712404,3156,0,103563,615,126945
宮城県,536284,1304482,21176,2,204624,952,309532
秋田県,199846,81563,8384,1,89825,594,101043
山形県,226342,373296,6527,0,90443,359,129013
福島県,403390,1156057,3568,2,180682,842,218298
茨城県,635937,1985898,19595,1,301424,1287,313631
栃木県,421535,1272388,5285,0,215803,1067,199380
群馬県,439368,1261555,7769,0,225131,1089,205379
埼玉県,1794935,5242606,17462,5,1160893,3944,612636
千葉県,1460050,3824278,15911,4,904076,3900,536163
東京都,4332021,12126081,47193,4,3093983,8039,1182806
神奈川県,2212178,7108699,2656,4,1450734,4276,754512
新潟県,455417,1323467,6357,2,223993,437,224630
富山県,236267,501818,3088,0,123822,313,109044
石川県,277921,763788,3853,0,155716,506,117846
福井県,199457,607062,1806,0,110918,196,86537
山梨県,189999,820966,1138,0,93672,409,94780
長野県,457449,1486137,1461,0,455771,865,648
岐阜県,540395,1844128,98,1,284881,1109,254307
静岡県,864981,2546008,8080,0,478956,1390,376555
愛知県,2105158,5809819,2825,1,2097169,4301,863
三重県,459338,1177987,10036,0,226621,1041,221640
滋賀県,372931,1376491,5233,0,225722,673,141303
京都府,675920,1577980,12792,10,459222,1651,202255
大阪府,2823942,12849681,14698,12,2032077,8452,768715
兵庫県,1464703,2465506,12817,5,986750,3844,461292
奈良県,345382,1020978,29817,0,195268,864,119433
和歌山県,238416,319456,45,1,129448,517,108406
鳥取県,141593,1152213,9168,0,44778,262,87385
島根県,167897,540742,441,1,167071,296,89
岡山県,490086,1239668,826,2,487816,846,598
広島県,799298,3347764,15810,0,409656,1354,372478
山口県,313416,1211226,2904,1,158495,746,151271
徳島県,166321,461813,1308,0,90741,419,73853
香川県,252046,568491,2563,2,138120,617,110746
愛媛県,315840,990080,3715,2,156705,693,154727
高知県,169026,494109,4987,0,94023,592,69424
福岡県,1583188,3918607,26501,3,1029285,3177,524225
佐賀県,260628,377021,12723,0,125171,491,122243
長崎県,336112,1162854,21292,2,177499,642,136679
熊本県,533582,540288,6800,1,320699,1300,204783
大分県,302793,1009928,2106,0,172076,769,127842
宮崎県,319688,238860,3760,0,189320,776,125832
鹿児島県,441082,942474,494,0,286186,883,153519
沖縄県,577060,1429860,685,1,494076,1007,81292
