都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1348346,3964610,17399,2,717238,4575,609134
青森県,281087,415661,4163,0,151129,651,125144
岩手県,235928,729468,3177,1,103563,618,128570
宮城県,540126,1337712,21135,1,204624,962,313405
秋田県,201517,81563,8352,0,89825,602,102738
山形県,228809,377611,6475,0,90443,363,131528
福島県,407187,1156057,3568,0,180682,851,222086
茨城県,639368,2491785,19619,1,301424,1298,317027
栃木県,424707,1299594,5249,0,215803,1080,202575
群馬県,442090,1288904,7736,0,225131,1100,208123
埼玉県,1803957,5337509,17443,2,1160893,3987,621634
千葉県,1468769,3917683,15801,3,904076,3928,544964
東京都,4356985,12392020,47330,5,3093983,8081,1207591
神奈川県,2224920,7349246,3972,6,1450734,4320,765894
新潟県,460625,1360204,6359,1,223993,447,229826
富山県,237868,512704,3092,1,123822,319,110635
石川県,280182,763788,3872,0,155716,514,120080
福井県,201250,616392,1837,0,110918,199,88296
山梨県,191995,828906,1164,0,93672,417,96742
長野県,462521,1520931,1274,0,461136,880,769
岐阜県,544047,1888951,71,0,284881,1119,257976
静岡県,868888,2610188,8055,0,478956,1406,380471
愛知県,2114980,5951072,2787,3,2107274,4328,591
三重県,461827,1201545,10042,0,226621,1051,224113
滋賀県,374719,1401927,5227,0,225722,678,143092
京都府,679812,1605104,12841,12,459222,1661,206088
大阪府,2836220,13140694,15836,7,2032077,8527,779780
兵庫県,1471316,2465506,12826,1,986750,3899,467841
奈良県,347247,1042258,29823,0,195268,874,121282
和歌山県,240258,319456,36,2,129448,526,110248
鳥取県,143068,1178327,9149,0,44778,267,88874
島根県,169220,551292,333,0,168550,301,36
岡山県,492213,1266338,525,1,490459,856,373
広島県,806125,3360963,15839,2,409656,1367,379263
山口県,315433,1235584,2883,0,158495,754,153301
徳島県,167458,472034,1288,0,90741,421,75008
香川県,253797,581230,2569,1,138120,622,112486
愛媛県,317384,1015915,3702,1,156705,696,156281
高知県,169663,494109,4979,0,94023,600,70061
福岡県,1589533,3918607,26404,1,1029285,3193,530651
佐賀県,261551,377021,12722,0,125171,494,123164
長崎県,337384,1192235,21246,0,177499,646,137993
熊本県,535849,540288,6749,2,320699,1311,207090
大分県,304281,1009928,2097,0,172076,775,129333
宮崎県,320753,238860,3760,0,189320,777,126896
鹿児島県,443374,948486,304,1,286186,890,155994
沖縄県,579436,1448708,1139,0,494076,1013,83208
