都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1326272,3964610,17620,8,717238,4486,586928
青森県,276621,415661,4175,0,151129,638,120679
岩手県,231471,681331,3199,0,103563,598,124111
宮城県,529466,1260390,21363,8,204624,924,302555
秋田県,197583,81563,8410,2,89825,580,98768
山形県,222805,364863,6465,1,90443,353,125544
福島県,397061,1156057,3568,4,180682,805,212006
茨城県,630770,1985898,19796,8,301424,1265,308285
栃木県,416335,1234562,5415,6,215803,1039,194078
群馬県,434862,1222468,7861,2,225131,1054,200816
埼玉県,1783190,5110263,17775,13,1160893,3797,600725
千葉県,1450556,3698650,16585,10,904076,3795,526100
東京都,4310212,11803439,47895,12,3093983,7902,1160432
神奈川県,2198851,6804432,7112,17,1450734,4186,736819
新潟県,448069,1278271,6365,0,223993,422,217289
富山県,233638,499468,3181,1,123822,305,106330
石川県,275173,763788,3885,3,155716,485,115087
福井県,197472,585429,1876,0,110918,195,84483
山梨県,187428,788940,1193,0,93672,384,92179
長野県,449922,1438566,3117,0,446425,838,458
岐阜県,534178,1783430,228,2,284881,1083,247986
静岡県,856041,2464504,8402,5,478956,1348,367335
愛知県,2090117,5607424,8605,13,2075613,4216,1683
三重県,454015,1127045,10112,4,226621,1022,216260
滋賀県,369824,1339107,5313,2,225722,654,138135
京都府,671287,1539610,12903,25,459222,1617,197545
大阪府,2808050,12445361,21158,39,2032077,8312,746503
兵庫県,1453877,2465506,13025,5,986750,3761,450341
奈良県,342644,986847,29886,4,195268,832,116658
和歌山県,235795,319456,115,2,129448,507,105725
鳥取県,139035,1116586,9192,0,44778,253,84812
島根県,164841,522108,1028,0,163244,289,280
岡山県,485941,1196273,3419,9,479753,818,1951
広島県,790337,3323163,15927,3,409656,1319,363435
山口県,308878,1172735,2995,0,158495,724,146664
徳島県,163591,445542,1360,1,90741,400,71090
香川県,249512,551562,2692,3,138120,595,108105
愛媛県,311295,954171,3822,4,156705,669,150099
高知県,167022,494109,5049,0,94023,576,67374
福岡県,1572528,3918607,27044,4,1029285,3116,513083
佐賀県,258767,377021,12778,0,125171,474,120344
長崎県,333182,1113293,22054,1,177499,621,133008
熊本県,529903,540288,6905,3,320699,1272,201027
大分県,299832,1009928,2201,0,172076,743,124812
宮崎県,317371,238860,3793,2,189320,765,123493
鹿児島県,436763,932313,1303,0,286186,861,148413
沖縄県,574830,1401307,984,0,494076,911,78859
