"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",304529,21591,281942,2001,4,1005,2085780,"JP-01"
"Aomori","青森県",49086,3503,45483,100,0,0,226612,"JP-02"
"Iwate","岩手県",28762,2795,25881,86,3,0,253252,"JP-03"
"Miyagi","宮城県",75872,3526,71926,190,2,230,529736,"JP-04"
"Akita","秋田県",26054,2353,23639,62,1,0,58804,"JP-05"
"Yamagata","山形県",23964,1780,22097,87,2,0,185757,"JP-06"
"Fukushima","福島県",53750,4082,49452,216,2,0,766902,"JP-07"
"Ibaraki","茨城県",146635,3012,143200,423,2,0,1240444,"JP-08"
"Tochigi","栃木県",82590,3622,78702,266,1,0,719758,"JP-09"
"Gunma","群馬県",86216,2903,83004,309,0,0,604612,"JP-10"
"Saitama","埼玉県",518330,10637,506219,1474,6,0,2684356,"JP-11"
"Chiba","千葉県",426195,11569,410652,1751,4,2223,1985733,"JP-12"
"Tokyo","東京都",1455565,61248,1389961,4356,8,0,6528071,"JP-13"
"Kanagawa","神奈川県",710750,12464,696143,2143,16,0,2180686,"JP-14"
"Niigata","新潟県",62393,2657,59645,91,0,0,600443,"JP-15"
"Toyama","富山県",32614,1333,31189,92,1,0,230693,"JP-16"
"Ishikawa","石川県",45064,3189,41660,192,6,23,398123,"JP-17"
"Fukui","福井県",28249,1197,27007,45,0,0,298689,"JP-18"
"Yamanashi","山梨県",29297,845,28389,67,0,4,297841,"JP-19"
"Nagano","長野県",63903,2545,61037,181,0,140,671246,"JP-20"
"Gifu","岐阜県",87516,3114,83721,324,1,357,814989,"JP-21"
"Shizuoka","静岡県",149208,4908,143682,403,0,215,1164154,"JP-22"
"Aichi","愛知県",489251,18280,468947,2024,10,0,2555881,"JP-23"
"Mie","三重県",72723,2299,71903,285,2,1764,487499,"JP-24"
"Shiga","滋賀県",82133,2616,79304,213,1,0,588851,"JP-25"
"Kyoto","京都府",184053,6043,176842,706,10,462,783343,"JP-26"
"Osaka","大阪府",905895,25018,875906,4965,22,6,6715729,"JP-27"
"Hyogo","兵庫県",389907,9850,377859,2203,10,5,1478078,"JP-28"
"Nara","奈良県",85949,7127,78450,372,2,0,486463,"JP-29"
"Wakayama","和歌山県",36897,1028,35553,117,0,199,159013,"JP-30"
"Tottori","鳥取県",12576,603,11795,14,0,164,355815,"JP-31"
"Shimane","島根県",14328,1020,13293,15,1,0,187665,"JP-32"
"Okayama","岡山県",82705,3546,77977,241,1,941,534328,"JP-33"
"Hiroshima","広島県",130201,11034,118700,467,5,0,1740436,"JP-34"
"Yamaguchi","山口県",37569,1551,35845,173,2,0,535464,"JP-35"
"Tokushima","徳島県",19109,445,18589,80,0,5,196347,"JP-36"
"Kagawa","香川県",40419,1791,38507,121,0,0,253345,"JP-37"
"Ehime","愛媛県",34273,1621,32515,137,3,0,334702,"JP-38"
"Kochi","高知県",22303,1292,20906,105,1,0,250894,"JP-39"
"Fukuoka","福岡県",379330,14044,357841,1222,7,6223,2494752,"JP-40"
"Saga","佐賀県",46110,2542,40724,104,0,2740,253053,"JP-41"
"Nagasaki","長崎県",46230,3531,45036,123,2,2460,343630,"JP-42"
"Kumamoto","熊本県",84333,4512,79537,284,5,0,261889,"JP-43"
"Oita","大分県",45500,2228,43116,156,1,0,539582,"JP-44"
"Miyazaki","宮崎県",42002,2861,39083,134,3,76,180473,"JP-45"
"Kagoshima","鹿児島県",67568,4300,62562,185,3,521,371477,"JP-46"
"Okinawa","沖縄県",168987,11493,157036,448,15,10,760463,"JP-47"
