都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1327701,3964610,17618,3,717238,4493,588352
青森県,276863,415661,4168,0,151129,638,120928
岩手県,231909,684505,3182,0,103563,601,124563
宮城県,530403,1265194,21364,8,204624,927,303488
秋田県,197797,81563,8405,1,89825,581,98986
山形県,223118,365782,6469,1,90443,354,125852
福島県,397642,1156057,3568,0,180682,810,212582
茨城県,631604,1985898,19738,7,301424,1268,309174
栃木県,416940,1238088,5369,4,215803,1041,194727
群馬県,435436,1227459,7845,3,225131,1060,201400
埼玉県,1784482,5124154,17748,14,1160893,3808,602033
千葉県,1451564,3738199,16320,8,904076,3806,527362
東京都,4312479,11836125,47706,10,3093983,7929,1162861
神奈川県,2200428,6847607,6286,17,1450734,4198,739210
新潟県,448861,1283619,6364,0,223993,422,218082
富山県,234029,487950,3158,1,123822,306,106743
石川県,275546,763788,3885,4,155716,487,115458
福井県,197806,592379,1876,0,110918,195,84817
山梨県,187687,788940,1188,0,93672,387,92440
長野県,450892,1446721,2801,0,447678,842,429
岐阜県,534930,1792129,206,2,284881,1085,248758
静岡県,857131,2474590,8337,2,478956,1356,368482
愛知県,2091912,5629650,7289,10,2078441,4234,1948
三重県,454878,1138814,10109,3,226621,1026,217122
滋賀県,370319,1342780,5310,1,225722,658,138629
京都府,671887,1543716,12887,21,459222,1625,198153
大阪府,2810166,12477570,20669,30,2032077,8329,749091
兵庫県,1455561,2465506,12983,9,986750,3771,452057
奈良県,343041,991316,29878,4,195268,835,117060
和歌山県,236188,319456,98,1,129448,509,106133
鳥取県,139313,1121687,9184,0,44778,253,85098
島根県,165185,522108,1025,0,163691,291,178
岡山県,486551,1196273,3419,9,479753,827,2552
広島県,791484,3327053,15903,3,409656,1323,364602
山口県,309467,1186342,2962,1,158495,730,147280
徳島県,163949,447483,1350,0,90741,402,71456
香川県,249878,553319,2675,3,138120,601,108482
愛媛県,311762,954804,3805,3,156705,672,150580
高知県,167246,494109,5023,0,94023,577,67623
福岡県,1573942,3918607,26982,6,1029285,3128,514547
佐賀県,258995,377021,12774,0,125171,477,120573
長崎県,333518,1119826,22005,1,177499,623,133391
熊本県,530379,540288,6886,4,320699,1274,201520
大分県,300237,1009928,2185,0,172076,746,125230
宮崎県,317610,238860,3788,0,189320,766,123736
鹿児島県,437319,933549,1176,0,286186,863,149094
沖縄県,575025,1403715,866,0,494076,917,79166
