都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,914855,3482033,18519,6,717238,2853,176245
青森県,176366,415661,4368,1,151129,341,20528
岩手県,130305,513369,3310,1,103563,217,23215
宮城県,304477,989605,21867,4,204624,444,77542
秋田県,122734,77052,8691,4,89825,283,23935
山形県,137522,305862,6785,2,90443,228,40066
福島県,223842,1156057,3568,2,180682,315,39277
茨城県,399706,1985898,20183,2,301424,736,77363
栃木県,251289,1011499,5450,5,215803,540,29496
群馬県,266714,969345,8265,1,225131,531,32787
埼玉県,1275759,4185140,18442,14,1160893,2510,93914
千葉県,1012285,3068485,16525,5,904076,2679,89005
東京都,3343691,9906960,50240,20,3093983,6044,193424
神奈川県,1592797,5179692,27208,30,1450734,3092,111763
新潟県,270349,1036367,6562,4,223993,186,39608
富山県,148121,388552,3255,1,123822,188,20856
石川県,181802,763788,3965,2,155716,298,21823
福井県,126105,480936,1999,0,110918,104,13084
山梨県,109351,585964,1430,0,93672,175,14074
長野県,259320,1132527,15241,1,241639,383,2057
岐阜県,326789,1388631,487,0,284881,640,40781
静岡県,536439,1965946,8428,2,478956,786,48269
愛知県,1455920,4381936,25850,7,1418787,3001,8282
三重県,277613,887867,10127,1,226621,556,40309
滋賀県,253970,1020919,5403,3,225722,370,22475
京都府,502163,1268840,13086,26,459222,1135,28720
大阪府,2205188,10313503,37977,24,2032077,6652,128482
兵庫県,1063454,2465506,13187,9,986750,2939,60578
奈良県,242681,788154,29912,4,195268,564,16937
和歌山県,147861,319456,233,3,129448,273,17907
鳥取県,72671,793374,9221,0,44778,89,18583
島根県,94538,395495,2983,1,90994,100,461
岡山県,303508,919348,4511,4,289740,428,8829
広島県,481197,2864497,16183,3,409656,791,54567
山口県,182856,881730,3057,1,158495,406,20898
徳島県,100953,357119,1406,1,90741,189,8617
香川県,157287,436911,2739,4,138120,311,16117
愛媛県,179037,684900,3848,2,156705,293,18191
高知県,106800,494109,5035,0,94023,311,7431
福岡県,1127641,3918607,26913,3,1029285,2046,69397
佐賀県,167142,377021,12842,0,125171,243,28886
長崎県,225986,831605,21536,0,177499,339,26612
熊本県,351363,540288,7032,2,320699,663,22969
大分県,188289,967964,2177,0,172076,397,13639
宮崎県,206928,238860,3826,1,189320,393,13389
鹿児島県,311971,766370,1278,0,286186,552,23955
沖縄県,512546,1241176,2224,4,494076,803,15443
