都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1329027,3964610,17536,4,717238,4502,589751
青森県,277091,415661,4166,0,151129,639,121157
岩手県,232366,687737,3177,0,103563,602,125024
宮城県,531252,1269379,21331,8,204624,930,304367
秋田県,198038,81563,8404,2,89825,583,99226
山形県,223444,365969,6477,1,90443,354,126170
福島県,398391,1156057,3568,0,180682,813,213328
茨城県,632283,1985898,19694,5,301424,1269,309896
栃木県,417596,1241720,5333,5,215803,1045,195415
群馬県,435953,1231687,7855,2,225131,1062,201905
埼玉県,1785861,5136655,17652,13,1160893,3825,603491
千葉県,1452658,3738199,16308,8,904076,3823,528451
東京都,4314898,11864262,47561,11,3093983,7960,1165394
神奈川県,2202042,6860467,4780,18,1450734,4214,742314
新潟県,449632,1285547,6360,0,223993,422,218857
富山県,234431,488859,3130,1,123822,306,107173
石川県,275950,763788,3876,2,155716,489,115869
福井県,198124,592379,1868,0,110918,195,85143
山梨県,188098,798599,1182,0,93672,389,92855
長野県,451770,1448640,2383,0,448975,842,430
岐阜県,535830,1798551,203,2,284881,1088,249658
静岡県,858376,2474590,8318,3,478956,1360,369742
愛知県,2093746,5645654,5269,6,2082465,4241,1771
三重県,455515,1138814,10084,2,226621,1028,217782
滋賀県,370729,1345926,5292,1,225722,661,139054
京都府,672471,1548385,12848,13,459222,1628,198773
大阪府,2812135,12526268,18565,28,2032077,8354,753139
兵庫県,1457102,2465506,12939,8,986750,3774,453639
奈良県,343420,993591,29873,3,195268,838,117441
和歌山県,236574,319456,47,1,129448,510,106569
鳥取県,139578,1124647,9174,0,44778,254,85372
島根県,165583,527504,935,1,164177,292,179
岡山県,487125,1205601,2266,5,483159,828,872
広島県,792648,3328099,15897,2,409656,1327,365768
山口県,310040,1186342,2939,1,158495,732,147874
徳島県,164314,448994,1346,0,90741,405,71822
香川県,250204,554983,2656,2,138120,605,108823
愛媛県,312311,964115,3819,3,156705,675,151112
高知県,167499,494109,5021,3,94023,581,67874
福岡県,1575248,3918607,26812,3,1029285,3137,516014
佐賀県,259221,377021,12751,0,125171,483,120816
長崎県,333896,1122320,21936,1,177499,627,133834
熊本県,530862,540288,6884,4,320699,1277,202002
大分県,300592,1009928,2165,0,172076,750,125601
宮崎県,317824,238860,3781,0,189320,767,123956
鹿児島県,437862,934673,1018,0,286186,865,149793
沖縄県,575207,1405918,762,0,494076,917,79452
