"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",393458,7456,382750,2105,1,1147,2439543,"JP-01"
"Aomori","青森県",68512,4240,64155,117,0,0,278433,"JP-02"
"Iwate","岩手県",41339,2807,38435,97,0,0,312664,"JP-03"
"Miyagi","宮城県",100007,3973,95027,202,1,805,649793,"JP-04"
"Akita","秋田県",33789,1537,32180,72,1,0,64648,"JP-05"
"Yamagata","山形県",32574,1706,30770,98,0,0,205059,"JP-06"
"Fukushima","福島県",69970,2834,66908,228,0,0,897118,"JP-07"
"Ibaraki","茨城県",171260,3987,166820,453,1,0,1380150,"JP-08"
"Tochigi","栃木県",98551,3721,94549,281,0,0,790348,"JP-09"
"Gunma","群馬県",104038,4747,98968,323,0,0,700765,"JP-10"
"Saitama","埼玉県",603042,29646,571729,1667,7,0,3058152,"JP-11"
"Chiba","千葉県",492684,16144,466801,1811,3,7928,2277930,"JP-12"
"Tokyo","東京都",1713982,97804,1611586,4592,15,0,7498055,"JP-13"
"Kanagawa","神奈川県",828946,34586,792110,2250,18,0,3342418,"JP-14"
"Niigata","新潟県",79963,3293,76579,91,0,0,711016,"JP-15"
"Toyama","富山県",43183,2696,40390,97,0,0,271056,"JP-16"
"Ishikawa","石川県",64319,3326,60771,199,1,23,528156,"JP-17"
"Fukui","福井県",42341,2274,40021,46,0,0,353227,"JP-18"
"Yamanashi","山梨県",36792,1796,34934,68,0,6,377768,"JP-19"
"Nagano","長野県",82479,3306,78620,206,0,347,795454,"JP-20"
"Gifu","岐阜県",117337,5920,110013,351,1,1053,976756,"JP-21"
"Shizuoka","静岡県",191971,11704,179299,425,0,543,1366033,"JP-22"
"Aichi","愛知県",604852,30117,572628,2107,1,0,2998909,"JP-23"
"Mie","三重県",94964,5843,90951,317,1,2147,573678,"JP-24"
"Shiga","滋賀県",101736,4634,96880,222,1,0,700322,"JP-25"
"Kyoto","京都府",226528,10730,212677,757,14,2364,897749,"JP-26"
"Osaka","大阪府",1084096,60778,1018088,5230,6,0,7709606,"JP-27"
"Hyogo","兵庫県",468667,18037,448374,2258,5,2,1707296,"JP-28"
"Nara","奈良県",102537,5909,96234,394,3,0,561896,"JP-29"
"Wakayama","和歌山県",49699,3140,46217,118,0,224,192142,"JP-30"
"Tottori","鳥取県",19508,2638,16633,20,0,217,446746,"JP-31"
"Shimane","島根県",29093,7652,21418,23,0,0,245209,"JP-32"
"Okayama","岡山県",109851,1492,103894,252,0,4213,631386,"JP-33"
"Hiroshima","広島県",176733,6090,170146,497,2,0,2025951,"JP-34"
"Yamaguchi","山口県",53582,3436,49965,181,0,0,629555,"JP-35"
"Tokushima","徳島県",26518,1558,24884,86,0,10,236893,"JP-36"
"Kagawa","香川県",54102,2572,51398,132,0,0,301192,"JP-37"
"Ehime","愛媛県",52158,5995,46020,143,2,0,405472,"JP-38"
"Kochi","高知県",33473,2098,31259,116,0,0,330875,"JP-39"
"Fukuoka","福岡県",487375,24726,450060,1292,0,11297,2945453,"JP-40"
"Saga","佐賀県",66185,5780,56193,113,0,4099,310925,"JP-41"
"Nagasaki","長崎県",73373,5233,68027,129,0,16,466453,"JP-42"
"Kumamoto","熊本県",132178,12035,119822,321,3,0,327720,"JP-43"
"Oita","大分県",66416,6144,60101,171,0,0,653999,"JP-44"
"Miyazaki","宮崎県",66204,5965,60002,150,0,87,197675,"JP-45"
"Kagoshima","鹿児島県",105662,8007,95924,215,1,1516,467601,"JP-46"
"Okinawa","沖縄県",284412,22258,261620,497,19,37,970380,"JP-47"
