"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1306002,17949,717238,4386,7,566429,3964610,"JP-01"
"Aomori","青森県",273001,4384,151129,616,4,116872,415661,"JP-02"
"Iwate","岩手県",225213,3234,103563,569,1,117847,657853,"JP-03"
"Miyagi","宮城県",517132,21553,204624,882,6,290073,1219124,"JP-04"
"Akita","秋田県",193539,8622,89825,553,1,94539,81563,"JP-05"
"Yamagata","山形県",217925,6608,90443,342,0,120532,357380,"JP-06"
"Fukushima","福島県",386827,3568,180682,569,1,202008,1156057,"JP-07"
"Ibaraki","茨城県",615366,20446,301424,1189,20,292307,1985898,"JP-08"
"Tochigi","栃木県",404119,5611,215803,962,10,181743,1192963,"JP-09"
"Gunma","群馬県",424859,8095,225131,990,9,190643,1184772,"JP-10"
"Saitama","埼玉県",1754901,18723,1160893,3544,30,571741,4975223,"JP-11"
"Chiba","千葉県",1424262,18063,904076,3495,29,498628,3586421,"JP-12"
"Tokyo","東京都",4262577,50315,3093983,7585,30,1110694,11460571,"JP-13"
"Kanagawa","神奈川県",2162942,26040,1450734,3971,36,682197,6498499,"JP-14"
"Niigata","新潟県",437656,6552,223993,364,1,206747,1240429,"JP-15"
"Toyama","富山県",226762,3321,123822,297,3,99322,468409,"JP-16"
"Ishikawa","石川県",268662,3990,155716,469,1,108487,763788,"JP-17"
"Fukui","福井県",192832,2006,110918,183,2,79725,564408,"JP-18"
"Yamanashi","山梨県",182272,1345,93672,343,1,86912,756196,"JP-19"
"Nagano","長野県",435726,7983,427365,794,1,416,1387724,"JP-20"
"Gifu","岐阜県",518910,513,284881,1018,2,232498,1712805,"JP-21"
"Shizuoka","静岡県",827931,8931,478956,1240,11,338804,2368870,"JP-22"
"Aichi","愛知県",2048324,30015,2007992,3967,39,6350,5334974,"JP-23"
"Mie","三重県",439511,10301,226621,927,4,201662,1080771,"JP-24"
"Shiga","滋賀県",360288,5556,225722,614,1,128396,1239552,"JP-25"
"Kyoto","京都府",659112,13280,459222,1523,45,185087,1495676,"JP-26"
"Osaka","大阪府",2763508,45767,2032077,7956,85,677708,11998491,"JP-27"
"Hyogo","兵庫県",1434367,13516,986750,3598,15,430503,2465506,"JP-28"
"Nara","奈良県",335171,30048,195268,773,10,109082,948298,"JP-29"
"Wakayama","和歌山県",228694,207,129448,472,9,98567,319456,"JP-30"
"Tottori","鳥取県",134447,9266,44778,237,0,80166,1078378,"JP-31"
"Shimane","島根県",159219,2443,156222,265,0,289,503752,"JP-32"
"Okayama","岡山県",472693,10641,457083,770,13,4199,1132746,"JP-33"
"Hiroshima","広島県",770809,16259,409656,1237,10,343657,3293865,"JP-34"
"Yamaguchi","山口県",297680,3113,158495,678,0,135394,1133706,"JP-35"
"Tokushima","徳島県",157342,1430,90741,375,5,64796,426246,"JP-36"
"Kagawa","香川県",241707,2902,138120,554,5,100131,529647,"JP-37"
"Ehime","愛媛県",301084,3939,156705,613,2,139827,921568,"JP-38"
"Kochi","高知県",158952,5103,94023,539,4,59287,494109,"JP-39"
"Fukuoka","福岡県",1542619,28754,1029285,2941,19,481639,3918607,"JP-40"
"Saga","佐賀県",253833,12923,125171,443,4,115296,377021,"JP-41"
"Nagasaki","長崎県",325734,22723,177499,570,2,124942,1059701,"JP-42"
"Kumamoto","熊本県",519668,7384,320699,1186,24,190399,540288,"JP-43"
"Oita","大分県",292018,2315,172076,651,2,116976,1009928,"JP-44"
"Miyazaki","宮崎県",311205,3926,189320,714,4,117245,238860,"JP-45"
"Kagoshima","鹿児島県",426437,4015,286186,802,10,135434,915947,"JP-46"
"Okinawa","沖縄県",570374,3308,494076,873,4,72117,1367319,"JP-47"
