都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,745883,3094930,17794,3,717238,2584,8267
青森県,156673,415661,4288,1,151129,293,963
岩手県,108175,456586,3229,1,103563,192,1191
宮城県,259015,875994,21410,3,204624,393,32588
秋田県,100256,74932,8599,3,89825,223,1609
山形県,105682,285732,6628,0,90443,194,8417
福島県,186600,1156057,3568,0,180682,260,2090
茨城県,362790,1654084,20052,3,301424,679,40635
栃木県,223815,954715,5412,2,215803,490,2110
群馬県,235863,890537,8126,2,225131,465,2141
埼玉県,1188562,3940516,17979,12,1160893,2368,7322
千葉県,945857,2877602,16512,4,904076,2559,22710
東京都,3165034,9362718,49313,14,3093983,5810,15928
神奈川県,1484896,4718336,23103,23,1450734,2964,8095
新潟県,233099,953284,6429,1,223993,157,2520
富山県,128656,363510,3201,0,123822,177,1456
石川県,161442,763788,3951,1,155716,281,1494
福井県,113939,455127,1915,0,110918,98,1008
山梨県,95720,511528,1226,0,93672,153,669
長野県,207461,1027740,5754,1,200644,347,716
岐阜県,293151,1294569,4981,0,284881,587,2702
静岡県,491720,1817415,8311,2,478956,744,3709
愛知県,1359874,4104468,24014,9,1329294,2862,3704
三重県,253017,820741,10190,3,226621,525,15681
滋賀県,233205,959702,5361,0,225722,319,1803
京都府,476660,1204620,12958,18,459222,1055,3425
大阪府,2093377,9694511,45748,26,2032077,6420,9132
兵庫県,1005555,2465506,13130,7,986750,2847,2828
奈良県,226967,737418,29894,4,195268,522,1283
和歌山県,132966,319456,116,1,129448,249,3153
鳥取県,62799,713563,9230,1,44778,73,8718
島根県,82317,359474,2006,0,79992,94,225
岡山県,274316,851339,6379,4,259947,405,7585
広島県,426958,2686976,16050,2,409656,752,500
山口県,163463,834465,2983,2,158495,387,1598
徳島県,92865,326119,1358,1,90741,174,592
香川県,142199,404350,2669,3,138120,291,1119
愛媛県,161975,627254,3776,1,156705,288,1206
高知県,100064,494109,5051,3,94023,294,696
福岡県,1077766,3918607,27486,6,1029285,1942,19053
佐賀県,157057,377021,12816,2,125171,223,18847
長崎県,211992,753347,21660,3,177499,327,12506
熊本県,330035,540288,7040,6,320699,637,1659
大分県,175572,888535,2199,1,172076,364,933
宮崎県,195271,238860,3860,3,189320,358,1733
鹿児島県,298741,742396,1355,1,286186,538,10662
沖縄県,499767,1181266,3065,5,494076,714,1912
