"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",735575,18383,715135,2573,2,516,3069351,"JP-01"
"Aomori","青森県",155377,4504,150586,287,2,0,414508,"JP-02"
"Iwate","岩手県",106600,2850,103559,191,1,0,453251,"JP-03"
"Miyagi","宮城県",255693,21454,204624,387,6,29228,867673,"JP-04"
"Akita","秋田県",98395,8602,89572,221,3,0,74586,"JP-05"
"Yamagata","山形県",103477,6647,90443,191,0,6196,283171,"JP-06"
"Fukushima","福島県",183852,3813,179779,260,0,0,1149922,"JP-07"
"Ibaraki","茨城県",358207,20090,301424,668,5,36025,1654084,"JP-08"
"Tochigi","栃木県",221257,5472,215298,487,3,0,950918,"JP-09"
"Gunma","群馬県",230958,8324,224316,463,2,2145,885827,"JP-10"
"Saitama","埼玉県",1177433,16429,1158650,2354,10,0,3915381,"JP-11"
"Chiba","千葉県",937738,16849,904076,2533,7,14280,2843675,"JP-12"
"Tokyo","東京都",3143112,49249,3088077,5786,16,0,9305134,"JP-13"
"Kanagawa","神奈川県",1473152,24141,1446052,2959,27,0,4650197,"JP-14"
"Niigata","新潟県",230004,6866,222987,151,0,0,943254,"JP-15"
"Toyama","富山県",126917,3407,123339,171,0,0,359384,"JP-16"
"Ishikawa","石川県",159270,3749,155218,280,0,23,762569,"JP-17"
"Fukui","福井県",112517,1788,110631,98,0,0,452821,"JP-18"
"Yamanashi","山梨県",94018,2117,91756,152,0,7,511528,"JP-19"
"Nagano","長野県",204199,4300,198736,334,2,829,1017239,"JP-20"
"Gifu","岐阜県",290445,4921,284060,581,0,883,1286078,"JP-21"
"Shizuoka","静岡県",487238,9665,470938,737,5,5898,1797604,"JP-22"
"Aichi","愛知県",1348425,29201,1316376,2848,8,0,4057828,"JP-23"
"Mie","三重県",249971,10234,226621,523,1,12593,820741,"JP-24"
"Shiga","滋賀県",230964,5648,225002,314,2,0,955088,"JP-25"
"Kyoto","京都府",473258,14323,457250,1044,22,641,1199379,"JP-26"
"Osaka","大阪府",2081168,46246,2028522,6400,34,0,9647609,"JP-27"
"Hyogo","兵庫県",999303,14513,981948,2842,15,0,2457970,"JP-28"
"Nara","奈良県",224800,30241,194038,521,2,0,730971,"JP-29"
"Wakayama","和歌山県",131914,2497,128861,247,5,309,318968,"JP-30"
"Tottori","鳥取県",61904,9238,44778,72,1,7816,704423,"JP-31"
"Shimane","島根県",81355,2296,78967,92,0,0,359474,"JP-32"
"Okayama","岡山県",271200,6379,259947,402,4,4472,816883,"JP-33"
"Hiroshima","広島県",423649,17158,405746,745,3,0,2686976,"JP-34"
"Yamaguchi","山口県",161518,3283,157853,382,1,0,827032,"JP-35"
"Tokushima","徳島県",92063,1433,90459,171,3,0,289701,"JP-36"
"Kagawa","香川県",140878,2948,137643,287,3,0,401957,"JP-37"
"Ehime","愛媛県",160443,3755,156400,288,2,0,625948,"JP-38"
"Kochi","高知県",99208,5176,93739,293,4,0,487995,"JP-39"
"Fukuoka","福岡県",1072948,27586,1027150,1925,9,16287,3913414,"JP-40"
"Saga","佐賀県",155943,12834,125171,218,2,17720,377021,"JP-41"
"Nagasaki","長崎県",210546,21835,177499,322,2,10890,742894,"JP-42"
"Kumamoto","熊本県",325661,8680,316363,618,6,0,540288,"JP-43"
"Oita","大分県",174333,2531,171450,352,4,0,888513,"JP-44"
"Miyazaki","宮崎県",193784,3700,189007,355,2,722,238767,"JP-45"
"Kagoshima","鹿児島県",296764,1752,286186,531,1,8295,739930,"JP-46"
"Okinawa","沖縄県",497868,3287,493597,711,5,273,1177701,"JP-47"
