都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,801481,3286761,17915,1,717238,2687,63641
青森県,163728,415661,4309,0,151129,314,7976
岩手県,115457,482832,3228,0,103563,200,8466
宮城県,274299,947885,21427,1,204624,405,47843
秋田県,109316,76055,8614,2,89825,244,10633
山形県,117760,296498,6528,0,90443,202,20587
福島県,200165,1156057,3568,0,180682,292,15623
茨城県,378735,1815549,19921,1,301424,709,56681
栃木県,234341,983462,5343,2,215803,513,12682
群馬県,248473,931052,8022,1,225131,497,14823
埼玉県,1223654,4067746,17900,7,1160893,2468,42393
千葉県,974546,2972674,16133,1,904076,2628,51709
東京都,3238861,9639023,48533,11,3093983,5967,90378
神奈川県,1529015,4953188,12997,18,1450734,3043,62241
新潟県,246748,995294,6377,0,223993,174,16204
富山県,136936,379156,3213,0,123822,181,9720
石川県,170097,763788,3910,0,155716,294,10177
福井県,119035,468725,1883,0,110918,102,6132
山梨県,100480,565403,1257,1,93672,167,5384
長野県,225505,1076590,6199,0,218446,362,498
岐阜県,306634,1341317,278,0,284881,611,20864
静岡県,511433,1896535,8225,4,478956,762,23490
愛知県,1395866,4257008,10859,8,1380545,2944,1518
三重県,264193,864875,10114,1,226621,546,26912
滋賀県,242216,994954,5292,0,225722,347,10855
京都府,487424,1237707,12864,8,459222,1117,14221
大阪府,2146294,10026239,30933,19,2032077,6567,76717
兵庫県,1030416,2465506,13036,2,986750,2906,27724
奈良県,233985,763564,29867,2,195268,552,8298
和歌山県,139394,319456,124,1,129448,258,9564
鳥取県,66862,750878,9202,0,44778,85,12797
島根県,87294,377993,1470,0,85509,98,217
岡山県,287649,899165,4904,3,280578,416,1751
広島県,449363,2788928,15963,0,409656,777,22967
山口県,171567,857064,2977,2,158495,395,9700
徳島県,96347,343542,1321,0,90741,179,4106
香川県,147585,419655,2602,0,138120,302,6561
愛媛県,168738,658979,3734,1,156705,289,8010
高知県,103227,494109,5018,0,94023,305,3881
福岡県,1100399,3918607,26680,3,1029285,2009,42425
佐賀県,161569,377021,12797,1,125171,232,23369
長崎県,217917,793605,21345,0,177499,335,18738
熊本県,339579,540288,6965,1,320699,656,11259
大分県,181561,933545,2152,1,172076,388,6945
宮崎県,200895,238860,3803,1,189320,382,7390
鹿児島県,306015,755969,1178,0,286186,548,18103
沖縄県,507201,1219791,2958,3,494076,775,9392
