都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1238229,3964610,18482,10,717238,4063,498446
青森県,253388,415661,4572,3,151129,541,97146
岩手県,204062,617599,3377,0,103563,431,96691
宮城県,470228,1151542,22188,21,204624,742,242674
秋田県,179656,81161,8809,4,89825,479,80543
山形県,202115,343532,6951,0,90443,311,104410
福島県,346570,1156057,3568,2,180682,453,161867
茨城県,545706,1985898,20908,25,301424,991,222383
栃木県,359603,1135609,5866,10,215803,778,137156
群馬県,379237,1111426,8354,14,225131,808,144944
埼玉県,1619436,4708490,19544,36,1160893,2955,436044
千葉県,1296699,3392797,18489,18,904076,3014,371120
東京都,4015720,10930957,53778,45,3093983,6828,861131
神奈川県,2000004,5974666,62052,55,1450734,3576,483642
新潟県,400170,1181317,6786,5,223993,285,169106
富山県,205894,427812,3415,5,123822,256,78401
石川県,241948,763788,4100,3,155716,399,81733
福井県,172891,534033,2130,1,110918,148,59695
山梨県,158259,689858,1546,0,93672,261,62780
長野県,388768,1301510,14624,2,372778,671,695
岐阜県,456858,1590207,803,2,284881,872,170302
静岡県,705001,2193960,9139,4,478956,948,215958
愛知県,1856664,4924051,62859,21,1781051,3503,9251
三重県,376787,993801,10388,4,226621,715,139063
滋賀県,324150,1163762,5667,7,225722,489,92272
京都府,605709,1415369,13526,75,459222,1316,131645
大阪府,2562954,11367471,82712,70,2032077,7201,440964
兵庫県,1285701,2465506,14078,31,986750,3245,281628
奈良県,303242,878644,30145,13,195268,671,77158
和歌山県,197392,319456,257,5,129448,387,67300
鳥取県,113582,971020,9313,0,44778,159,59332
島根県,139137,466454,5632,1,132611,193,701
岡山県,411127,1045577,21616,13,375427,599,13485
広島県,672088,3256361,16616,12,409656,1035,244781
山口県,250430,1031617,3227,5,158495,542,88166
徳島県,134288,397566,1567,3,90741,285,41695
香川県,209406,491631,3209,6,138120,439,67638
愛媛県,256957,833142,4105,7,156705,446,95701
高知県,139760,494109,5154,8,94023,418,40165
福岡県,1385466,3918607,30960,16,1029285,2353,322868
佐賀県,222661,377021,13103,3,125171,348,84039
長崎県,284404,958393,23559,3,177499,430,82916
熊本県,458456,540288,8159,17,320699,893,128705
大分県,253337,1009928,2448,3,172076,501,78312
宮崎県,266237,238860,4013,3,189320,516,72388
鹿児島県,371564,844687,8947,7,286186,613,75818
沖縄県,545537,1315264,7804,4,494076,837,42820
