"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",62133,537,60025,1476,0,95,1297501,"JP-01"
"Aomori","青森県",5967,65,5864,38,0,0,106814,"JP-02"
"Iwate","岩手県",3529,40,3436,53,0,0,138755,"JP-03"
"Miyagi","宮城県",16394,89,16173,118,0,14,270924,"JP-04"
"Akita","秋田県",1946,12,1907,27,0,0,27703,"JP-05"
"Yamagata","山形県",3653,46,3551,56,0,0,116909,"JP-06"
"Fukushima","福島県",9660,130,9354,176,0,0,479148,"JP-07"
"Ibaraki","茨城県",24835,343,24272,220,0,0,40625,"JP-08"
"Tochigi","栃木県",15974,353,15504,117,0,0,536507,"JP-09"
"Gunma","群馬県",17865,463,17224,178,0,0,362913,"JP-10"
"Saitama","埼玉県",117646,1560,115027,1059,1,0,1682566,"JP-11"
"Chiba","千葉県",101876,916,99676,1028,0,256,1267668,"JP-12"
"Tokyo","東京都",388766,5646,379945,3175,4,0,4261890,"JP-13"
"Kanagawa","神奈川県",171770,1802,168649,1319,3,0,1868605,"JP-14"
"Niigata","新潟県",8643,407,8173,63,0,0,337907,"JP-15"
"Toyama","富山県",4946,77,4817,52,0,0,134217,"JP-16"
"Ishikawa","石川県",8135,106,7869,139,0,21,217274,"JP-17"
"Fukui","福井県",3252,135,3079,38,0,0,129430,"JP-18"
"Yamanashi","山梨県",5205,42,5134,29,0,0,138818,"JP-19"
"Nagano","長野県",9482,426,8928,97,1,31,375306,"JP-20"
"Gifu","岐阜県",19579,261,19065,219,0,34,482880,"JP-21"
"Shizuoka","静岡県",27393,368,26598,209,2,218,741868,"JP-22"
"Aichi","愛知県",108032,1284,105587,1161,1,0,1538543,"JP-23"
"Mie","三重県",14953,136,14986,163,0,332,276023,"JP-24"
"Shiga","滋賀県",13014,503,12407,104,0,0,302506,"JP-25"
"Kyoto","京都府",37160,855,35887,292,9,126,483537,"JP-26"
"Osaka","大阪府",207806,3794,200946,3066,47,0,4339560,"JP-27"
"Hyogo","兵庫県",79705,745,77562,1398,2,0,885226,"JP-28"
"Nara","奈良県",16416,452,15815,149,0,0,287960,"JP-29"
"Wakayama","和歌山県",5401,93,5137,62,1,109,69336,"JP-30"
"Tottori","鳥取県",1738,69,1639,5,0,25,176349,"JP-31"
"Shimane","島根県",1928,178,1745,5,0,0,66059,"JP-32"
"Okayama","岡山県",15859,17,15421,136,0,285,310392,"JP-33"
"Hiroshima","広島県",24453,2226,22024,203,2,0,1014281,"JP-34"
"Yamaguchi","山口県",6892,1013,5786,93,1,0,222391,"JP-35"
"Tokushima","徳島県",3335,46,3225,66,0,2,119299,"JP-36"
"Kagawa","香川県",4805,98,4668,38,0,1,148600,"JP-37"
"Ehime","愛媛県",5581,168,5331,82,0,0,177251,"JP-38"
"Kochi","高知県",4207,39,4135,33,0,0,114161,"JP-39"
"Fukuoka","福岡県",75757,738,74178,627,3,214,1469012,"JP-40"
"Saga","佐賀県",6112,157,5897,30,0,28,124851,"JP-41"
"Nagasaki","長崎県",6299,173,6054,73,0,1,208632,"JP-42"
"Kumamoto","熊本県",14457,34,14287,136,0,0,126013,"JP-43"
"Oita","大分県",8298,111,8103,84,0,0,314446,"JP-44"
"Miyazaki","宮崎県",6163,45,6096,41,0,19,73188,"JP-45"
"Kagoshima","鹿児島県",9718,488,9057,66,0,107,180864,"JP-46"
"Okinawa","沖縄県",58209,7511,50303,398,23,3,458279,"JP-47"
