都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1048329,3682145,18812,16,717238,3194,309085
青森県,195503,415661,4587,4,151129,387,39400
岩手県,151019,548173,3381,1,103563,259,43816
宮城県,353765,1052112,22318,17,204624,507,126316
秋田県,140366,78366,8799,1,89825,317,41425
山形県,160285,320332,6949,1,90443,254,62639
福島県,259865,1156057,3568,2,180682,340,75275
茨城県,433405,1985898,20567,9,301424,773,110641
栃木県,278466,1045619,5651,4,215803,581,56431
群馬県,294708,1008015,8322,6,225131,591,60664
埼玉県,1353225,4320266,18997,17,1160893,2591,170744
千葉県,1073005,3146212,16888,12,904076,2728,149313
東京都,3497687,10145118,51901,17,3093983,6162,345641
神奈川県,1689147,5392417,42853,30,1450734,3154,192406
新潟県,306828,1078664,6727,2,223993,199,75909
富山県,163492,404171,3442,2,123822,201,36027
石川県,197828,763788,4094,1,155716,317,37701
福井県,137513,493162,2048,0,110918,117,24430
山梨県,123220,625587,1478,0,93672,189,27881
長野県,304190,1186889,20118,2,282645,450,977
岐阜県,356588,1445285,725,0,284881,690,70292
静岡県,570136,2021666,8423,1,478956,802,81955
愛知県,1548763,4531998,44032,23,1493442,3074,8215
三重県,297692,911828,10276,3,226621,577,60218
滋賀県,269598,1076650,5555,3,225722,378,37943
京都府,522060,1305713,13286,53,459222,1161,48391
大阪府,2275542,10609111,48671,22,2032077,6736,188058
兵庫県,1103280,2465506,13391,17,986750,2984,100155
奈良県,254501,810242,29961,7,195268,584,28688
和歌山県,157380,319456,211,2,129448,293,27428
鳥取県,80191,834664,9291,0,44778,104,26018
島根県,104152,412406,4117,3,99672,113,250
岡山県,326652,964408,9986,7,308906,456,7304
広島県,525995,2976836,16355,10,409656,859,99125
山口県,193828,901613,3066,1,158495,417,31850
徳島県,106725,367846,1417,1,90741,206,14361
香川県,167089,450877,2843,3,138120,323,25803
愛媛県,191584,721794,3938,1,156705,319,30622
高知県,112288,494109,5068,1,94023,325,12872
福岡県,1165751,3918607,27532,3,1029285,2084,106850
佐賀県,175905,377021,12913,0,125171,262,37559
長崎県,235129,862032,21711,1,177499,351,35568
熊本県,366067,540288,7145,3,320699,689,37534
大分県,198497,1001437,2242,3,172076,404,23775
宮崎県,214373,238860,3864,1,189320,403,20786
鹿児島県,319636,778864,1983,1,286186,561,30906
沖縄県,518277,1259907,3035,8,494076,815,20351
