都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1300561,3964610,18071,8,717238,4340,560912
青森県,271696,415661,4432,3,151129,603,115532
岩手県,223686,652294,3270,1,103563,550,116303
宮城県,513489,1210727,21681,6,204624,860,286324
秋田県,192463,81563,8654,0,89825,545,93439
山形県,216783,356336,6637,0,90443,339,119364
福島県,383759,1156057,3568,2,180682,563,198946
茨城県,608412,1985898,20596,20,301424,1156,285236
栃木県,400424,1182884,5681,11,215803,948,177992
群馬県,421577,1172370,8182,9,225131,966,187298
埼玉県,1745591,4944858,18950,33,1160893,3447,562301
千葉県,1414361,3538123,18436,35,904076,3430,488419
東京都,4245277,11391647,51067,34,3093983,7488,1092739
神奈川県,2150298,6439754,33580,47,1450734,3922,662062
新潟県,434940,1234219,6556,1,223993,350,204041
富山県,224853,465291,3306,6,123822,291,97434
石川県,266867,763788,4055,3,155716,465,106631
福井県,191222,564408,2059,1,110918,180,78065
山梨県,180417,743108,1401,0,93672,331,85013
長野県,431540,1382217,10222,2,420180,779,359
岐阜県,514583,1698384,606,4,284881,1001,228095
静岡県,819383,2350595,9067,17,478956,1172,330188
愛知県,2034650,5293262,41935,37,1976852,3895,11968
三重県,434503,1080771,10372,4,226621,905,196605
滋賀県,357493,1233114,5606,3,225722,599,125566
京都府,655363,1484253,13368,57,459222,1489,181284
大阪府,2749326,11895047,58613,91,2032077,7842,650794
兵庫県,1423943,2465506,13708,19,986750,3546,419939
奈良県,332498,940625,30080,8,195268,755,106395
和歌山県,226727,319456,234,14,129448,464,96581
鳥取県,133030,1070115,9277,0,44778,231,78744
島根県,157769,495088,2722,0,154170,261,616
岡山県,468495,1132746,18149,18,438959,754,10633
広島県,763599,3327739,16398,22,409656,1205,336340
山口県,294810,1114017,3194,1,158495,665,132456
徳島県,155707,420804,1470,4,90741,362,63134
香川県,239305,525256,2898,3,138120,543,97744
愛媛県,298249,909625,3999,2,156705,594,136951
高知県,157653,494109,5145,6,94023,525,57960
福岡県,1532629,3918607,29350,22,1029285,2861,471133
佐賀県,252201,377021,12988,7,125171,435,113607
長崎県,323461,1021670,23183,3,177499,553,122226
熊本県,516395,540288,7501,26,320699,1147,187048
大分県,289701,1009928,2383,2,172076,622,114620
宮崎県,309105,238860,4004,6,189320,695,115086
鹿児島県,423242,910510,5521,7,286186,765,130770
沖縄県,568869,1359948,3870,8,494076,858,70065
