都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,747821,3104391,17790,3,717238,2586,10207
青森県,156915,415661,4290,1,151129,298,1198
岩手県,108483,458222,3219,1,103563,192,1509
宮城県,259671,908329,21416,3,204624,393,33238
秋田県,100604,74932,8561,3,89825,225,1993
山形県,106159,286142,6617,0,90443,194,8905
福島県,187133,1156057,3568,0,180682,260,2623
茨城県,363827,1815549,20076,2,301424,682,41645
栃木県,224283,956996,5429,1,215803,490,2561
群馬県,236427,891874,8133,3,225131,468,2695
埼玉県,1190541,3948121,17992,11,1160893,2375,9281
千葉県,947470,2877602,16502,4,904076,2569,24323
東京都,3169592,9377878,49174,15,3093983,5822,20613
神奈川県,1487264,4731487,23390,23,1450734,2967,10173
新潟県,233665,955333,6439,2,223993,157,3076
富山県,129048,364448,3196,0,123822,177,1853
石川県,161807,763788,3932,1,155716,281,1878
福井県,114216,455127,1913,0,110918,98,1287
山梨県,95960,511528,1222,0,93672,153,913
長野県,208226,1029344,5570,1,201764,347,545
岐阜県,293761,1297633,4981,0,284881,588,3311
静岡県,492712,1821704,8295,2,478956,746,4715
愛知県,1361746,4114783,20345,9,1335914,2866,2621
三重県,253722,820741,10188,2,226621,527,16386
滋賀県,233624,962918,5347,0,225722,321,2234
京都府,477232,1206846,12955,15,459222,1059,3996
大阪府,2096003,9711558,41275,25,2032077,6429,16222
兵庫県,1006815,2465506,13135,7,986750,2854,4076
奈良県,227269,738570,29906,3,195268,526,1569
和歌山県,133252,319456,118,3,129448,249,3437
鳥取県,62972,714290,9223,0,44778,74,8897
島根県,82512,363782,1917,0,80306,94,195
岡山県,274919,851339,6379,4,259947,408,8185
広島県,428512,2731202,16028,2,409656,754,2074
山口県,163834,834465,2974,2,158495,389,1976
徳島県,93041,327411,1351,0,90741,174,775
香川県,142433,405424,2680,3,138120,291,1342
愛媛県,162242,627623,3774,1,156705,288,1475
高知県,100224,494109,5055,2,94023,294,852
福岡県,1078876,3918607,27341,5,1029285,1952,20298
佐賀県,157306,377021,12824,2,125171,224,19087
長崎県,212338,755130,21588,2,177499,328,12923
熊本県,330532,540288,7021,5,320699,639,2173
大分県,175819,888535,2183,1,172076,364,1196
宮崎県,195542,238860,3868,3,189320,359,1995
鹿児島県,299157,743176,1199,1,286186,540,11232
沖縄県,500206,1182548,3044,5,494076,718,2368
