都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1075302,3717190,18807,14,717238,3319,335938
青森県,208778,415661,4622,4,151129,398,52629
岩手県,156557,554294,3377,1,103563,270,49347
宮城県,365714,1058599,22296,18,204624,523,138271
秋田県,145333,78993,8867,1,89825,328,46313
山形県,165620,323832,6922,0,90443,257,67998
福島県,268778,1156057,3568,3,180682,351,84177
茨城県,440625,1985898,20519,10,301424,791,117891
栃木県,285697,1050125,5629,4,215803,590,63675
群馬県,302031,1020252,8316,7,225131,606,67978
埼玉県,1374558,4352421,19172,19,1160893,2610,191883
千葉県,1089532,3188882,17052,8,904076,2745,165659
東京都,3539099,10237576,51890,19,3093983,6194,387032
神奈川県,1713763,5471938,46057,26,1450734,3167,213805
新潟県,316137,1091475,6736,4,223993,204,85204
富山県,167855,409599,3390,1,123822,203,40440
石川県,202060,763788,4107,1,155716,320,41917
福井県,140409,499868,2059,0,110918,121,27311
山梨県,126368,625587,1455,0,93672,194,31047
長野県,313274,1207847,19299,3,290806,487,2682
岐阜県,364869,1459598,714,0,284881,696,78578
静岡県,578912,2042322,8417,1,478956,810,90729
愛知県,1575211,4586236,46511,19,1508944,3089,16667
三重県,302375,925795,10268,5,226621,580,64906
滋賀県,274042,1083839,5579,2,225722,384,42357
京都府,528049,1313079,13298,61,459222,1169,54360
大阪府,2294659,10658602,52346,31,2032077,6755,203481
兵庫県,1114096,2465506,13488,16,986750,2995,110863
奈良県,258073,819569,29983,4,195268,591,32231
和歌山県,159389,319456,206,2,129448,298,29437
鳥取県,82448,840919,9305,0,44778,111,28254
島根県,106606,412406,4216,1,101614,124,652
岡山県,332355,964408,9986,7,308906,461,13002
広島県,534722,2976836,16359,9,409656,867,107840
山口県,196829,910816,3081,0,158495,427,34826
徳島県,108431,371318,1423,2,90741,213,16054
香川県,169825,456094,2868,1,138120,326,28511
愛媛県,195137,725329,3900,1,156705,324,34208
高知県,114219,494109,5067,2,94023,330,14799
福岡県,1176797,3918607,27572,5,1029285,2097,117843
佐賀県,178594,377021,12917,1,125171,267,40239
長崎県,237798,874974,21683,2,177499,352,38264
熊本県,370523,540288,7175,8,320699,695,41954
大分県,201269,1009928,2253,4,172076,406,26534
宮崎県,216511,238860,3870,1,189320,405,22916
鹿児島県,321781,781346,2142,1,286186,561,32892
沖縄県,520208,1263823,3353,10,494076,815,21964
