"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60730,98,59161,1470,2,1,1157263,"JP-01"
"Aomori","青森県",5892,17,5837,38,1,0,94589,"JP-02"
"Iwate","岩手県",3486,0,3433,53,0,0,126071,"JP-03"
"Miyagi","宮城県",16261,7,16134,118,1,2,247942,"JP-04"
"Akita","秋田県",1903,6,1870,27,0,0,26882,"JP-05"
"Yamagata","山形県",3548,8,3484,56,0,0,103042,"JP-06"
"Fukushima","福島県",9483,7,9301,175,2,0,427097,"JP-07"
"Ibaraki","茨城県",24394,26,24150,218,2,0,40489,"JP-08"
"Tochigi","栃木県",15443,13,15314,116,1,0,496060,"JP-09"
"Gunma","群馬県",16780,62,16542,176,0,0,311128,"JP-10"
"Saitama","埼玉県",115585,148,114395,1042,17,0,1511573,"JP-11"
"Chiba","千葉県",100292,92,99171,1023,5,6,1117284,"JP-12"
"Tokyo","東京都",381610,378,378090,3142,14,0,3805021,"JP-13"
"Kanagawa","神奈川県",168882,158,167417,1307,10,0,1665275,"JP-14"
"Niigata","新潟県",7991,14,7916,61,0,0,298754,"JP-15"
"Toyama","富山県",4866,12,4802,52,0,0,119767,"JP-16"
"Ishikawa","石川県",7963,21,7791,129,1,22,200729,"JP-17"
"Fukui","福井県",3104,1,3065,38,0,0,119925,"JP-18"
"Yamanashi","山梨県",5155,5,5121,29,0,0,121233,"JP-19"
"Nagano","長野県",8871,30,8800,96,0,55,332057,"JP-20"
"Gifu","岐阜県",19112,64,18816,218,1,14,427835,"JP-21"
"Shizuoka","静岡県",26740,15,26516,209,0,0,649567,"JP-22"
"Aichi","愛知県",106309,197,104956,1156,5,0,1368278,"JP-23"
"Mie","三重県",14783,32,14911,163,1,323,244929,"JP-24"
"Shiga","滋賀県",12403,42,12258,103,0,0,269516,"JP-25"
"Kyoto","京都府",35870,59,35516,290,1,5,435982,"JP-26"
"Osaka","大阪府",202373,512,197333,3045,46,1483,3700207,"JP-27"
"Hyogo","兵庫県",78405,218,76792,1395,7,0,779493,"JP-28"
"Nara","奈良県",15876,46,15681,149,0,0,259808,"JP-29"
"Wakayama","和歌山県",5291,5,5119,62,1,105,66396,"JP-30"
"Tottori","鳥取県",1666,6,1630,5,0,25,153665,"JP-31"
"Shimane","島根県",1702,39,1658,5,1,0,57507,"JP-32"
"Okayama","岡山県",15284,33,15099,136,1,16,276298,"JP-33"
"Hiroshima","広島県",22034,55,21777,202,0,0,925167,"JP-34"
"Yamaguchi","山口県",5730,38,5599,93,0,0,194711,"JP-35"
"Tokushima","徳島県",3285,3,3217,65,0,0,107773,"JP-36"
"Kagawa","香川県",4703,3,4661,38,0,1,133947,"JP-37"
"Ehime","愛媛県",5374,53,5239,82,0,0,159612,"JP-38"
"Kochi","高知県",4160,12,4116,32,0,0,101869,"JP-39"
"Fukuoka","福岡県",74404,95,73676,621,8,12,1302280,"JP-40"
"Saga","佐賀県",5853,31,5845,30,0,53,108812,"JP-41"
"Nagasaki","長崎県",6110,26,6011,73,0,0,186601,"JP-42"
"Kumamoto","熊本県",14391,14,14241,136,2,0,124195,"JP-43"
"Oita","大分県",8186,3,8099,84,0,0,276480,"JP-44"
"Miyazaki","宮崎県",6151,6,6088,41,0,16,73029,"JP-45"
"Kagoshima","鹿児島県",9101,4,9031,66,0,0,170910,"JP-46"
"Okinawa","沖縄県",50212,139,49673,380,4,20,407959,"JP-47"
