都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1119377,3806912,18777,11,717238,3510,379852
青森県,218065,415661,4695,2,151129,427,61814
岩手県,166343,567837,3401,1,103563,295,59084
宮城県,388814,1082839,22327,11,204624,565,161298
秋田県,154261,79652,8875,2,89825,343,55218
山形県,174715,329549,6787,1,90443,269,77216
福島県,285940,1156057,3568,1,180682,368,101322
茨城県,458717,1985898,20632,12,301424,822,135839
栃木県,300149,1069429,5726,6,215803,613,78007
群馬県,316911,1037257,8368,8,225131,637,82775
埼玉県,1419502,4422765,19449,24,1160893,2661,236499
千葉県,1125247,3228518,17373,8,904076,2774,201024
東京都,3624056,10380203,51921,17,3093983,6307,471845
神奈川県,1764584,5586004,49971,36,1450734,3245,260634
新潟県,334644,1113182,6771,4,223993,220,103660
富山県,176014,416706,3435,1,123822,211,48546
石川県,209991,763788,4111,2,155716,334,49830
福井県,146074,506862,2077,0,110918,128,32951
山梨県,132326,641504,1419,0,93672,207,37028
長野県,330146,1232635,17119,5,310105,516,2406
岐阜県,380453,1488016,663,2,284881,713,94196
静岡県,597771,2072816,8484,2,478956,830,109501
愛知県,1623803,4660469,47671,21,1555401,3143,17588
三重県,313122,939363,10303,5,226621,598,75600
滋賀県,282581,1101096,5576,4,225722,410,50873
京都府,540685,1332189,13337,63,459222,1192,66934
大阪府,2335117,10784977,57419,40,2032077,6802,238819
兵庫県,1139117,2465506,13602,17,986750,3028,135737
奈良県,265445,831862,30025,5,195268,614,39538
和歌山県,164510,319456,216,1,129448,307,34539
鳥取県,87214,875515,9308,0,44778,120,33008
島根県,111373,421075,4240,0,106197,130,806
岡山県,344507,981045,11209,7,318885,483,13930
広島県,555983,3079491,16410,7,409656,891,129026
山口県,203009,964156,3076,1,158495,436,41002
徳島県,112054,378166,1463,2,90741,224,19626
香川県,175001,463118,2840,3,138120,345,33696
愛媛県,203190,741443,3890,4,156705,334,42261
高知県,117880,494109,5080,2,94023,343,18434
福岡県,1201865,3918607,27787,3,1029285,2119,142674
佐賀県,184180,377021,12941,0,125171,272,45796
長崎県,243443,891332,21728,1,177499,356,43860
熊本県,380278,540288,7345,7,320699,710,51524
大分県,207089,1009928,2273,2,172076,416,32324
宮崎県,221546,238860,3864,3,189320,409,27953
鹿児島県,326283,788236,2432,0,286186,565,37100
沖縄県,524274,1273966,4135,9,494076,820,25243
