都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1342981,3964610,17368,5,717238,4562,603813
青森県,280081,415661,4157,0,151129,647,124148
岩手県,235055,721482,3159,1,103563,617,127716
宮城県,538428,1323807,21133,4,204624,958,311713
秋田県,200654,81563,8344,0,89825,600,101885
山形県,227655,375805,6508,1,90443,361,130343
福島県,405708,1156057,3568,1,180682,850,220608
茨城県,637409,2491785,19567,1,301424,1292,315126
栃木県,423276,1285524,5245,2,215803,1075,201153
群馬県,440898,1277479,7730,1,225131,1094,206943
埼玉県,1799431,5296963,17392,2,1160893,3972,617174
千葉県,1464372,3873590,15893,3,904076,3922,540481
東京都,4344284,12285274,47131,3,3093983,8064,1195106
神奈川県,2218380,7260132,2937,2,1450734,4307,760402
新潟県,458455,1345029,6349,1,223993,445,227668
富山県,237101,508730,3075,0,123822,315,109889
石川県,279015,763788,3839,0,155716,509,118951
福井県,200392,613941,1808,0,110918,196,87470
山梨県,190948,824620,1149,0,93672,414,95713
長野県,460277,1508759,1289,0,458708,874,594
岐阜県,542439,1871592,45,0,284881,1114,256399
静岡県,867024,2587374,8058,0,478956,1398,378612
愛知県,2110434,5898151,2330,2,2102517,4321,1266
三重県,460710,1191912,10048,0,226621,1044,222997
滋賀県,373892,1391341,5221,0,225722,676,142273
京都府,677712,1592284,12784,7,459222,1657,204049
大阪府,2830002,13005189,14770,7,2032077,8494,774661
兵庫県,1468127,2465506,12832,1,986750,3882,464663
奈良県,346260,1034021,29823,2,195268,872,120297
和歌山県,239496,319456,47,1,129448,522,109479
鳥取県,142464,1167343,9163,0,44778,264,88259
島根県,168748,548079,360,0,168023,299,66
岡山県,491319,1254240,659,1,489229,855,576
広島県,803013,3357273,15796,1,409656,1363,376198
山口県,314663,1224096,2887,0,158495,751,152530
徳島県,166978,467975,1303,0,90741,421,74513
香川県,253007,576855,2579,1,138120,618,111690
愛媛県,316655,1003882,3707,2,156705,695,155548
高知県,169411,494109,4975,0,94023,600,69813
福岡県,1586562,3918607,26401,1,1029285,3189,527687
佐賀県,261102,377021,12724,1,125171,492,122715
長崎県,336787,1181780,21225,0,177499,646,137417
熊本県,535131,540288,6761,0,320699,1308,206363
大分県,303603,1009928,2093,0,172076,774,128660
宮崎県,320309,238860,3747,0,189320,776,126466
鹿児島県,442568,946164,409,2,286186,886,155087
沖縄県,578115,1440813,694,0,494076,1011,82334
