都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1173904,3960322,18665,8,717238,3749,434252
青森県,233709,415661,4871,5,151129,477,77232
岩手県,182284,589375,3398,1,103563,343,74980
宮城県,424313,1108110,22337,15,204624,626,196726
秋田県,166442,80243,8894,2,89825,407,67316
山形県,187588,336540,6942,0,90443,284,89919
福島県,313209,1156057,3568,3,180682,394,128565
茨城県,493013,1985898,20920,13,301424,890,169779
栃木県,325225,1100077,5791,8,215803,662,102969
群馬県,342485,1070724,8511,5,225131,696,108147
埼玉県,1499012,4539921,19491,23,1160893,2770,315858
千葉県,1192440,3279837,18057,16,904076,2838,267469
東京都,3774619,10602096,53810,32,3093983,6496,620330
神奈川県,1856585,5751199,64419,45,1450734,3361,338071
新潟県,364572,1143449,6780,5,223993,246,133553
富山県,188947,426026,3549,4,123822,220,61356
石川県,223501,763788,4123,4,155716,352,63310
福井県,156314,515161,2102,0,110918,132,43162
山梨県,142139,672973,1487,1,93672,222,46758
長野県,354662,1260818,17332,7,334746,570,2014
岐阜県,408604,1535673,821,4,284881,772,122130
静岡県,634581,2122994,8736,8,478956,861,146028
愛知県,1711191,4777433,62053,29,1628087,3293,17758
三重県,334683,958097,10347,4,226621,623,97092
滋賀県,298723,1128551,5644,5,225722,433,66924
京都府,565335,1361352,13362,90,459222,1220,91531
大阪府,2415567,11007708,77171,45,2032077,6923,299396
兵庫県,1191750,2465506,13854,18,986750,3084,188062
奈良県,279851,851462,30081,10,195268,633,53869
和歌山県,175049,319456,285,9,129448,331,44985
鳥取県,97072,921879,9314,0,44778,136,42844
島根県,121409,440927,6631,1,113610,148,1020
岡山県,367963,996914,15110,6,341859,517,10477
広島県,597295,3096847,16608,8,409656,935,170096
山口県,217221,981359,3188,5,158495,461,55077
徳島県,119855,384622,1518,3,90741,245,27351
香川県,186209,475048,3086,3,138120,370,44633
愛媛県,221641,778009,3992,3,156705,366,60578
高知県,125636,494109,5209,4,94023,352,26052
福岡県,1264747,3918607,29289,6,1029285,2170,204003
佐賀県,197887,377021,13051,0,125171,295,59370
長崎県,256856,918687,22184,3,177499,383,56790
熊本県,407055,540288,7764,10,320699,763,77829
大分県,221803,1009928,2316,3,172076,440,46971
宮崎県,234550,238860,3993,1,189320,431,40806
鹿児島県,338081,804006,4715,2,286186,569,46611
沖縄県,530747,1290061,4942,5,494076,830,30899
