都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1319992,3964610,17686,4,717238,4454,580614
青森県,275638,415661,4229,0,151129,635,119645
岩手県,229323,670721,3188,0,103563,592,121980
宮城県,525261,1245047,21387,5,204624,910,298340
秋田県,196402,81563,8454,2,89825,577,97546
山形県,221199,362819,6506,0,90443,351,123899
福島県,394122,1156057,3568,0,180682,743,209129
茨城県,627042,1985898,20018,15,301424,1250,304350
栃木県,413137,1218674,5504,9,215803,1009,190821
群馬県,432182,1209856,7950,5,225131,1034,198067
埼玉県,1775998,5060090,18202,21,1160893,3720,593183
千葉県,1444265,3668968,17040,14,904076,3691,519458
東京都,4297687,11684963,48703,22,3093983,7797,1147204
神奈川県,2189738,6709573,13628,28,1450734,4110,721266
新潟県,444894,1264904,6408,1,223993,402,214091
富山県,231502,479419,3200,2,123822,304,104176
石川県,273146,763788,3928,1,155716,485,113017
福井県,196021,577665,1935,0,110918,192,82976
山梨県,185920,779327,1237,0,93672,377,90634
長野県,445174,1421388,4630,1,440660,830,946
岐阜県,529652,1762341,329,5,284881,1061,243381
静岡県,848795,2430168,8705,3,478956,1299,359835
愛知県,2079394,5483418,15649,21,2055848,4145,3752
三重県,449837,1114856,10159,5,226621,1002,212055
滋賀県,367373,1283962,5368,1,225722,638,135645
京都府,668109,1523056,13088,31,459222,1586,194213
大阪府,2796078,12273406,29865,51,2032077,8226,725910
兵庫県,1445458,2465506,13223,9,986750,3707,441778
奈良県,340543,973454,29931,5,195268,806,114538
和歌山県,233542,319456,137,5,129448,501,103456
鳥取県,137499,1104265,9215,0,44778,250,83256
島根県,162954,516504,1396,1,161011,281,266
岡山県,482305,1172792,5335,5,474425,804,1741
広島県,784816,3312576,16051,3,409656,1293,357816
山口県,305741,1161330,3109,1,158495,713,143424
徳島県,161697,434783,1394,3,90741,392,69170
香川県,247431,543672,2793,4,138120,587,105931
愛媛県,308285,943332,3821,3,156705,654,147105
高知県,165530,494109,5083,2,94023,562,65862
福岡県,1564333,3918607,27627,8,1029285,3069,504352
佐賀県,257483,377021,12814,2,125171,462,119036
長崎県,331118,1095352,22180,4,177499,609,130830
熊本県,527538,540288,7078,8,320699,1241,198520
大分県,297612,1009928,2222,0,172076,731,122583
宮崎県,316013,238860,3856,0,189320,747,122090
鹿児島県,433883,927459,2282,2,286186,839,144576
沖縄県,573800,1388924,1938,2,494076,890,76896
