都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,830758,3348449,18091,4,717238,2716,92713
青森県,167039,415661,4330,0,151129,328,11252
岩手県,118921,494049,3254,0,103563,204,11900
宮城県,280665,960618,21494,1,204624,413,54134
秋田県,112824,76389,8633,2,89825,255,14111
山形県,123079,300434,6563,0,90443,209,25864
福島県,205639,1156057,3568,0,180682,301,21088
茨城県,383713,1815549,19994,4,301424,720,61575
栃木県,238336,993982,5378,2,215803,517,16638
群馬県,252887,942555,8013,2,225131,506,19237
埼玉県,1236395,4104284,17895,12,1160893,2485,55122
千葉県,984524,3002063,16208,2,904076,2644,61596
東京都,3264029,9721723,48865,14,3093983,5995,115186
神奈川県,1544364,5023879,14274,19,1450734,3066,76290
新潟県,252064,1007774,6413,0,223993,182,21476
富山県,140065,383099,3229,0,123822,182,12832
石川県,173489,763788,3913,1,155716,294,13566
福井県,120657,473082,1893,0,110918,104,7742
山梨県,102536,575851,1269,0,93672,169,7426
長野県,233023,1093321,7092,0,224645,365,921
岐阜県,311800,1358465,305,0,284881,618,25996
静岡県,517690,1921211,8198,2,478956,767,29769
愛知県,1409424,4298092,12204,8,1391387,2961,2872
三重県,267735,877089,10122,1,226621,549,30443
滋賀県,245421,1004003,5312,3,225722,364,14023
京都府,491202,1247282,12896,11,459222,1119,17965
大阪府,2163266,10125486,30358,10,2032077,6606,94225
兵庫県,1040181,2465506,13090,6,986750,2912,37429
奈良県,236647,772069,29887,3,195268,553,10939
和歌山県,141831,319456,172,0,129448,261,11950
鳥取県,68395,763761,9188,0,44778,85,14344
島根県,89098,382811,1656,0,87044,99,299
岡山県,292037,909239,4261,2,285479,420,1877
広島県,457329,2838737,16034,1,409656,783,30856
山口県,174686,865151,2957,2,158495,396,12838
徳島県,97352,347494,1337,1,90741,182,5092
香川県,150495,425473,2667,1,138120,304,9404
愛媛県,171713,669793,3751,2,156705,289,10968
高知県,104264,494109,5016,0,94023,308,4917
福岡県,1107908,3918607,26684,3,1029285,2023,49916
佐賀県,162984,377021,12792,0,125171,237,24784
長崎県,220057,806903,21328,0,177499,336,20894
熊本県,343096,540288,6956,2,320699,656,14785
大分県,183485,944464,2164,1,172076,394,8851
宮崎県,202696,238860,3812,1,189320,384,9180
鹿児島県,307837,759317,999,0,286186,549,20103
沖縄県,508855,1227430,1942,6,494076,784,12053
