都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1337306,3964610,17358,3,717238,4547,598163
青森県,278887,415661,4167,0,151129,641,122950
岩手県,234254,712266,3160,0,103563,615,126916
宮城県,536164,1303004,21178,2,204624,951,309411
秋田県,199829,81563,8383,1,89825,594,101027
山形県,226282,373296,6527,0,90443,359,128953
福島県,403274,1156057,3568,2,180682,842,218182
茨城県,635772,1985898,19604,1,301424,1287,313457
栃木県,421455,1271603,5289,0,215803,1067,199296
群馬県,439304,1259296,7769,0,225131,1089,205315
埼玉県,1794797,5240036,17465,5,1160893,3941,612498
千葉県,1459872,3824278,15907,4,904076,3900,535989
東京都,4331648,12126081,47226,4,3093983,8037,1182402
神奈川県,2211958,7108699,2664,5,1450734,4274,754286
新潟県,455311,1323457,6362,2,223993,437,224519
富山県,236238,501818,3089,0,123822,313,109014
石川県,277895,763788,3848,0,155716,505,117826
福井県,199432,606129,1806,0,110918,196,86512
山梨県,189958,820966,1140,0,93672,409,94737
長野県,457216,1486137,1438,0,455601,865,688
岐阜県,540322,1841022,90,1,284881,1109,254242
静岡県,864818,2546008,8078,0,478956,1389,376395
愛知県,2104995,5809819,2854,1,2097048,4300,793
三重県,459176,1169270,10042,0,226621,1041,221472
滋賀県,372910,1376399,5228,0,225722,673,141287
京都府,675855,1576957,12800,11,459222,1651,202182
大阪府,2823711,12841595,14332,14,2032077,8447,768855
兵庫県,1464499,2465506,12820,5,986750,3837,461092
奈良県,345347,1020978,29825,0,195268,863,119391
和歌山県,238339,319456,50,2,129448,517,108324
鳥取県,141560,1152077,9167,0,44778,262,87353
島根県,167832,540742,413,1,166972,296,151
岡山県,490035,1239668,826,2,487816,846,547
広島県,798906,3347764,15810,0,409656,1354,372086
山口県,313359,1211226,2909,1,158495,746,151209
徳島県,166299,461082,1310,0,90741,419,73829
香川県,252019,568491,2564,2,138120,617,110718
愛媛県,315814,989945,3713,1,156705,693,154703
高知県,169006,494109,4987,0,94023,592,69404
福岡県,1583083,3918607,26509,3,1029285,3176,524113
佐賀県,260613,377021,12726,0,125171,491,122225
長崎県,336092,1162854,21287,2,177499,641,136665
熊本県,533549,540288,6800,1,320699,1299,204751
大分県,302752,1009928,2112,0,172076,768,127796
宮崎県,319670,238860,3762,0,189320,776,125812
鹿児島県,441016,942169,506,0,286186,883,153441
沖縄県,577013,1429032,686,0,494076,1007,81244
