"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",678332,46362,631664,2471,3,2165,2923360,"JP-01"
"Aomori","青森県",143708,15038,128420,250,0,0,377140,"JP-02"
"Iwate","岩手県",96191,7906,88116,169,2,0,422773,"JP-03"
"Miyagi","宮城県",236144,22444,204624,323,10,8753,855490,"JP-04"
"Akita","秋田県",86831,17994,68658,179,2,0,73249,"JP-05"
"Yamagata","山形県",89488,12430,76899,169,0,10,241680,"JP-06"
"Fukushima","福島県",163176,16954,145978,244,2,0,1101332,"JP-07"
"Ibaraki","茨城県",330170,20706,301424,612,7,7428,1654084,"JP-08"
"Tochigi","栃木県",203301,18466,184383,452,3,0,918242,"JP-09"
"Gunma","群馬県",207556,20053,192425,434,5,5356,845391,"JP-10"
"Saitama","埼玉県",1097118,47246,1047674,2198,21,0,3774203,"JP-11"
"Chiba","千葉県",874296,50497,787542,2340,15,33917,2716215,"JP-12"
"Tokyo","東京都",2991461,125019,2860945,5497,32,0,9019920,"JP-13"
"Kanagawa","神奈川県",1390833,64230,1323766,2837,42,0,4434001,"JP-14"
"Niigata","新潟県",207029,16127,190771,131,3,0,903069,"JP-15"
"Toyama","富山県",114087,13366,100564,157,3,0,342551,"JP-16"
"Ishikawa","石川県",145143,13246,131618,256,1,23,719266,"JP-17"
"Fukui","福井県",101321,7963,93267,91,2,0,435617,"JP-18"
"Yamanashi","山梨県",87991,4959,82918,131,1,17,486368,"JP-19"
"Nagano","長野県",183680,14730,167151,315,2,1484,979404,"JP-20"
"Gifu","岐阜県",266181,19791,242639,521,2,3230,1222493,"JP-21"
"Shizuoka","静岡県",444894,29420,412233,690,3,2551,1723251,"JP-22"
"Aichi","愛知県",1245830,92346,1150801,2683,24,0,3868467,"JP-23"
"Mie","三重県",226753,19613,210861,472,6,4193,757712,"JP-24"
"Shiga","滋賀県",211198,16246,194658,294,4,0,906391,"JP-25"
"Kyoto","京都府",442676,42771,397239,947,67,1719,1155109,"JP-26"
"Osaka","大阪府",1970960,129360,1835441,6159,53,0,9290721,"JP-27"
"Hyogo","兵庫県",933292,55751,874867,2693,30,19,2346769,"JP-28"
"Nara","奈良県",208037,52334,155208,495,6,0,705993,"JP-29"
"Wakayama","和歌山県",121113,6600,113979,225,5,309,299468,"JP-30"
"Tottori","鳥取県",56695,9344,44778,65,3,2508,667682,"JP-31"
"Shimane","島根県",73996,7239,66672,85,1,0,335792,"JP-32"
"Okayama","岡山県",244999,23510,207028,374,10,14087,785625,"JP-33"
"Hiroshima","広島県",382460,68450,313337,673,10,0,2552184,"JP-34"
"Yamaguchi","山口県",147500,12349,134799,352,6,0,780526,"JP-35"
"Tokushima","徳島県",84115,8973,75070,148,5,76,276184,"JP-36"
"Kagawa","香川県",128378,11577,116537,264,3,0,382585,"JP-37"
"Ehime","愛媛県",146613,14646,131690,277,2,0,586191,"JP-38"
"Kochi","高知県",89775,12230,77278,267,6,0,465217,"JP-39"
"Fukuoka","福岡県",1017009,75647,921179,1803,16,18380,3776424,"JP-40"
"Saga","佐賀県",146201,13070,125171,205,2,7755,377021,"JP-41"
"Nagasaki","長崎県",195708,26673,168833,295,4,93,697940,"JP-42"
"Kumamoto","熊本県",305773,19225,285971,577,11,0,507964,"JP-43"
"Oita","大分県",161464,10056,151102,306,3,0,845778,"JP-44"
"Miyazaki","宮崎県",177478,13621,162914,319,7,624,234359,"JP-45"
"Kagoshima","鹿児島県",272321,21095,248465,470,10,2291,706522,"JP-46"
"Okinawa","沖縄県",484088,18216,464813,652,19,407,1151658,"JP-47"
